participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.completionlink,session.config.real_world_currency_per_point,session.config.name,my_survey_static.1.player.id_in_group,my_survey_static.1.player.role,my_survey_static.1.player.payoff,my_survey_static.1.player.participant_label,my_survey_static.1.player.topic_number,my_survey_static.1.player.tmp_topics,my_survey_static.1.player.positioning_user,my_survey_static.1.player.time_positioning,my_survey_static.1.player.I_understand,my_survey_static.1.player.time_taskexplaination,my_survey_static.1.player.tmp_ranking,my_survey_static.1.player.click_rank,my_survey_static.1.player.click_id,my_survey_static.1.player.positioning_true,my_survey_static.1.player.time_rankig,my_survey_static.1.player.highlight,my_survey_static.1.player.read_more_highlight,my_survey_static.1.player.time_highlight,my_survey_static.1.player.positioning_text,my_survey_static.1.player.read_more_positioning,my_survey_static.1.player.time_positioning_text,my_survey_static.1.group.id_in_subsession,my_survey_static.1.subsession.round_number,my_survey_static.2.player.id_in_group,my_survey_static.2.player.role,my_survey_static.2.player.payoff,my_survey_static.2.player.participant_label,my_survey_static.2.player.topic_number,my_survey_static.2.player.tmp_topics,my_survey_static.2.player.positioning_user,my_survey_static.2.player.time_positioning,my_survey_static.2.player.I_understand,my_survey_static.2.player.time_taskexplaination,my_survey_static.2.player.tmp_ranking,my_survey_static.2.player.click_rank,my_survey_static.2.player.click_id,my_survey_static.2.player.positioning_true,my_survey_static.2.player.time_rankig,my_survey_static.2.player.highlight,my_survey_static.2.player.read_more_highlight,my_survey_static.2.player.time_highlight,my_survey_static.2.player.positioning_text,my_survey_static.2.player.read_more_positioning,my_survey_static.2.player.time_positioning_text,my_survey_static.2.group.id_in_subsession,my_survey_static.2.subsession.round_number,my_survey_static.3.player.id_in_group,my_survey_static.3.player.role,my_survey_static.3.player.payoff,my_survey_static.3.player.participant_label,my_survey_static.3.player.topic_number,my_survey_static.3.player.tmp_topics,my_survey_static.3.player.positioning_user,my_survey_static.3.player.time_positioning,my_survey_static.3.player.I_understand,my_survey_static.3.player.time_taskexplaination,my_survey_static.3.player.tmp_ranking,my_survey_static.3.player.click_rank,my_survey_static.3.player.click_id,my_survey_static.3.player.positioning_true,my_survey_static.3.player.time_rankig,my_survey_static.3.player.highlight,my_survey_static.3.player.read_more_highlight,my_survey_static.3.player.time_highlight,my_survey_static.3.player.positioning_text,my_survey_static.3.player.read_more_positioning,my_survey_static.3.player.time_positioning_text,my_survey_static.3.group.id_in_subsession,my_survey_static.3.subsession.round_number,my_survey_static.4.player.id_in_group,my_survey_static.4.player.role,my_survey_static.4.player.payoff,my_survey_static.4.player.participant_label,my_survey_static.4.player.topic_number,my_survey_static.4.player.tmp_topics,my_survey_static.4.player.positioning_user,my_survey_static.4.player.time_positioning,my_survey_static.4.player.I_understand,my_survey_static.4.player.time_taskexplaination,my_survey_static.4.player.tmp_ranking,my_survey_static.4.player.click_rank,my_survey_static.4.player.click_id,my_survey_static.4.player.positioning_true,my_survey_static.4.player.time_rankig,my_survey_static.4.player.highlight,my_survey_static.4.player.read_more_highlight,my_survey_static.4.player.time_highlight,my_survey_static.4.player.positioning_text,my_survey_static.4.player.read_more_positioning,my_survey_static.4.player.time_positioning_text,my_survey_static.4.group.id_in_subsession,my_survey_static.4.subsession.round_number,ideology.1.player.id_in_group,ideology.1.player.role,ideology.1.player.payoff,ideology.1.player.leaning,ideology.1.player.leaning_strength,ideology.1.player.center_strength,ideology.1.group.id_in_subsession,ideology.1.subsession.round_number,demographics_and_payment.1.player.id_in_group,demographics_and_payment.1.player.role,demographics_and_payment.1.player.payoff,demographics_and_payment.1.player.age,demographics_and_payment.1.player.gender,demographics_and_payment.1.player.gender_open,demographics_and_payment.1.player.comment,demographics_and_payment.1.group.id_in_subsession,demographics_and_payment.1.subsession.round_number
75,uue94vty,597213,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:42:21.566092,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,15,,0.0,597213,3,3,2,20.35,1,17.12,0519436728,3,39,,32.05,0,0,34.84,0,0,15.8,4,1,15,,0.0,597213,1,31,2,16.0,1,4.87,8362495710,0,18,,20.64,0,0,54.1,0,0,5.15,4,2,15,,0.0,597213,4,314,2,8.94,1,6.74,5149306728,7,47,,19.1,0,0,43.44,0,0,5.64,4,3,15,,0.0,597213,2,3142,2,9.84,1,4.81,4571032869,9,29,,19.3,0,0,23.11,0,0,3.73,4,4,75,,0.0,Independent,,Center,1,1,75,,0.0,35-44,Other,Non-Binary,N/A,1,1
76,5s07let0,811759,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:42:22.945361,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,16,,0.0,811759,3,3,-2,14.28,1,16.1,7935216408,1,39,,11.1,3,1,61.63,0,1,24.02,4,1,16,,0.0,811759,4,34,-2,8.91,1,6.76,3652418790,9,40,,25.42,3,1,101.24,-2,0,4.96,4,2,16,,0.0,811759,2,342,-2,3.94,1,4.36,9028345617,0,29,,6.15,3,1,60.81,1,0,8.65,4,3,16,,0.0,811759,1,3421,-1,13.66,1,4.13,5247038916,2,14,,2.93,3,1,68.56,0,0,2.88,4,4,76,,0.0,Democrat,Strong,,1,1,76,,0.0,35-44,Male,,,1,1
77,6zt17kjv,288927,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:42:24.194809,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,17,,0.0,288927,2,2,-2,32.47,1,34.46,6392871405,3,22,,21.14,3,1,154.03,1,0,6.32,4,1,17,,0.0,288927,1,21,-1,19.79,1,9.85,9638127504,4,11,,17.56,3,1,47.65,-1,0,2.79,4,2,17,,0.0,288927,4,214,-1,8.83,1,7.72,7096421853,1,40,,38.21,3,1,66.8,-2,0,2.69,4,3,17,,0.0,288927,3,2143,-1,14.57,1,2.28,5160724938,3,30,,13.14,3,1,71.1,-1,0,3.89,4,4,77,,0.0,Democrat,Strong,,1,1,77,,0.0,45-54,Female,,,1,1
78,9tmk7hol,860945,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:42:26.763454,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,18,,0.0,860945,1,1,0,14.4,1,17.88,4690753218,0,14,,20.23,3,0,6.44,0,0,5.49,4,1,18,,0.0,860945,2,12,0,4.25,1,2.12,9475183260,3,25,,19.04,3,0,4.27,0,0,4.78,4,2,18,,0.0,860945,4,124,0,3.16,1,1.97,4263805917,0,44,,12.09,3,0,3.67,0,0,5.47,4,3,18,,0.0,860945,3,1243,0,6.0,1,2.22,9024567381,3,34,,9.85,3,0,4.07,0,0,491.04,4,4,78,,0.0,Independent,,Center,1,1,78,,0.0,35-44,Male,,,1,1
79,5hnik6ly,508781,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:42:27.050746,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,19,,0.0,508781,4,4,-2,17.42,1,14.79,7259831406,6,41,,16.48,2,1,56.2,-2,0,5.08,4,1,19,,0.0,508781,2,42,-2,7.86,1,5.64,5013749268,5,24,,18.43,0,1,36.26,-1,0,8.44,4,2,19,,0.0,508781,3,423,-1,9.11,1,2.99,6914582037,3,34,,23.34,1,1,49.24,1,0,13.8,4,3,19,,0.0,508781,1,4231,-2,5.24,1,3.5,8514623079,3,14,,19.22,2,1,35.04,-1,0,5.44,4,4,79,,0.0,Democrat,Moderate,,1,1,79,,0.0,25-34,Male,,,1,1
80,sgfpggr8,196675,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:42:27.415226,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,20,,0.0,196675,2,2,-2,19.86,1,17.87,3987460251,7,22,,27.2,3,1,69.58,-1,0,23.98,4,1,20,,0.0,196675,4,24,-2,12.35,1,6.72,3268470951,9,41,,29.48,3,1,67.21,-1,0,5.98,4,2,20,,0.0,196675,1,241,-1,10.39,1,3.39,6754310982,5,11,,12.43,0,1,49.71,-2,0,9.41,4,3,20,,0.0,196675,3,2413,-1,18.42,1,2.4,9634508172,6,38,,20.19,3,1,40.45,0,0,5.52,4,4,80,,0.0,Democrat,Strong,,1,1,80,,0.0,45-54,Male,,Everything went fine with no issues,1,1
81,mgs0qtq6,477809,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:42:28.250918,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,1,,0.0,477809,2,2,-1,18.63,1,18.01,2815367094,3,25,,41.81,3,1,65.24,1,0,18.75,5,1,1,,0.0,477809,4,24,-1,26.91,1,3.81,9146837502,5,43,,42.81,3,1,51.06,1,0,4.11,5,2,1,,0.0,477809,1,241,-1,11.99,1,3.59,1574692830,8,13,,28.54,3,1,31.24,1,1,51.57,5,3,1,,0.0,477809,3,2413,-1,17.39,1,2.2,9046532817,1,30,,5.63,3,1,19.74,2,1,29.45,5,4,81,,0.0,Independent,,Democrat Party,1,1,81,,0.0,45-54,Female,,,1,1
82,i3fpk8e7,979118,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:42:28.385975,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,2,,0.0,979118,2,2,1,9.96,1,12.12,7804692531,1,28,,8.56,2,0,21.32,1,0,9.29,5,1,2,,0.0,979118,3,23,2,15.39,1,3.28,6093785241,0,36,,11.51,1,0,9.33,2,0,7.42,5,2,2,,0.0,979118,4,234,0,9.05,1,3.48,9504328167,4,43,,10.58,1,0,6.64,1,0,7.4,5,3,2,,0.0,979118,1,2341,0,11.33,1,3.64,6501824739,4,18,,13.64,2,0,6.45,0,0,10.16,5,4,82,,0.0,Democrat,Moderate,,1,1,82,,0.0,25-34,Male,,,1,1
83,yn1leiwt,856863,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:42:28.368818,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,3,,0.0,856863,4,4,-1,33.06,1,21.33,0761983254,6,43,,49.22,3,0,100.23,1,0,14.58,5,1,3,,0.0,856863,1,41,2,54.15,1,30.6,7318429605,3,18,,28.43,1,1,87.67,0,0,9.06,5,2,3,,0.0,856863,2,412,1,27.14,1,2.78,6512703498,8,29,,18.74,3,1,61.62,0,1,8.12,5,3,3,,0.0,856863,3,4123,2,5.08,1,39.91,0321675489,5,37,,6.65,0,1,38.35,0,0,3.36,5,4,83,,0.0,Republican,Moderate,,1,1,83,,0.0,35-44,Male,,,1,1
84,yz9t0ktc,109548,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:42:29.291507,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,4,,0.0,109548,3,3,-2,18.85,1,15.99,4156073298,1,31,,82.05,3,1,42.58,0,0,14.25,5,1,4,,0.0,109548,2,32,-2,12.85,1,8.21,1243795806,0,21,,19.41,0,1,108.66,-2,0,4.95,5,2,4,,0.0,109548,4,324,-2,8.67,1,6.35,1236874059,6,44,,17.38,3,1,93.03,0,0,6.41,5,3,4,,0.0,109548,1,3241,-2,11.28,1,15.84,0783156942,5,15,,17.94,3,1,77.64,0,0,4.55,5,4,84,,0.0,Democrat,Strong,,1,1,84,,0.0,45-54,Female,,,1,1
85,v6ry8dws,369870,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:42:30.664722,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,5,,0.0,369870,1,1,-1,14.67,1,10.02,6958037214,8,11,,39.17,3,0,16.23,-1,0,16.32,5,1,5,,0.0,369870,2,12,-1,6.17,1,2.94,9564138720,0,29,,17.69,3,0,4.35,1,0,12.33,5,2,5,,0.0,369870,3,123,1,29.27,1,3.99,7612503489,5,30,,15.47,3,0,2.44,-2,0,11.51,5,3,5,,0.0,369870,4,1234,-1,11.9,1,2.33,0235986471,9,41,,24.74,3,0,2.41,-2,1,28.13,5,4,85,,0.0,Democrat,Moderate,,1,1,85,,0.0,25-34,Male,,,1,1
86,8hbx5s7p,730671,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:42:34.714459,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,6,,0.0,730671,1,1,-2,26.21,1,22.85,6528349170,2,12,,43.84,3,1,252.44,-1,0,34.83,5,1,6,,0.0,730671,2,12,-2,17.24,1,17.54,8062359147,0,28,,11.91,3,1,117.46,1,0,35.93,5,2,6,,0.0,730671,3,123,-1,12.15,1,11.67,8014539276,2,31,,33.71,3,1,55.74,0,0,8.79,5,3,6,,0.0,730671,4,1234,-1,7.59,1,7.41,6427805913,8,41,,46.08,3,1,99.48,0,0,6.5,5,4,86,,0.0,Democrat,Strong,,1,1,86,,0.0,65+,Female,,,1,1
87,9k4ol6e9,504870,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:42:34.789265,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,7,,0.0,504870,4,4,-1,46.66,1,25.97,6725103498,0,46,,24.13,3,0,84.57,2,0,19.42,5,1,7,,0.0,504870,3,43,-1,48.19,1,28.31,5673214890,0,35,,10.41,1,0,106.83,-1,0,13.17,5,2,7,,0.0,504870,1,431,0,28.07,1,7.14,3706418592,0,13,,4.37,1,0,77.34,-1,0,8.65,5,3,7,,0.0,504870,2,4312,-1,17.53,1,5.38,7528469130,0,27,,4.12,3,0,68.98,2,0,8.36,5,4,87,,0.0,Democrat,Moderate,,1,1,87,,0.0,25-34,Male,,,1,1
88,owhkgybc,288476,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:42:35.471450,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,8,,0.0,288476,4,4,-1,14.67,1,16.66,1306459782,7,47,,42.68,3,1,59.73,-1,1,158.55,5,1,8,,0.0,288476,1,41,-2,26.52,1,10.06,4579318602,4,13,,16.85,3,0,28.84,-1,0,20.91,5,2,8,,0.0,288476,2,412,-2,6.12,1,2.38,4328609715,4,26,,11.23,3,0,14.98,0,1,20.76,5,3,8,,0.0,288476,3,4123,-1,6.57,1,2.02,2065819743,3,35,,10.7,3,0,12.22,0,1,7.0,5,4,88,,0.0,Democrat,Moderate,,1,1,88,,0.0,45-54,Female,,,1,1
89,w1yrnb7x,522147,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:42:35.655522,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,9,,0.0,522147,4,4,-2,34.79,1,67.7,8607914235,5,41,,54.11,3,1,72.37,2,0,38.52,5,1,9,,0.0,522147,1,41,2,16.97,1,7.79,9352714086,6,14,,32.77,3,0,23.33,-2,0,6.79,5,2,9,,0.0,522147,3,413,-2,34.45,1,3.41,3051824976,1,30,,4.93,3,0,20.14,2,0,8.04,5,3,9,,0.0,522147,2,4132,-1,20.04,1,3.57,9187324056,2,28,,6.95,0,0,42.99,0,0,6.37,5,4,89,,0.0,Republican,Moderate,,1,1,89,,0.0,35-44,Male,,,1,1
90,dzpa1xhl,575783,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:42:40.108877,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,10,,0.0,575783,3,3,2,22.84,1,24.83,3867194025,0,33,,42.93,3,1,140.56,-1,0,11.95,5,1,10,,0.0,575783,2,32,0,16.49,1,11.18,0642197358,8,25,,24.45,3,1,84.5,0,0,4.06,5,2,10,,0.0,575783,1,321,0,22.37,1,7.79,3610478592,7,15,,23.18,1,0,5.78,-1,1,63.97,5,3,10,,0.0,575783,4,3214,2,6.03,1,5.65,4370296158,6,46,,20.22,3,1,22.56,2,0,4.34,5,4,90,,0.0,Republican,Strong,,1,1,90,,0.0,55-64,Male,,,1,1
91,vzhjlasf,221018,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:42:42.584580,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,11,,0.0,221018,2,2,-1,21.59,1,41.25,1859067243,5,26,,45.96,3,1,119.36,1,0,19.05,5,1,11,,0.0,221018,1,21,-1,29.44,1,9.73,7905264831,8,13,,41.71,3,1,62.66,-1,0,11.64,5,2,11,,0.0,221018,3,213,-1,26.24,1,3.52,8246153709,8,30,,28.46,0,1,59.51,0,0,7.98,5,3,11,,0.0,221018,4,2134,-2,12.64,1,3.07,8729041536,0,48,,43.03,3,1,44.45,2,0,5.92,5,4,91,,0.0,Independent,,Democrat Party,1,1,91,,0.0,55-64,Female,,,1,1
92,3a5u34fo,604779,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:42:42.712264,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,12,,0.0,604779,4,4,1,9.65,1,17.58,3958704612,2,45,,24.75,3,1,41.47,-1,1,17.03,5,1,12,,0.0,604779,1,41,1,19.18,1,7.9,7549036182,1,15,,7.95,3,1,34.17,0,0,2.99,5,2,12,,0.0,604779,3,413,0,12.75,1,8.82,3647508192,0,33,,8.43,3,1,6.76,-1,1,11.93,5,3,12,,0.0,604779,2,4132,1,9.53,1,2.09,1547306829,1,25,,3.03,3,1,6.21,0,1,4.58,5,4,92,,0.0,Independent,,Center,1,1,92,,0.0,35-44,Female,,,1,1
93,l2wqxt0b,998825,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:42:49.945164,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,13,,0.0,998825,2,2,2,16.33,1,34.69,5429038617,1,24,,21.97,3,1,48.04,1,1,37.23,5,1,13,,0.0,998825,4,24,2,8.66,1,32.59,2145769308,4,47,,41.42,3,1,51.61,0,1,40.7,5,2,13,,0.0,998825,3,243,2,25.58,1,13.67,9417835026,3,37,,48.27,3,1,18.59,1,1,20.94,5,3,13,,0.0,998825,1,2431,2,26.01,1,3.06,8492605317,7,13,,20.84,3,1,7.54,0,1,23.8,5,4,93,,0.0,Republican,Strong,,1,1,93,,0.0,35-44,Male,,,1,1
94,ro9c0u2n,944453,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:42:55.982072,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,14,,0.0,944453,1,1,2,22.1,1,26.23,7098142635,9,15,,51.25,3,1,61.61,-1,1,51.07,5,1,14,,0.0,944453,3,13,2,19.81,1,11.64,5172409386,7,33,,22.9,3,1,44.29,0,0,4.37,5,2,14,,0.0,944453,4,134,1,16.82,1,6.82,8596372140,7,41,,12.41,3,1,75.59,-1,0,7.17,5,3,14,,0.0,944453,2,1342,0,11.49,1,9.62,1756308942,2,25,,9.8,3,1,92.25,-1,0,5.4,5,4,94,,0.0,Republican,Moderate,,1,1,94,,0.0,55-64,Male,,,1,1
95,v6ygsumt,174353,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:42:59.269680,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,15,,0.0,174353,2,2,2,19.62,1,24.95,0365478219,5,27,,23.27,3,1,147.15,1,1,31.52,5,1,15,,0.0,174353,3,23,2,12.88,1,7.65,2809531674,5,33,,14.74,0,1,84.13,2,1,14.21,5,2,15,,0.0,174353,4,234,2,5.56,1,5.4,4356127908,1,43,,23.51,3,1,95.2,0,1,8.97,5,3,15,,0.0,174353,1,2341,1,5.26,1,2.54,2603981574,9,14,,19.03,3,1,67.16,-2,0,5.03,5,4,95,,0.0,Republican,Strong,,1,1,95,,0.0,45-54,Male,,,1,1
96,pq3wf7ij,307178,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:43:01.360679,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,16,,0.0,307178,1,1,-2,28.94,1,34.24,2587430916,8,11,,46.55,0,0,63.27,0,1,59.41,5,1,16,,0.0,307178,4,14,-2,11.79,1,9.63,5016379842,2,41,,43.71,3,1,146.43,2,0,11.91,5,2,16,,0.0,307178,2,142,-2,7.24,1,5.67,1250874396,9,26,,32.69,3,1,58.92,2,0,15.14,5,3,16,,0.0,307178,3,1423,-2,4.09,1,2.84,2054397861,9,31,,21.5,3,0,21.84,2,0,4.9,5,4,96,,0.0,Democrat,Strong,,1,1,96,,0.0,65+,Male,,,1,1
97,axf1cekw,174061,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:43:06.781504,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,17,,0.0,174061,2,2,-2,22.49,1,23.23,1257630849,1,22,,26.07,3,0,38.69,0,0,20.88,5,1,17,,0.0,174061,1,21,2,18.92,1,8.52,5291680347,8,14,,25.48,3,0,27.87,0,0,10.29,5,2,17,,0.0,174061,4,214,1,12.47,1,4.6,7623804195,1,46,,8.52,3,0,17.49,0,0,4.08,5,3,17,,0.0,174061,3,2143,2,12.45,1,2.75,2781935064,0,32,,2.17,3,0,22.62,0,0,3.58,5,4,97,,0.0,Republican,Moderate,,1,1,97,,0.0,55-64,Male,,,1,1
98,aortwnow,713859,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:43:10.032872,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,18,,0.0,713859,2,2,1,8.03,1,9.65,2369781405,9,25,,47.3,0,1,137.65,0,1,52.86,5,1,18,,0.0,713859,1,21,2,8.94,1,5.73,1256309478,7,14,,68.15,3,1,134.49,-1,0,4.3,5,2,18,,0.0,713859,4,214,2,4.68,1,4.33,7164932085,3,44,,35.95,0,1,297.34,0,0,4.07,5,3,18,,0.0,713859,3,2143,2,4.51,1,2.32,0586719423,2,38,,10.46,2,1,36.36,0,0,2.86,5,4,98,,0.0,Republican,Strong,,1,1,98,,0.0,25-34,Male,,none,1,1
99,xvgmlcqv,342877,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:43:10.242836,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,19,,0.0,342877,3,3,-1,16.44,1,16.38,7549310268,2,34,,41.62,3,1,184.15,0,1,29.85,5,1,19,,0.0,342877,1,31,-1,18.33,1,4.22,9152068473,2,15,,10.94,3,1,94.44,0,0,3.65,5,2,19,,0.0,342877,4,314,-2,5.76,1,2.4,6728134059,8,45,,10.07,3,1,66.14,-1,0,3.28,5,3,19,,0.0,342877,2,3142,-1,8.51,1,2.19,1609458273,5,25,,8.43,3,1,52.74,-1,0,3.99,5,4,99,,0.0,Independent,,Democrat Party,1,1,99,,0.0,55-64,Female,,,1,1
100,1v7q14es,619113,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:43:16.737430,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,20,,0.0,619113,4,4,-2,22.41,1,23.62,0182657439,0,40,,35.85,3,0,61.14,2,0,9.84,5,1,20,,0.0,619113,2,42,-2,19.54,1,8.64,5380461792,7,27,,20.49,3,0,60.49,2,0,5.02,5,2,20,,0.0,619113,1,421,-2,11.33,1,3.8,8914376205,3,14,,22.67,3,0,23.37,2,0,4.24,5,3,20,,0.0,619113,3,4213,-2,16.21,1,3.06,1479368250,3,39,,10.83,3,0,30.25,2,0,3.74,5,4,100,,0.0,Republican,Moderate,,1,1,100,,0.0,55-64,Female,,,1,1
101,h1ds8gsg,333837,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:43:18.664359,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,1,,0.0,333837,2,2,2,72.6,1,18.42,8469321705,9,25,,28.71,3,1,786.81,-2,1,82.52,6,1,1,,0.0,333837,3,23,2,41.86,1,5.9,4268710593,1,32,,15.31,3,1,5.3,-1,1,22.84,6,2,1,,0.0,333837,4,234,0,5.16,1,4.36,8106534792,7,47,,19.54,3,1,45.69,-1,0,7.67,6,3,1,,0.0,333837,1,2341,2,35.52,1,11.48,5169243780,5,14,,41.83,3,1,18.1,-1,1,23.57,6,4,101,,0.0,Republican,Strong,,1,1,101,,0.0,35-44,Female,,,1,1
102,g69a7f06,159866,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:43:19.257525,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,2,,0.0,159866,3,3,2,20.94,1,27.75,5764982130,5,38,,29.26,0,0,40.63,2,0,19.88,6,1,2,,0.0,159866,1,31,2,14.53,1,7.97,6712394508,1,17,,24.09,3,0,44.04,2,0,4.29,6,2,2,,0.0,159866,2,312,2,6.64,1,9.12,0786135294,2,28,,9.16,3,0,22.08,2,0,3.0,6,3,2,,0.0,159866,4,3124,2,11.65,1,4.17,8245069173,0,48,,32.61,1,0,51.75,2,0,3.76,6,4,102,,0.0,Independent,,Republican Party,1,1,102,,0.0,45-54,Male,,,1,1
103,4cf6ber2,783974,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:43:25.671752,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,3,,0.0,783974,1,1,-1,36.66,1,30.08,4259306178,1,12,,84.82,0,1,357.61,-1,0,28.94,6,1,3,,0.0,783974,3,13,-1,68.72,1,20.79,5039216874,2,33,,69.14,3,1,161.88,-1,0,14.49,6,2,3,,0.0,783974,2,132,-2,33.46,1,14.5,6154823079,3,24,,105.89,3,1,98.52,2,0,9.74,6,3,3,,0.0,783974,4,1324,-2,9.05,1,8.86,4506782319,2,40,,170.72,2,1,102.25,2,0,28.6,6,4,103,,0.0,Democrat,Moderate,,1,1,103,,0.0,55-64,Female,,,1,1
