participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.completionlink,session.config.real_world_currency_per_point,session.config.name,my_survey_static.1.player.id_in_group,my_survey_static.1.player.role,my_survey_static.1.player.payoff,my_survey_static.1.player.participant_label,my_survey_static.1.player.topic_number,my_survey_static.1.player.tmp_topics,my_survey_static.1.player.positioning_user,my_survey_static.1.player.time_positioning,my_survey_static.1.player.I_understand,my_survey_static.1.player.time_taskexplaination,my_survey_static.1.player.tmp_ranking,my_survey_static.1.player.click_rank,my_survey_static.1.player.click_id,my_survey_static.1.player.positioning_true,my_survey_static.1.player.time_rankig,my_survey_static.1.player.highlight,my_survey_static.1.player.read_more_highlight,my_survey_static.1.player.time_highlight,my_survey_static.1.player.positioning_text,my_survey_static.1.player.read_more_positioning,my_survey_static.1.player.time_positioning_text,my_survey_static.1.group.id_in_subsession,my_survey_static.1.subsession.round_number,my_survey_static.2.player.id_in_group,my_survey_static.2.player.role,my_survey_static.2.player.payoff,my_survey_static.2.player.participant_label,my_survey_static.2.player.topic_number,my_survey_static.2.player.tmp_topics,my_survey_static.2.player.positioning_user,my_survey_static.2.player.time_positioning,my_survey_static.2.player.I_understand,my_survey_static.2.player.time_taskexplaination,my_survey_static.2.player.tmp_ranking,my_survey_static.2.player.click_rank,my_survey_static.2.player.click_id,my_survey_static.2.player.positioning_true,my_survey_static.2.player.time_rankig,my_survey_static.2.player.highlight,my_survey_static.2.player.read_more_highlight,my_survey_static.2.player.time_highlight,my_survey_static.2.player.positioning_text,my_survey_static.2.player.read_more_positioning,my_survey_static.2.player.time_positioning_text,my_survey_static.2.group.id_in_subsession,my_survey_static.2.subsession.round_number,my_survey_static.3.player.id_in_group,my_survey_static.3.player.role,my_survey_static.3.player.payoff,my_survey_static.3.player.participant_label,my_survey_static.3.player.topic_number,my_survey_static.3.player.tmp_topics,my_survey_static.3.player.positioning_user,my_survey_static.3.player.time_positioning,my_survey_static.3.player.I_understand,my_survey_static.3.player.time_taskexplaination,my_survey_static.3.player.tmp_ranking,my_survey_static.3.player.click_rank,my_survey_static.3.player.click_id,my_survey_static.3.player.positioning_true,my_survey_static.3.player.time_rankig,my_survey_static.3.player.highlight,my_survey_static.3.player.read_more_highlight,my_survey_static.3.player.time_highlight,my_survey_static.3.player.positioning_text,my_survey_static.3.player.read_more_positioning,my_survey_static.3.player.time_positioning_text,my_survey_static.3.group.id_in_subsession,my_survey_static.3.subsession.round_number,my_survey_static.4.player.id_in_group,my_survey_static.4.player.role,my_survey_static.4.player.payoff,my_survey_static.4.player.participant_label,my_survey_static.4.player.topic_number,my_survey_static.4.player.tmp_topics,my_survey_static.4.player.positioning_user,my_survey_static.4.player.time_positioning,my_survey_static.4.player.I_understand,my_survey_static.4.player.time_taskexplaination,my_survey_static.4.player.tmp_ranking,my_survey_static.4.player.click_rank,my_survey_static.4.player.click_id,my_survey_static.4.player.positioning_true,my_survey_static.4.player.time_rankig,my_survey_static.4.player.highlight,my_survey_static.4.player.read_more_highlight,my_survey_static.4.player.time_highlight,my_survey_static.4.player.positioning_text,my_survey_static.4.player.read_more_positioning,my_survey_static.4.player.time_positioning_text,my_survey_static.4.group.id_in_subsession,my_survey_static.4.subsession.round_number,ideology.1.player.id_in_group,ideology.1.player.role,ideology.1.player.payoff,ideology.1.player.leaning,ideology.1.player.leaning_strength,ideology.1.player.center_strength,ideology.1.group.id_in_subsession,ideology.1.subsession.round_number,demographics_and_payment.1.player.id_in_group,demographics_and_payment.1.player.role,demographics_and_payment.1.player.payoff,demographics_and_payment.1.player.age,demographics_and_payment.1.player.gender,demographics_and_payment.1.player.gender_open,demographics_and_payment.1.player.comment,demographics_and_payment.1.group.id_in_subsession,demographics_and_payment.1.subsession.round_number
178,bc60fm8m,624853,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:51:42.454288,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,18,,0.0,624853,2,2,1,26.23,1,5.74,0853974162,7,21,,14.85,1,0,11.77,-2,0,26.55,9,1,18,,0.0,624853,1,21,2,35.21,1,3.64,1364908725,2,16,,44.6,3,0,7.5,0,0,13.5,9,2,18,,0.0,624853,3,213,-1,17.78,1,5.78,9641072358,6,32,,16.86,3,0,4.34,0,0,16.97,9,3,18,,0.0,624853,4,2134,-1,34.54,1,1.54,5073861492,9,42,,40.26,3,0,4.54,-1,0,21.88,9,4,178,,0.0,Independent,,Center,1,1,178,,0.0,25-34,Female,,,1,1
179,hqt50unk,528836,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:51:48.896880,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,19,,0.0,528836,2,2,-1,43.56,1,51.27,1038679524,7,25,,50.6,2,1,317.37,-1,0,58.53,9,1,19,,0.0,528836,4,24,-2,29.28,1,29.44,7896043251,7,42,,53.34,0,1,191.91,-2,0,36.69,9,2,19,,0.0,528836,3,243,2,13.34,1,10.25,6839501742,0,36,,7.86,2,1,72.28,2,0,5.45,9,3,19,,0.0,528836,1,2431,2,44.98,1,3.25,7396201548,0,17,,40.5,0,1,90.68,-1,0,8.7,9,4,179,,0.0,Republican,Strong,,1,1,179,,0.0,25-34,Male,,"I found the study to be both engaging and informative, and i really enjoyed my participation. No technical issues encountered, thank you!",1,1
180,0atr9i3s,800478,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:51:52.902053,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,20,,0.0,800478,1,1,-2,8.86,1,4.01,9845037126,2,14,,12.01,3,0,14.5,0,0,4.17,9,1,20,,0.0,800478,2,12,-2,21.95,1,1.79,0542316879,3,22,,17.1,3,0,3.32,-1,0,5.64,9,2,20,,0.0,800478,4,124,-2,3.54,1,1.57,9178650423,7,44,,6.03,3,0,21.78,0,0,8.51,9,3,20,,0.0,800478,3,1243,-2,7.85,1,2.26,6157829403,7,34,,6.75,3,0,5.97,0,0,2.49,9,4,180,,0.0,Democrat,Strong,,1,1,180,,0.0,35-44,Male,,,1,1
181,8vi2lqiz,426984,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:52:00.475438,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,1,,0.0,426984,4,4,2,18.28,1,15.51,3528461790,8,49,,31.02,0,1,138.23,2,0,6.57,10,1,1,,0.0,426984,1,41,2,15.97,1,10.87,3978206154,0,13,,26.08,3,1,73.88,-2,0,5.74,10,2,1,,0.0,426984,2,412,2,10.57,1,12.02,1906435827,8,22,,24.87,3,1,97.96,0,0,6.13,10,3,1,,0.0,426984,3,4123,2,11.15,1,8.16,2861074593,0,32,,20.01,3,1,42.73,0,1,36.01,10,4,181,,0.0,Republican,Strong,,1,1,181,,0.0,65+,Female,,,1,1
182,wpicr6tq,359520,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:52:12.957989,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,2,,0.0,359520,3,3,0,118.67,1,9.51,1460758239,3,30,,17.9,3,1,18.59,1,1,27.78,10,1,2,,0.0,359520,2,32,-2,8.29,1,5.61,1503796428,0,21,,7.14,3,1,100.69,-2,1,4.73,10,2,2,,0.0,359520,1,321,0,11.12,1,8.58,9341752086,9,16,,7.44,3,1,11.2,0,1,139.85,10,3,2,,0.0,359520,4,3214,0,6.5,1,2.14,0347518269,6,48,,4.72,3,1,19.72,1,0,3.33,10,4,182,,0.0,Independent,,Democrat Party,1,1,182,,0.0,25-34,Female,,,1,1
183,62t2csc1,485720,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:52:14.194697,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,3,,0.0,485720,4,4,-2,375.54,1,116.47,0245179386,0,40,,54.47,1,1,456.96,1,0,25.8,10,1,3,,0.0,485720,1,41,-2,29.01,1,20.35,8601234957,1,16,,54.91,1,1,116.24,-1,0,18.68,10,2,3,,0.0,485720,3,413,-2,26.62,1,33.75,1256409378,4,34,,30.94,2,1,240.37,0,0,7.16,10,3,3,,0.0,485720,2,4132,-2,12.11,1,7.07,0173248569,5,24,,40.66,2,1,130.72,-2,0,9.5,10,4,183,,0.0,Republican,Strong,,1,1,183,,0.0,35-44,Female,,,1,1
184,4s1zpu0t,248731,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:52:17.112575,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,4,,0.0,248731,1,1,-1,40.34,1,31.16,9027438165,4,14,,64.76,3,1,78.61,-1,1,124.59,10,1,4,,0.0,248731,3,13,1,37.65,1,26.39,8735024691,3,35,,55.23,3,1,131.3,-1,1,22.14,10,2,4,,0.0,248731,2,132,1,19.29,1,7.41,2381650794,5,25,,35.58,3,1,95.15,0,0,7.47,10,3,4,,0.0,248731,4,1324,-2,15.63,1,9.54,7268104359,7,43,,71.11,0,1,101.69,0,1,11.18,10,4,184,,0.0,Independent,,Democrat Party,1,1,184,,0.0,45-54,Female,,,1,1
185,6tth9rge,765529,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:52:25.505931,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,5,,0.0,765529,1,1,1,4.78,1,10.24,4839107652,3,19,,38.55,3,0,33.35,1,1,72.2,10,1,5,,0.0,765529,2,12,0,8.14,1,5.39,7286504193,0,27,,15.51,3,1,8.99,0,1,59.79,10,2,5,,0.0,765529,4,124,0,5.45,1,2.75,5372961804,0,45,,5.31,3,1,38.35,-1,1,23.1,10,3,5,,0.0,765529,3,1243,2,6.22,1,2.42,6307185924,0,36,,7.15,3,1,81.53,1,0,3.69,10,4,185,,0.0,Republican,Strong,,1,1,185,,0.0,45-54,Male,,,1,1
186,rbjv3yby,301314,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:52:27.220094,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,6,,0.0,301314,4,4,-1,22.49,1,15.16,8543976210,7,42,,26.94,3,1,268.66,-1,0,6.42,10,1,6,,0.0,301314,2,42,-1,12.85,1,7.06,5079284163,6,24,,7.83,3,1,156.61,0,0,5.36,10,2,6,,0.0,301314,1,421,0,11.77,1,5.14,3026871549,7,15,,19.67,1,1,145.59,0,0,4.67,10,3,6,,0.0,301314,3,4213,0,7.41,1,2.69,9538614720,8,32,,9.95,3,1,140.09,0,0,3.78,10,4,186,,0.0,Republican,Moderate,,1,1,186,,0.0,25-34,Female,n/a,,1,1
187,vx70xrh6,558226,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:52:40.285723,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,7,,0.0,558226,4,4,1,39.69,1,37.9,0625847931,4,48,,73.27,0,1,241.89,1,0,23.03,10,1,7,,0.0,558226,2,42,0,29.85,1,42.04,4623895170,8,27,,114.07,3,1,129.4,1,0,14.52,10,2,7,,0.0,558226,1,421,2,19.19,1,4.87,3658012497,9,17,,40.06,2,1,190.74,2,0,8.49,10,3,7,,0.0,558226,3,4213,2,8.1,1,5.04,6792083541,5,38,,49.02,2,1,52.01,1,0,12.13,10,4,187,,0.0,Republican,Moderate,,1,1,187,,0.0,55-64,Female,,Thanks!!!,1,1
188,rmf7bis4,487288,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:52:57.769835,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,8,,0.0,487288,4,4,-2,65.47,1,16.58,7132508964,5,40,,36.34,1,1,205.38,-1,0,21.76,10,1,8,,0.0,487288,2,42,-2,9.4,1,8.99,9418752630,6,22,,17.47,0,1,559.72,-1,0,6.11,10,2,8,,0.0,487288,1,421,-1,16.92,1,5.69,3967825410,1,19,,5.77,3,1,36.72,1,0,5.94,10,3,8,,0.0,487288,3,4213,-1,11.28,1,8.71,8460925173,3,30,,11.3,2,1,23.76,-2,0,3.84,10,4,188,,0.0,Democrat,Strong,,1,1,188,,0.0,35-44,Male,,,1,1
189,rqnjrt38,768026,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:53:16.044177,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,9,,0.0,768026,2,2,2,29.82,1,15.33,3012768945,7,29,,49.41,0,1,51.03,1,1,29.17,10,1,9,,0.0,768026,4,24,2,14.41,1,3.27,5702814693,4,48,,39.52,0,1,27.93,2,1,20.44,10,2,9,,0.0,768026,1,241,1,18.76,1,10.52,0768539421,2,16,,39.96,3,1,26.31,1,1,21.06,10,3,9,,0.0,768026,3,2413,1,16.2,1,8.69,1734965802,7,38,,10.78,0,1,21.91,2,0,17.45,10,4,189,,0.0,Republican,Moderate,,1,1,189,,0.0,55-64,Female,,,1,1
190,nyk4owdn,695613,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:53:42.735837,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,10,,0.0,695613,3,3,1,4.79,1,3.22,5187942036,5,34,,84.25,3,0,28.89,1,0,11.46,10,1,10,,0.0,695613,1,31,1,16.91,1,4.45,2568491730,4,14,,16.52,3,0,24.88,-1,0,2.63,10,2,10,,0.0,695613,4,314,1,6.5,1,6.13,4732150869,0,44,,10.4,3,0,50.64,-1,0,6.99,10,3,10,,0.0,695613,2,3142,1,9.09,1,2.66,5270914836,4,29,,16.44,3,0,23.32,1,0,2.45,10,4,190,,0.0,Republican,Moderate,,1,1,190,,0.0,55-64,Female,,,1,1
191,qd8oz3ef,953583,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:53:44.814575,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,11,,0.0,953583,3,3,-2,15.11,1,26.99,7409156238,5,35,,25.09,3,0,32.02,-2,0,45.58,10,1,11,,0.0,953583,1,31,-2,5.83,1,15.28,5032478691,0,15,,13.06,3,0,19.63,-2,0,2.77,10,2,11,,0.0,953583,2,312,-2,6.54,1,7.18,1029635478,2,22,,13.7,3,0,31.15,0,0,6.24,10,3,11,,0.0,953583,4,3124,-2,6.89,1,5.06,6531849207,1,45,,28.02,3,0,23.22,1,0,10.45,10,4,191,,0.0,Democrat,Strong,,1,1,191,,0.0,55-64,Male,,,1,1
192,qsqjg6rd,588185,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:53:52.500068,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,12,,0.0,588185,3,3,2,16.76,1,32.14,2139678045,3,39,,16.13,3,1,15.77,1,1,16.98,10,1,12,,0.0,588185,1,31,2,7.16,1,4.82,5746081932,1,17,,2.94,3,1,24.93,-1,1,18.4,10,2,12,,0.0,588185,2,312,2,8.56,1,8.8,5618270493,0,25,,5.89,3,1,10.1,-1,1,15.59,10,3,12,,0.0,588185,4,3124,-1,9.02,1,3.09,6307158294,4,41,,5.09,3,1,6.49,-2,1,25.13,10,4,192,,0.0,Republican,Strong,,1,1,192,,0.0,35-44,Male,,"Great Study, hope to do more in the future.",1,1
193,9jhdq5oy,876719,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:53:58.229391,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,13,,0.0,876719,4,4,-2,27.94,1,23.35,1854927306,8,40,,47.3,0,1,111.69,-1,0,19.79,10,1,13,,0.0,876719,1,41,-2,22.66,1,18.55,3504867129,7,11,,31.63,0,1,51.36,-1,0,9.8,10,2,13,,0.0,876719,2,412,-1,14.5,1,10.12,7065928314,8,21,,30.61,2,1,49.63,-2,0,6.32,10,3,13,,0.0,876719,3,4123,-1,11.14,1,7.14,2730651948,6,31,,20.1,3,1,48.39,-1,1,23.52,10,4,193,,0.0,Independent,,Democrat Party,1,1,193,,0.0,35-44,Female,,,1,1
194,h1lugi1x,800746,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:54:00.303171,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,14,,0.0,800746,3,3,1,18.34,1,14.6,3289450617,6,30,,13.02,3,1,62.6,0,0,6.07,10,1,14,,0.0,800746,1,31,2,20.25,1,5.2,2489731650,4,17,,14.05,3,1,25.03,2,0,5.07,10,2,14,,0.0,800746,4,314,2,7.04,1,1.6,8354267910,1,43,,19.26,0,1,124.61,2,0,3.72,10,3,14,,0.0,800746,2,3142,2,4.08,1,2.06,8041762359,6,22,,15.44,3,1,21.67,2,0,6.06,10,4,194,,0.0,Republican,Moderate,,1,1,194,,0.0,45-54,Male,,,1,1
195,6v87y3cm,815795,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:54:15.977195,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,15,,0.0,815795,3,3,-1,70.31,1,11.73,1835270649,5,37,,75.36,3,0,18.92,2,0,8.71,10,1,15,,0.0,815795,1,31,-2,11.42,1,12.47,7186923045,3,16,,30.58,3,0,26.24,2,0,154.44,10,2,15,,0.0,815795,4,314,-1,15.31,1,7.7,6945217803,6,47,,7.41,3,0,16.35,0,0,50.73,10,3,15,,0.0,815795,2,3142,1,15.92,1,6.13,8504379261,2,20,,16.26,3,0,39.3,1,0,8.21,10,4,195,,0.0,Republican,Moderate,,1,1,195,,0.0,55-64,Female,,,1,1
196,mzouf7vo,806999,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:54:21.476209,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,16,,0.0,806999,3,3,-2,135.76,1,9.4,5982174036,0,35,,16.84,0,1,45.23,0,0,8.56,10,1,16,,0.0,806999,2,32,-2,3.27,1,5.16,6853047219,5,24,,41.94,2,1,38.57,0,0,2.77,10,2,16,,0.0,806999,1,321,-2,3.82,1,8.24,7351962084,9,14,,14.34,0,1,52.98,0,0,2.54,10,3,16,,0.0,806999,4,3214,-2,4.28,1,1.51,9317568402,4,45,,13.81,0,1,28.52,0,0,2.72,10,4,196,,0.0,Democrat,Strong,,1,1,196,,0.0,25-34,Other,Non-Binary,,1,1
197,vkyuhh7m,874990,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:56:05.486179,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,17,,0.0,874990,3,3,2,99.34,1,33.3,9068735421,7,34,,42.34,0,0,105.52,1,0,26.76,10,1,17,,0.0,874990,1,31,2,17.69,1,20.28,3591804627,4,18,,28.39,3,0,24.02,-2,0,7.65,10,2,17,,0.0,874990,2,312,0,21.03,1,11.52,6381954207,5,25,,23.9,0,0,57.82,0,0,6.59,10,3,17,,0.0,874990,4,3124,-1,12.15,1,4.09,0967583241,7,42,,21.16,2,0,42.29,1,0,12.38,10,4,197,,0.0,Republican,Moderate,,1,1,197,,0.0,18-24,Male,,The study was enlightening and made me question my political stances.,1,1
198,gspd1n1s,554484,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:56:14.123932,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,18,,0.0,554484,1,1,-1,7.79,1,9.48,2347189056,2,14,,36.86,0,1,121.42,-1,1,23.53,10,1,18,,0.0,554484,4,14,-1,15.13,1,6.18,1865924037,0,41,,44.6,3,1,216.82,-1,0,5.37,10,2,18,,0.0,554484,3,143,0,7.44,1,2.86,0593168427,7,34,,19.06,3,1,173.4,0,0,5.55,10,3,18,,0.0,554484,2,1432,0,8.02,1,2.91,6032987541,0,26,,22.07,0,1,70.09,0,0,4.98,10,4,198,,0.0,Democrat,Moderate,,1,1,198,,0.0,18-24,Female,,Thank you for the interesting study! Really liked the format of it...,1,1
199,5knediy9,885492,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:56:36.688973,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,19,,0.0,885492,3,3,-2,17.7,1,79.35,3704869152,8,35,,21.71,2,0,65.43,-2,0,13.18,10,1,19,,0.0,885492,1,31,-2,11.12,1,8.79,5034162987,4,11,,39.09,2,0,36.1,-1,0,6.67,10,2,19,,0.0,885492,4,314,-2,8.74,1,5.93,1398546702,9,42,,25.88,0,0,34.31,-1,0,5.25,10,3,19,,0.0,885492,2,3142,-2,6.5,1,7.84,5704238916,8,21,,30.25,1,0,31.16,-2,0,4.3,10,4,199,,0.0,Democrat,Strong,,1,1,199,,0.0,65+,Female,,,1,1
200,bvgma91l,744771,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:56:52.592143,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,20,,0.0,744771,2,2,2,9.89,1,24.3,3184796250,6,26,,19.62,0,0,13.27,2,0,17.34,10,1,20,,0.0,744771,1,21,2,17.28,1,8.85,4036859712,3,16,,4.6,3,0,14.99,0,0,12.59,10,2,20,,0.0,744771,3,213,2,15.59,1,13.45,8261507493,8,39,,2.92,0,0,18.84,1,0,10.0,10,3,20,,0.0,744771,4,2134,2,11.78,1,13.3,6871594302,1,48,,5.55,3,0,18.05,1,0,9.44,10,4,200,,0.0,Republican,Moderate,,1,1,200,,0.0,35-44,Female,,,1,1
201,a8i6jsc4,284149,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:57:22.407568,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,1,,0.0,284149,2,2,2,111.62,1,11.27,1840953726,1,28,,24.45,2,1,48.98,0,0,9.61,11,1,1,,0.0,284149,4,24,2,6.69,1,5.83,8735609124,4,46,,39.82,2,1,16.83,2,1,134.74,11,2,1,,0.0,284149,3,243,2,19.62,1,4.65,5382016947,2,38,,9.45,2,1,314.49,1,0,63.18,11,3,1,,0.0,284149,1,2431,2,25.28,1,2.98,4021538697,8,19,,39.58,3,1,78.19,0,0,115.41,11,4,201,,0.0,Republican,Strong,,1,1,201,,0.0,55-64,Female,,,1,1
202,frr0hw6r,973292,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:57:16.636412,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,2,,0.0,973292,2,2,-2,8.43,1,20.49,9102846573,3,22,,12.25,3,0,28.54,0,0,9.03,11,1,2,,0.0,973292,3,23,-1,4.69,1,7.36,3416250789,5,35,,56.33,3,1,85.58,-1,0,2.35,11,2,2,,0.0,973292,4,234,-2,16.81,1,13.27,7360412859,6,42,,30.41,3,1,130.2,-1,0,4.15,11,3,2,,0.0,973292,1,2341,-2,6.12,1,2.63,2037419865,0,12,,23.67,3,1,111.36,-1,0,35.62,11,4,202,,0.0,Democrat,Moderate,,1,1,202,,0.0,25-34,Female,,,1,1
203,25wa94fw,748492,0,19,26,my_survey_static,Highlight,2025-07-21 15:57:39.521675,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,3,,0.0,748492,3,3,1,220.23,1,6.22,0723954186,0,30,,134.71,3,0,6.62,2,0,107.99,11,1,3,,0.0,748492,1,31,0,6.05,1,284.74,0518794632,7,16,,124.91,3,1,14.67,2,1,25.66,11,2,3,,0.0,748492,2,312,2,4.84,1,2.31,7612905438,1,26,,3.16,2,0,2.5,-1,0,25.27,11,3,3,,0.0,748492,4,3124,1,5.39,1,4.21,0274831659,3,44,,3.44,,,,,,,11,4,203,,0.0,,,,1,1,203,,0.0,,,,,1,1
204,mofl5jef,115054,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:58:10.969524,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,4,,0.0,115054,1,1,2,68.76,1,96.84,3274069815,2,17,,31.32,3,0,26.36,2,0,5.91,11,1,4,,0.0,115054,3,13,2,3.51,1,4.2,5674380129,1,36,,2.66,2,1,6.12,0,0,4.64,11,2,4,,0.0,115054,2,132,0,2.82,1,3.16,2915708463,0,22,,8.48,1,0,7.24,0,0,4.33,11,3,4,,0.0,115054,4,1324,0,3.56,1,3.9,5630942187,2,43,,2.37,1,1,7.23,0,0,6.03,11,4,204,,0.0,Republican,Strong,,1,1,204,,0.0,35-44,Male,,This was a nice survey.,1,1
205,7uexgjqe,486971,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:58:16.908348,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,5,,0.0,486971,2,2,-2,17.02,1,16.01,9628710345,5,21,,36.76,0,0,35.35,-2,0,8.8,11,1,5,,0.0,486971,1,21,-2,10.43,1,8.96,6215948370,7,13,,15.36,0,1,29.38,-1,0,5.98,11,2,5,,0.0,486971,4,214,-2,6.73,1,5.42,1082675394,1,40,,14.33,0,1,51.59,-2,0,6.07,11,3,5,,0.0,486971,3,2143,-2,7.43,1,20.17,6032415897,3,32,,19.89,3,1,27.77,-1,0,6.0,11,4,205,,0.0,Democrat,Strong,,1,1,205,,0.0,45-54,Female,,,1,1
206,x3p5nycf,501617,0,26,26,demographics_and_payment,PaymentInfo,2025-07-21 15:58:24.337312,1,,,0.0,s2n1d1o7,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=C1NE65SS,1.0,My_survey_static,6,,0.0,501617,2,2,-2,31.04,1,25.92,6871593204,7,22,,25.25,3,0,40.43,-2,1,14.6,11,1,6,,0.0,501617,3,23,-2,7.11,1,58.85,9853106472,4,31,,8.74,3,1,7.93,-2,0,3.74,11,2,6,,0.0,501617,1,231,-2,9.99,1,1.95,9253874601,1,12,,1.7,3,0,4.98,-2,0,3.73,11,3,6,,0.0,501617,4,2314,-2,4.41,1,2.35,5740816932,1,47,,13.49,3,0,2.74,-2,0,3.0,11,4,206,,0.0,Democrat,Strong,,1,1,206,,0.0,35-44,Male,,,1,1
