participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.real_world_currency_per_point,session.config.name,session.config.completionlink,session.config.participation_fee,session._events_loaded,session.start_time,my_survey_static.1.player.id_in_group,my_survey_static.1.player.role,my_survey_static.1.player.payoff,my_survey_static.1.player.participant_label,my_survey_static.1.player.initialized_round,my_survey_static.1.player.time_start_round,my_survey_static.1.player.assigned_seed,my_survey_static.1.player.seed,my_survey_static.1.player.round_time_left,my_survey_static.1.player.round_timed_out,my_survey_static.1.player.waited_n_refresh,my_survey_static.1.player.topic_number,my_survey_static.1.player.interacted_topics,my_survey_static.1.player.positioning_user,my_survey_static.1.player.time_positioning,my_survey_static.1.player.partition_user,my_survey_static.1.player.I_understand,my_survey_static.1.player.time_taskexplaination,my_survey_static.1.player.tmp_ranking,my_survey_static.1.player.click_rank,my_survey_static.1.player.click_id,my_survey_static.1.player.positioning_true,my_survey_static.1.player.time_rankig,my_survey_static.1.player.highlight,my_survey_static.1.player.read_more_highlight,my_survey_static.1.player.time_highlight,my_survey_static.1.player.positioning_text,my_survey_static.1.player.read_more_positioning,my_survey_static.1.player.time_positioning_text,my_survey_static.1.group.id_in_subsession,my_survey_static.1.subsession.round_number,my_survey_static.2.player.id_in_group,my_survey_static.2.player.role,my_survey_static.2.player.payoff,my_survey_static.2.player.participant_label,my_survey_static.2.player.initialized_round,my_survey_static.2.player.time_start_round,my_survey_static.2.player.assigned_seed,my_survey_static.2.player.seed,my_survey_static.2.player.round_time_left,my_survey_static.2.player.round_timed_out,my_survey_static.2.player.waited_n_refresh,my_survey_static.2.player.topic_number,my_survey_static.2.player.interacted_topics,my_survey_static.2.player.positioning_user,my_survey_static.2.player.time_positioning,my_survey_static.2.player.partition_user,my_survey_static.2.player.I_understand,my_survey_static.2.player.time_taskexplaination,my_survey_static.2.player.tmp_ranking,my_survey_static.2.player.click_rank,my_survey_static.2.player.click_id,my_survey_static.2.player.positioning_true,my_survey_static.2.player.time_rankig,my_survey_static.2.player.highlight,my_survey_static.2.player.read_more_highlight,my_survey_static.2.player.time_highlight,my_survey_static.2.player.positioning_text,my_survey_static.2.player.read_more_positioning,my_survey_static.2.player.time_positioning_text,my_survey_static.2.group.id_in_subsession,my_survey_static.2.subsession.round_number,my_survey_static.3.player.id_in_group,my_survey_static.3.player.role,my_survey_static.3.player.payoff,my_survey_static.3.player.participant_label,my_survey_static.3.player.initialized_round,my_survey_static.3.player.time_start_round,my_survey_static.3.player.assigned_seed,my_survey_static.3.player.seed,my_survey_static.3.player.round_time_left,my_survey_static.3.player.round_timed_out,my_survey_static.3.player.waited_n_refresh,my_survey_static.3.player.topic_number,my_survey_static.3.player.interacted_topics,my_survey_static.3.player.positioning_user,my_survey_static.3.player.time_positioning,my_survey_static.3.player.partition_user,my_survey_static.3.player.I_understand,my_survey_static.3.player.time_taskexplaination,my_survey_static.3.player.tmp_ranking,my_survey_static.3.player.click_rank,my_survey_static.3.player.click_id,my_survey_static.3.player.positioning_true,my_survey_static.3.player.time_rankig,my_survey_static.3.player.highlight,my_survey_static.3.player.read_more_highlight,my_survey_static.3.player.time_highlight,my_survey_static.3.player.positioning_text,my_survey_static.3.player.read_more_positioning,my_survey_static.3.player.time_positioning_text,my_survey_static.3.group.id_in_subsession,my_survey_static.3.subsession.round_number,my_survey_static.4.player.id_in_group,my_survey_static.4.player.role,my_survey_static.4.player.payoff,my_survey_static.4.player.participant_label,my_survey_static.4.player.initialized_round,my_survey_static.4.player.time_start_round,my_survey_static.4.player.assigned_seed,my_survey_static.4.player.seed,my_survey_static.4.player.round_time_left,my_survey_static.4.player.round_timed_out,my_survey_static.4.player.waited_n_refresh,my_survey_static.4.player.topic_number,my_survey_static.4.player.interacted_topics,my_survey_static.4.player.positioning_user,my_survey_static.4.player.time_positioning,my_survey_static.4.player.partition_user,my_survey_static.4.player.I_understand,my_survey_static.4.player.time_taskexplaination,my_survey_static.4.player.tmp_ranking,my_survey_static.4.player.click_rank,my_survey_static.4.player.click_id,my_survey_static.4.player.positioning_true,my_survey_static.4.player.time_rankig,my_survey_static.4.player.highlight,my_survey_static.4.player.read_more_highlight,my_survey_static.4.player.time_highlight,my_survey_static.4.player.positioning_text,my_survey_static.4.player.read_more_positioning,my_survey_static.4.player.time_positioning_text,my_survey_static.4.group.id_in_subsession,my_survey_static.4.subsession.round_number,ideology.1.player.id_in_group,ideology.1.player.role,ideology.1.player.payoff,ideology.1.player.leaning,ideology.1.player.leaning_strength,ideology.1.player.center_strength,ideology.1.group.id_in_subsession,ideology.1.subsession.round_number,demographics_and_payment.1.player.id_in_group,demographics_and_payment.1.player.role,demographics_and_payment.1.player.payoff,demographics_and_payment.1.player.age,demographics_and_payment.1.player.gender,demographics_and_payment.1.player.gender_open,demographics_and_payment.1.player.comment,demographics_and_payment.1.group.id_in_subsession,demographics_and_payment.1.subsession.round_number
54,a7lvt29p,740082.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-13 18:44:25.352950,1,,,0.0,fiemgs3f,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=CNFR9KML,0.0,1,1755108128.0020251,54,,0.0,740082,1,1755110665.41,1,132.0,760.0,0,0.0,2.0,2.0,1.0,4.96,1.0,1.0,77.92,5471208396.0,2.0,27.0,1.0,21.44,0.0,1.0,38.37,1.0,1.0,13.44,1,1,54,,0.0,740082,1,1755110821.86,1,233.0,864.0,0,0.0,3.0,23.0,2.0,11.67,1.0,1.0,12.33,9763850412.0,6.0,30.0,-2.0,8.16,3.0,1.0,5.02,-2.0,1.0,4.92,1,2,54,,0.0,740082,1,1755110864.31,1,231.0,873.0,0,0.0,1.0,231.0,2.0,6.35,1.0,1.0,2.77,7852496103.0,7.0,11.0,-2.0,14.33,3.0,1.0,5.37,-2.0,1.0,4.96,1,3,54,,0.0,740082,1,1755110898.42,1,124.0,877.0,0,0.0,4.0,2314.0,2.0,6.07,1.0,1.0,2.45,2136579480.0,1.0,41.0,-2.0,10.34,3.0,1.0,5.43,-1.0,1.0,5.48,1,4,54,,0.0,Republican,Moderate,,1,1,54,,0.0,55-64,Male,,Great study! I hope my answers help with your research. Thank you!,1,1
55,6rpxzuzr,749749.0,0,25,30,ideology,Leaning,2025-08-13 18:47:18.458251,1,,,0.0,fiemgs3f,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=CNFR9KML,0.0,1,1755108128.0020251,55,,0.0,749749,1,1755110838.56,1,133.0,,1,0.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,1,1,55,,0.0,749749,1,1755111746.69,1,234.0,,1,0.0,4.0,34.0,0.0,,,,,,,,,,,,,,,,1,2,55,,0.0,749749,1,1755112655.54,1,121.0,,1,0.0,1.0,341.0,0.0,,,,,,,,,,,,,,,,1,3,55,,0.0,749749,1,1755113563.49,1,112.0,,1,0.0,2.0,3412.0,0.0,,,,,,,,,,,,,,,,1,4,55,,0.0,,,,1,1,55,,0.0,,,,,1,1
56,zh7zjjh9,286224.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-13 18:49:11.891492,1,,,0.0,fiemgs3f,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=CNFR9KML,0.0,1,1755108128.0020251,56,,0.0,286224,1,1755110951.93,1,134.0,883.0,0,0.0,4.0,4.0,0.0,4.66,0.0,1.0,2.42,1452078963.0,3.0,42.0,-1.0,4.63,3.0,0.0,7.08,-1.0,0.0,11.66,1,1,56,,0.0,286224,1,1755110982.62,1,232.0,893.0,0,0.0,2.0,42.0,1.0,1.59,1.0,1.0,2.38,7548091623.0,1.0,25.0,0.0,1.1,3.0,0.0,3.74,2.0,0.0,5.47,1,2,56,,0.0,286224,1,1755110997.15,1,233.0,891.0,0,0.0,3.0,423.0,0.0,2.47,0.0,1.0,3.17,4690518237.0,1.0,36.0,1.0,0.87,3.0,0.0,4.63,-1.0,0.0,4.75,1,3,56,,0.0,286224,1,1755111013.29,1,121.0,894.0,0,0.0,1.0,4231.0,-1.0,1.65,-1.0,1.0,1.82,5467302981.0,1.0,14.0,0.0,1.31,3.0,0.0,3.7,-1.0,0.0,3.93,1,4,56,,0.0,,,Center,1,1,56,,0.0,18-24,Male,,,1,1
57,8l9umooc,668745.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-13 18:49:58.958972,1,,,0.0,fiemgs3f,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=CNFR9KML,0.0,1,1755108128.0020251,57,,0.0,668745,1,1755110999.05,1,232.0,709.0,0,0.0,2.0,2.0,-1.0,18.71,-1.0,1.0,15.87,2104536978.0,7.0,29.0,2.0,80.75,3.0,1.0,78.22,1.0,1.0,22.03,1,1,57,,0.0,668745,1,1755111215.4,1,124.0,616.0,0,0.0,4.0,24.0,-2.0,6.31,-1.0,1.0,4.44,2136579480.0,7.0,44.0,0.0,66.47,1.0,1.0,208.76,-1.0,0.0,16.53,1,2,57,,0.0,668745,1,1755111518.45,1,221.0,514.0,0,0.0,1.0,241.0,-2.0,4.84,-1.0,1.0,1.65,6452713980.0,9.0,10.0,-2.0,69.81,0.0,1.0,312.63,-1.0,0.0,6.64,1,3,57,,0.0,668745,1,1755111914.52,1,223.0,353.0,0,0.0,3.0,2413.0,-1.0,5.89,-1.0,1.0,1.61,425936187.0,4.0,39.0,2.0,37.71,3.0,1.0,504.87,1.0,0.0,3.6,1,4,57,,0.0,Democrat,Strong,,1,1,57,,0.0,25-34,Female,,,1,1
58,lb6x4mem,710796.0,0,2,30,my_survey_static,Positioning,2025-08-13 18:50:00.948526,1,,,0.0,fiemgs3f,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=CNFR9KML,0.0,1,1755108128.0020251,58,,0.0,710796,1,1755111001.47,1,122.0,,0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,1,1,58,,0.0, ,0,,0,,,0,,,,,,,,,,,,,,,,,,,,1,2,58,,0.0, ,0,,0,,,0,,,,,,,,,,,,,,,,,,,,1,3,58,,0.0, ,0,,0,,,0,,,,,,,,,,,,,,,,,,,,1,4,58,,0.0,,,,1,1,58,,0.0,,,,,1,1
59,sf6f08cg,974811.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-13 18:50:50.306958,1,,,0.0,fiemgs3f,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=CNFR9KML,0.0,1,1755108128.0020251,59,,0.0,974811,1,1755111050.58,1,224.0,586.0,0,0.0,4.0,4.0,-2.0,29.99,-1.0,1.0,7.12,2013465798.0,2.0,41.0,-2.0,52.43,0.0,1.0,226.18,-2.0,1.0,67.49,1,1,59,,0.0,974811,1,1755111435.96,1,131.0,824.0,0,0.0,1.0,41.0,-2.0,18.32,-1.0,1.0,6.42,1453078296.0,1.0,14.0,0.0,5.21,0.0,1.0,47.02,-2.0,1.0,30.71,1,2,59,,0.0,974811,1,1755111545.53,1,232.0,817.0,0,0.0,2.0,412.0,-2.0,19.33,-1.0,1.0,6.53,2104536978.0,8.0,27.0,1.0,11.67,3.0,1.0,47.19,0.0,1.0,6.63,1,3,59,,0.0,974811,1,1755111638.01,1,223.0,816.0,0,0.0,3.0,4123.0,0.0,16.58,0.0,1.0,5.81,4508136279.0,5.0,33.0,-1.0,31.92,3.0,1.0,32.94,2.0,1.0,10.76,1,4,59,,0.0,Republican,Strong,,1,1,59,,0.0,35-44,Male,,Politics is a very complex topic,1,1
60,v73ajiix,205655.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-13 18:51:49.770708,1,,,0.0,fiemgs3f,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=CNFR9KML,0.0,1,1755108128.0020251,60,,0.0,205655,1,1755111110.19,1,211.0,560.0,0,0.0,1.0,1.0,-2.0,58.58,-1.0,1.0,58.78,6130452789.0,0.0,16.0,1.0,107.94,1.0,1.0,117.03,-1.0,1.0,38.07,1,1,60,,0.0,205655,1,1755111493.08,1,112.0,600.0,0,0.0,2.0,12.0,-1.0,36.05,-1.0,1.0,33.08,4256378091.0,0.0,24.0,0.0,76.7,3.0,1.0,155.93,-1.0,0.0,24.24,1,2,60,,0.0,205655,1,1755111821.91,1,214.0,538.0,0,0.0,4.0,124.0,-2.0,41.05,-1.0,1.0,22.11,5102938467.0,1.0,41.0,-2.0,92.15,1.0,1.0,207.99,-2.0,0.0,5.04,1,3,60,,0.0,205655,1,1755112192.81,1,133.0,803.0,0,0.0,3.0,1243.0,-1.0,20.35,-1.0,1.0,9.61,4305976281.0,0.0,34.0,0.0,21.18,0.0,1.0,47.62,1.0,0.0,37.1,1,4,60,,0.0,Democrat,Strong,,1,1,60,,0.0,65+,Female,,,1,1
61,zikho8g2,256747.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-13 18:51:53.962825,1,,,0.0,fiemgs3f,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=CNFR9KML,0.0,1,1755108128.0020251,61,,0.0,256747,1,1755111114.05,1,213.0,679.0,0,0.0,3.0,3.0,0.0,65.04,0.0,1.0,21.69,2047836915.0,2.0,34.0,0.0,68.44,3.0,1.0,67.55,0.0,0.0,24.03,1,1,61,,0.0,256747,1,1755111361.29,1,112.0,774.0,0,0.0,2.0,32.0,0.0,34.01,0.0,1.0,6.29,4256378091.0,5.0,27.0,1.0,56.76,3.0,0.0,30.51,2.0,0.0,26.35,1,2,61,,0.0,256747,1,1755111515.78,1,211.0,749.0,0,0.0,1.0,321.0,1.0,38.14,1.0,1.0,17.45,9137864520.0,2.0,13.0,-1.0,66.15,1.0,1.0,30.95,-2.0,0.0,20.72,1,3,61,,0.0,256747,1,1755111689.78,1,134.0,785.0,0,0.0,4.0,3214.0,-2.0,24.11,-1.0,1.0,4.93,1452078963.0,1.0,44.0,0.0,47.66,3.0,1.0,40.19,0.0,0.0,21.73,1,4,61,,0.0,Democrat,Moderate,,1,1,61,,0.0,35-44,Female,,,1,1
62,qua68gke,341581.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-13 18:51:56.495549,1,,,0.0,fiemgs3f,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=CNFR9KML,0.0,1,1755108128.0020251,62,,0.0,341581,1,1755111116.59,1,222.0,685.0,0,0.0,2.0,2.0,-1.0,18.55,-1.0,1.0,20.14,2134085679.0,0.0,22.0,-1.0,27.64,0.0,1.0,150.91,0.0,0.0,6.65,1,1,62,,0.0,341581,1,1755111341.05,1,213.0,783.0,0,0.0,3.0,23.0,2.0,15.65,1.0,1.0,4.39,6498570231.0,6.0,30.0,-2.0,23.89,1.0,1.0,75.63,1.0,0.0,13.6,1,2,62,,0.0,341581,1,1755111474.79,1,111.0,795.0,0,0.0,1.0,231.0,1.0,7.45,1.0,1.0,7.84,4351687029.0,9.0,19.0,2.0,29.8,0.0,1.0,62.86,1.0,0.0,7.12,1,3,62,,0.0,341581,1,1755111590.48,1,234.0,802.0,0,0.0,4.0,2314.0,0.0,13.72,0.0,1.0,3.26,1542806379.0,5.0,40.0,-2.0,15.72,3.0,1.0,67.09,-1.0,0.0,6.12,1,4,62,,0.0,Independent,,Center,1,1,62,,0.0,45-54,Male,,,1,1
63,k5tfoxa8,387944.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-13 18:52:09.951034,1,,,0.0,fiemgs3f,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=CNFR9KML,0.0,1,1755108128.0020251,63,,0.0,387944,1,1755111130.07,1,134.0,835.0,0,0.0,4.0,4.0,-2.0,16.33,-1.0,1.0,6.19,1452078963.0,0.0,41.0,-2.0,32.23,2.0,0.0,11.88,-1.0,1.0,17.65,1,1,63,,0.0,387944,1,1755111214.96,1,232.0,870.0,0,0.0,2.0,42.0,-2.0,6.9,-1.0,1.0,2.46,2104536978.0,0.0,22.0,-1.0,10.41,3.0,1.0,12.36,-1.0,1.0,9.34,1,2,63,,0.0,387944,1,1755111257.05,1,221.0,785.0,0,0.0,1.0,421.0,-2.0,4.6,-1.0,1.0,1.71,6452713980.0,6.0,13.0,-1.0,95.66,3.0,1.0,15.99,0.0,1.0,6.39,1,3,63,,0.0,387944,1,1755111382.05,1,233.0,879.0,0,0.0,3.0,4213.0,-2.0,6.42,-1.0,1.0,1.5,5801349627.0,2.0,30.0,-2.0,7.35,0.0,1.0,7.7,-1.0,1.0,12.57,1,4,63,,0.0,Democrat,Strong,,1,1,63,,0.0,35-44,Male,,,1,1
64,9qf17rjf,918080.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-13 18:52:54.660350,1,,,0.0,fiemgs3f,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=CNFR9KML,0.0,1,1755108128.0020251,64,,0.0,918080,1,1755111174.76,1,231.0,773.0,0,0.0,1.0,1.0,-1.0,8.0,-1.0,1.0,8.71,4532107869.0,5.0,10.0,-2.0,32.26,2.0,1.0,79.33,-2.0,0.0,4.57,1,1,64,,0.0,918080,1,1755111308.14,1,132.0,745.0,0,0.0,2.0,12.0,-1.0,16.65,-1.0,1.0,6.18,5471208396.0,3.0,21.0,-2.0,31.57,2.0,1.0,102.92,-2.0,0.0,4.57,1,2,64,,0.0,918080,1,1755111470.49,1,223.0,771.0,0,0.0,3.0,123.0,0.0,14.42,0.0,1.0,11.47,4581360279.0,6.0,30.0,-2.0,53.2,0.0,1.0,51.71,-1.0,1.0,14.43,1,3,64,,0.0,918080,1,1755111616.2,1,214.0,779.0,0,0.0,4.0,1234.0,-2.0,7.49,-1.0,1.0,2.82,5102938467.0,1.0,41.0,-2.0,44.78,2.0,1.0,68.2,-2.0,0.0,3.6,1,4,64,,0.0,Democrat,Moderate,,1,1,64,,0.0,18-24,Female,,,1,1
65,fukooen2,674047.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-13 18:54:13.250396,1,,,0.0,fiemgs3f,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=CNFR9KML,0.0,1,1755108128.0020251,65,,0.0,674047,1,1755111253.31,1,212.0,152.0,0,0.0,2.0,2.0,-2.0,63.63,-1.0,1.0,179.56,2350461897.0,4.0,24.0,0.0,303.71,0.0,0.0,203.68,-2.0,0.0,18.98,1,1,65,,0.0,674047,1,1755112023.37,1,211.0,684.0,0,0.0,1.0,21.0,-2.0,35.18,-1.0,1.0,25.4,6310452789.0,6.0,12.0,-1.0,45.15,2.0,1.0,111.5,-2.0,0.0,8.51,1,2,65,,0.0,674047,1,1755112249.49,1,214.0,677.0,0,0.0,4.0,214.0,-2.0,12.58,-1.0,1.0,16.52,1502938467.0,1.0,45.0,0.0,123.32,1.0,1.0,72.09,-2.0,0.0,7.58,1,3,65,,0.0,674047,1,1755112481.98,1,123.0,750.0,0,0.0,3.0,2143.0,-2.0,57.62,-1.0,1.0,12.95,4306192758.0,8.0,35.0,0.0,43.43,2.0,1.0,38.19,-2.0,0.0,7.44,1,4,65,,0.0,Democrat,Strong,,1,1,65,,0.0,55-64,Female,,,1,1
66,6fnwzq66,456341.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-13 18:55:26.165671,1,,,0.0,fiemgs3f,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=CNFR9KML,0.0,1,1755108128.0020251,66,,0.0,456341,1,1755111326.44,1,231.0,669.0,0,0.0,1.0,1.0,2.0,23.86,1.0,1.0,46.81,7852496103.0,1.0,18.0,2.0,42.77,2.0,1.0,120.87,-2.0,0.0,40.42,1,1,66,,0.0,456341,1,1755111602.6,1,124.0,697.0,0,0.0,4.0,14.0,2.0,114.63,1.0,1.0,25.76,2136547980.0,2.0,43.0,-1.0,41.78,0.0,1.0,23.77,-2.0,0.0,17.53,1,2,66,,0.0,456341,1,1755111827.82,1,132.0,816.0,0,0.0,2.0,142.0,0.0,11.02,0.0,1.0,36.68,5471208396.0,4.0,22.0,-1.0,8.43,2.0,1.0,29.29,-1.0,1.0,41.55,1,3,66,,0.0,456341,1,1755111956.4,1,133.0,835.0,0,2.0,3.0,1423.0,2.0,8.62,1.0,1.0,12.48,4305976281.0,1.0,33.0,-1.0,26.5,2.0,1.0,19.03,-1.0,1.0,53.56,1,4,66,,0.0,Republican,Moderate,,1,1,66,,0.0,18-24,Male,,,1,1
67,21u87t0a,332931.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-13 18:56:49.188944,1,,,0.0,fiemgs3f,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=CNFR9KML,0.0,1,1755108128.0020251,67,,0.0,332931,1,1755111409.3,1,111.0,844.0,0,0.0,1.0,1.0,0.0,23.66,0.0,1.0,7.37,4351687029.0,0.0,14.0,0.0,17.66,3.0,0.0,9.05,-1.0,0.0,65.66,1,1,67,,0.0,332931,1,1755111533.54,1,234.0,850.0,0,0.0,4.0,14.0,-1.0,4.34,-1.0,1.0,3.29,1234507698.0,0.0,41.0,-2.0,19.19,3.0,0.0,24.61,-1.0,0.0,16.8,1,2,67,,0.0,332931,1,1755111602.49,1,123.0,49.0,0,0.0,3.0,143.0,-1.0,3.88,-1.0,1.0,2.34,4306192758.0,0.0,34.0,0.0,4.94,3.0,1.0,842.4,0.0,0.0,6.86,1,3,67,,0.0,332931,1,1755112464.52,1,112.0,809.0,0,0.0,2.0,1432.0,-1.0,7.66,-1.0,1.0,2.35,4265379801.0,0.0,24.0,0.0,71.44,3.0,0.0,11.92,2.0,0.0,3.61,1,4,67,,0.0,Republican,Moderate,,1,1,67,,0.0,18-24,Female,,,1,1
68,iv9823ao,826630.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-13 19:01:05.969434,1,,,0.0,fiemgs3f,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=CNFR9KML,0.0,1,1755108128.0020251,68,,0.0,826630,1,1755111667.36,1,111.0,753.0,0,0.0,1.0,1.0,2.0,47.45,1.0,1.0,34.72,4351687029.0,0.0,14.0,0.0,24.51,3.0,0.0,42.16,-2.0,0.0,55.23,1,1,68,,0.0,826630,1,1755111875.11,1,233.0,799.0,0,0.0,3.0,13.0,2.0,16.41,1.0,1.0,29.34,9763805412.0,2.0,36.0,1.0,17.56,0.0,0.0,39.95,2.0,0.0,13.29,1,2,68,,0.0,826630,1,1755111992.65,1,222.0,819.0,0,0.0,2.0,132.0,0.0,16.42,0.0,1.0,16.36,9738146250.0,3.0,28.0,2.0,21.72,3.0,0.0,28.58,0.0,0.0,9.03,1,3,68,,0.0,826630,1,1755112085.57,1,134.0,812.0,0,0.0,4.0,1324.0,1.0,15.99,1.0,1.0,6.05,1452078963.0,6.0,48.0,2.0,21.0,0.0,0.0,46.27,2.0,0.0,9.16,1,4,68,,0.0,Republican,Moderate,,1,1,68,,0.0,55-64,Female,,,1,1
69,cnyzhdjy,901749.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-13 19:01:59.441311,1,,,0.0,fiemgs3f,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=CNFR9KML,0.0,1,1755108128.0020251,69,,0.0,901749,1,1755111719.52,1,231.0,687.0,0,0.0,1.0,1.0,2.0,26.69,1.0,1.0,19.24,8752496103.0,7.0,11.0,-2.0,69.45,3.0,1.0,99.95,0.0,0.0,21.67,1,1,69,,0.0,901749,1,1755111957.02,1,124.0,760.0,0,0.0,4.0,14.0,2.0,16.26,1.0,1.0,12.17,2136547980.0,3.0,46.0,1.0,62.1,3.0,1.0,50.29,2.0,0.0,19.49,1,2,69,,0.0,901749,1,1755112117.77,1,113.0,743.0,0,0.0,3.0,143.0,2.0,16.24,1.0,1.0,8.81,2460759831.0,8.0,33.0,-1.0,34.18,3.0,1.0,99.98,-1.0,0.0,14.38,1,3,69,,0.0,901749,1,1755112291.82,1,112.0,777.0,0,0.0,2.0,1432.0,2.0,18.31,1.0,1.0,8.99,4265378091.0,8.0,29.0,2.0,37.78,3.0,1.0,60.62,1.0,0.0,8.98,1,4,69,,0.0,Republican,Moderate,,1,1,69,,0.0,55-64,Female,,,1,1
70,igev14t6,128258.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-13 19:03:20.361796,1,,,0.0,fiemgs3f,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=CNFR9KML,0.0,1,1755108128.0020251,70,,0.0,128258,1,1755111800.43,1,113.0,606.0,0,0.0,3.0,3.0,-2.0,16.31,-1.0,1.0,17.18,2460758931.0,7.0,39.0,2.0,35.87,3.0,1.0,226.57,2.0,0.0,5.85,1,1,70,,0.0,128258,1,1755112102.58,1,132.0,657.0,0,0.0,2.0,32.0,-2.0,75.79,-1.0,1.0,3.61,5471208396.0,3.0,21.0,-2.0,33.14,3.0,1.0,132.53,-2.0,0.0,6.51,1,2,70,,0.0,128258,1,1755112354.96,1,111.0,821.0,0,0.0,1.0,321.0,-2.0,12.87,-1.0,1.0,3.6,4351687029.0,4.0,16.0,1.0,10.53,3.0,1.0,54.35,0.0,0.0,15.38,1,3,70,,0.0,128258,1,1755112452.17,1,124.0,703.0,0,0.0,4.0,3214.0,-2.0,9.43,-1.0,1.0,6.13,2136547980.0,5.0,44.0,0.0,45.38,0.0,1.0,137.56,0.0,0.0,5.37,1,4,70,,0.0,Democrat,Strong,,1,1,70,,0.0,45-54,Female,,,1,1
71,1znuuoci,168505.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-13 19:03:38.253122,1,,,0.0,fiemgs3f,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=CNFR9KML,0.0,1,1755108128.0020251,71,,0.0,168505,1,1755111818.38,1,133.0,762.0,0,0.0,3.0,3.0,-1.0,9.51,-1.0,1.0,26.38,4035976281.0,2.0,33.0,-1.0,30.25,1.0,1.0,73.62,2.0,1.0,20.77,1,1,71,,0.0,168505,1,1755111979.44,1,112.0,849.0,0,0.0,2.0,32.0,-2.0,9.04,-1.0,1.0,3.01,4256378091.0,3.0,26.0,1.0,8.53,1.0,1.0,31.19,2.0,0.0,6.31,1,2,71,,0.0,168505,1,1755112038.12,1,224.0,781.0,0,0.0,4.0,324.0,-2.0,3.59,-1.0,1.0,2.02,2103465789.0,7.0,47.0,1.0,16.44,2.0,1.0,98.73,-1.0,0.0,2.81,1,3,71,,0.0,168505,1,1755112163.21,1,221.0,851.0,0,0.0,1.0,3241.0,-2.0,3.21,-1.0,1.0,1.67,6452713098.0,1.0,14.0,0.0,3.2,2.0,1.0,42.09,-1.0,0.0,2.76,1,4,71,,0.0,Independent,,Center,1,1,71,,0.0,35-44,Female,,Interesting survey ,1,1
