participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.real_world_currency_per_point,session.config.name,session.config.completionlink,session._events_loaded,session.start_time,my_survey_static.1.player.id_in_group,my_survey_static.1.player.role,my_survey_static.1.player.payoff,my_survey_static.1.player.participant_label,my_survey_static.1.player.initialized_round,my_survey_static.1.player.time_start_round,my_survey_static.1.player.assigned_seed,my_survey_static.1.player.seed,my_survey_static.1.player.round_time_left,my_survey_static.1.player.round_timed_out,my_survey_static.1.player.waited_n_refresh,my_survey_static.1.player.topic_number,my_survey_static.1.player.interacted_topics,my_survey_static.1.player.positioning_user,my_survey_static.1.player.time_positioning,my_survey_static.1.player.partition_user,my_survey_static.1.player.I_understand,my_survey_static.1.player.time_taskexplaination,my_survey_static.1.player.tmp_ranking,my_survey_static.1.player.click_rank,my_survey_static.1.player.click_id,my_survey_static.1.player.positioning_true,my_survey_static.1.player.time_rankig,my_survey_static.1.player.highlight,my_survey_static.1.player.read_more_highlight,my_survey_static.1.player.time_highlight,my_survey_static.1.player.positioning_text,my_survey_static.1.player.read_more_positioning,my_survey_static.1.player.time_positioning_text,my_survey_static.1.group.id_in_subsession,my_survey_static.1.subsession.round_number,my_survey_static.2.player.id_in_group,my_survey_static.2.player.role,my_survey_static.2.player.payoff,my_survey_static.2.player.participant_label,my_survey_static.2.player.initialized_round,my_survey_static.2.player.time_start_round,my_survey_static.2.player.assigned_seed,my_survey_static.2.player.seed,my_survey_static.2.player.round_time_left,my_survey_static.2.player.round_timed_out,my_survey_static.2.player.waited_n_refresh,my_survey_static.2.player.topic_number,my_survey_static.2.player.interacted_topics,my_survey_static.2.player.positioning_user,my_survey_static.2.player.time_positioning,my_survey_static.2.player.partition_user,my_survey_static.2.player.I_understand,my_survey_static.2.player.time_taskexplaination,my_survey_static.2.player.tmp_ranking,my_survey_static.2.player.click_rank,my_survey_static.2.player.click_id,my_survey_static.2.player.positioning_true,my_survey_static.2.player.time_rankig,my_survey_static.2.player.highlight,my_survey_static.2.player.read_more_highlight,my_survey_static.2.player.time_highlight,my_survey_static.2.player.positioning_text,my_survey_static.2.player.read_more_positioning,my_survey_static.2.player.time_positioning_text,my_survey_static.2.group.id_in_subsession,my_survey_static.2.subsession.round_number,my_survey_static.3.player.id_in_group,my_survey_static.3.player.role,my_survey_static.3.player.payoff,my_survey_static.3.player.participant_label,my_survey_static.3.player.initialized_round,my_survey_static.3.player.time_start_round,my_survey_static.3.player.assigned_seed,my_survey_static.3.player.seed,my_survey_static.3.player.round_time_left,my_survey_static.3.player.round_timed_out,my_survey_static.3.player.waited_n_refresh,my_survey_static.3.player.topic_number,my_survey_static.3.player.interacted_topics,my_survey_static.3.player.positioning_user,my_survey_static.3.player.time_positioning,my_survey_static.3.player.partition_user,my_survey_static.3.player.I_understand,my_survey_static.3.player.time_taskexplaination,my_survey_static.3.player.tmp_ranking,my_survey_static.3.player.click_rank,my_survey_static.3.player.click_id,my_survey_static.3.player.positioning_true,my_survey_static.3.player.time_rankig,my_survey_static.3.player.highlight,my_survey_static.3.player.read_more_highlight,my_survey_static.3.player.time_highlight,my_survey_static.3.player.positioning_text,my_survey_static.3.player.read_more_positioning,my_survey_static.3.player.time_positioning_text,my_survey_static.3.group.id_in_subsession,my_survey_static.3.subsession.round_number,my_survey_static.4.player.id_in_group,my_survey_static.4.player.role,my_survey_static.4.player.payoff,my_survey_static.4.player.participant_label,my_survey_static.4.player.initialized_round,my_survey_static.4.player.time_start_round,my_survey_static.4.player.assigned_seed,my_survey_static.4.player.seed,my_survey_static.4.player.round_time_left,my_survey_static.4.player.round_timed_out,my_survey_static.4.player.waited_n_refresh,my_survey_static.4.player.topic_number,my_survey_static.4.player.interacted_topics,my_survey_static.4.player.positioning_user,my_survey_static.4.player.time_positioning,my_survey_static.4.player.partition_user,my_survey_static.4.player.I_understand,my_survey_static.4.player.time_taskexplaination,my_survey_static.4.player.tmp_ranking,my_survey_static.4.player.click_rank,my_survey_static.4.player.click_id,my_survey_static.4.player.positioning_true,my_survey_static.4.player.time_rankig,my_survey_static.4.player.highlight,my_survey_static.4.player.read_more_highlight,my_survey_static.4.player.time_highlight,my_survey_static.4.player.positioning_text,my_survey_static.4.player.read_more_positioning,my_survey_static.4.player.time_positioning_text,my_survey_static.4.group.id_in_subsession,my_survey_static.4.subsession.round_number,ideology.1.player.id_in_group,ideology.1.player.role,ideology.1.player.payoff,ideology.1.player.leaning,ideology.1.player.leaning_strength,ideology.1.player.center_strength,ideology.1.group.id_in_subsession,ideology.1.subsession.round_number,demographics_and_payment.1.player.id_in_group,demographics_and_payment.1.player.role,demographics_and_payment.1.player.payoff,demographics_and_payment.1.player.age,demographics_and_payment.1.player.gender,demographics_and_payment.1.player.gender_open,demographics_and_payment.1.player.comment,demographics_and_payment.1.group.id_in_subsession,demographics_and_payment.1.subsession.round_number
1,m1qxax0z,634666.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-16 14:57:49.254061,1,,,0.0,ax2y5ynm,,,,,0,0.0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=CZT5FXFI,1,1755355978.6300125,1,,0.0,634666,1,1755356269.3,1,133.0,839.0,0,0.0,3.0,3.0,-1.0,10.73,-1.0,1.0,25.67,4035796281.0,2.0,33.0,-1.0,12.4,3.0,0.0,14.31,2.0,0.0,12.43,1,1,1,,0.0,634666,1,1755356345.11,1,221.0,632.0,0,0.0,1.0,31.0,-2.0,12.59,-1.0,1.0,236.33,6452701398.0,2.0,15.0,0.0,4.98,2.0,0.0,16.2,-1.0,0.0,5.8,1,2,1,,0.0,634666,1,1755356621.32,1,134.0,862.0,0,0.0,4.0,314.0,-2.0,4.23,-1.0,1.0,3.06,1452078936.0,8.0,43.0,-1.0,13.78,3.0,0.0,18.47,1.0,0.0,3.73,1,3,1,,0.0,634666,1,1755356664.91,1,222.0,840.0,0,0.0,2.0,3142.0,-2.0,2.79,-1.0,1.0,2.88,2134805679.0,3.0,24.0,0.0,21.0,3.0,0.0,35.04,2.0,0.0,13.69,1,4,1,,0.0,Democrat,Moderate,,1,1,1,,0.0,35-44,Male,,,1,1
2,rp9dbqhf,600953.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-16 14:58:42.459890,1,,,0.0,ax2y5ynm,,,,,0,0.0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=CZT5FXFI,1,1755355978.6300125,2,,0.0,600953,1,1755356322.52,1,124.0,856.0,0,0.0,4.0,4.0,-1.0,13.49,-1.0,1.0,5.35,2134685790.0,0.0,42.0,-1.0,6.95,0.0,1.0,20.54,-1.0,0.0,9.94,1,1,2,,0.0,600953,1,1755356379.12,1,131.0,837.0,0,0.0,1.0,41.0,1.0,7.13,1.0,1.0,2.59,4153276089.0,4.0,12.0,-1.0,8.54,3.0,1.0,46.29,-1.0,0.0,2.42,1,2,2,,0.0,600953,1,1755356446.99,1,223.0,881.0,0,0.0,3.0,413.0,2.0,8.08,1.0,1.0,1.6,3918640257.0,6.0,30.0,-2.0,8.41,3.0,0.0,2.74,-2.0,0.0,2.24,1,3,2,,0.0,600953,1,1755356471.05,1,112.0,865.0,0,0.0,2.0,4132.0,0.0,3.88,0.0,1.0,4.5,4256378901.0,1.0,22.0,-1.0,7.93,3.0,1.0,21.11,-1.0,0.0,2.97,1,4,2,,0.0,Republican,Moderate,,1,1,2,,0.0,45-54,Female,,,1,1
3,8pfi4aa9,701139.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-16 14:59:12.794747,1,,,0.0,ax2y5ynm,,,,,0,0.0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=CZT5FXFI,1,1755355978.6300125,3,,0.0,701139,1,1755356352.87,1,133.0,806.0,0,0.0,3.0,3.0,1.0,27.34,1.0,1.0,17.03,4035796281.0,0.0,34.0,0.0,25.54,0.0,0.0,25.27,0.0,1.0,23.5,1,1,3,,0.0,701139,1,1755356471.94,1,134.0,811.0,0,0.0,4.0,34.0,1.0,23.5,1.0,1.0,4.51,1452078936.0,0.0,41.0,-2.0,13.58,3.0,0.0,49.04,1.0,0.0,5.57,1,2,3,,0.0,701139,1,1755356568.76,1,121.0,849.0,0,0.0,1.0,341.0,1.0,5.22,1.0,1.0,5.62,5437601298.0,2.0,13.0,-1.0,24.66,3.0,0.0,17.78,-1.0,0.0,2.8,1,3,3,,0.0,701139,1,1755356625.43,1,212.0,871.0,0,0.0,2.0,3412.0,1.0,3.71,1.0,1.0,2.08,9587214063.0,1.0,25.0,0.0,8.03,3.0,0.0,16.75,0.0,0.0,3.92,1,4,3,,0.0,Republican,Moderate,,1,1,3,,0.0,35-44,Female,,,1,1
4,v3aijuiu,678020.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-16 14:59:22.599731,1,,,0.0,ax2y5ynm,,,,,0,0.0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=CZT5FXFI,1,1755355978.6300125,4,,0.0,678020,1,1755356362.68,1,212.0,768.0,0,0.0,2.0,2.0,-2.0,37.02,-1.0,1.0,12.24,3250461987.0,1.0,22.0,-1.0,4.92,3.0,1.0,79.43,-1.0,0.0,28.64,1,1,4,,0.0,678020,1,1755356525.3,1,214.0,815.0,0,0.0,4.0,24.0,-1.0,17.52,-1.0,1.0,7.34,1502389476.0,9.0,46.0,1.0,10.67,3.0,1.0,51.51,2.0,0.0,4.01,1,2,4,,0.0,678020,1,1755356617.12,1,221.0,772.0,0,0.0,1.0,241.0,1.0,18.47,1.0,1.0,4.76,6147809532.0,9.0,12.0,-1.0,15.69,3.0,1.0,91.39,0.0,0.0,3.51,1,3,4,,0.0,678020,1,1755356751.36,1,113.0,834.0,0,0.0,3.0,2413.0,-1.0,9.13,-1.0,1.0,6.21,2465078931.0,0.0,32.0,-1.0,2.42,3.0,1.0,49.1,0.0,0.0,3.57,1,4,4,,0.0,Democrat,Strong,,1,1,4,,0.0,55-64,Male,,no comments,1,1
5,wfjbs4ah,587511.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-16 14:59:40.152175,1,,,0.0,ax2y5ynm,,,,,0,0.0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=CZT5FXFI,1,1755355978.6300125,5,,0.0,587511,1,1755356380.21,1,234.0,870.0,0,0.0,4.0,4.0,2.0,18.79,1.0,1.0,2.42,8751402396.0,0.0,48.0,2.0,3.37,3.0,0.0,7.58,2.0,1.0,12.5,1,1,5,,0.0,587511,1,1755356425.22,1,122.0,824.0,0,0.0,2.0,42.0,2.0,9.31,1.0,1.0,2.51,5241097368.0,0.0,25.0,0.0,52.18,3.0,1.0,13.67,0.0,0.0,8.09,1,2,5,,0.0,587511,1,1755356512.37,1,133.0,789.0,0,0.0,3.0,423.0,2.0,4.32,1.0,1.0,3.64,4035796281.0,5.0,39.0,2.0,93.07,0.0,1.0,11.46,1.0,0.0,4.0,1,3,5,,0.0,587511,1,1755356629.82,1,231.0,859.0,0,0.0,1.0,4231.0,2.0,3.51,1.0,1.0,3.42,8745296103.0,0.0,18.0,2.0,13.27,3.0,1.0,22.16,2.0,0.0,7.95,1,4,5,,0.0,Republican,Strong,,1,1,5,,0.0,18-24,Male,,,1,1
6,w2u55imm,863468.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-16 15:02:35.560450,1,,,0.0,ax2y5ynm,,,,,0,0.0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=CZT5FXFI,1,1755355978.6300125,6,,0.0,863468,1,1755356555.65,1,232.0,650.0,0,0.0,2.0,2.0,-1.0,19.9,-1.0,1.0,21.08,2014359678.0,5.0,25.0,0.0,44.84,0.0,1.0,166.68,0.0,0.0,13.75,1,1,6,,0.0,863468,1,1755356822.48,1,233.0,677.0,0,0.0,3.0,23.0,-2.0,24.12,-1.0,1.0,15.14,518324967.0,6.0,34.0,0.0,23.38,0.0,1.0,161.13,0.0,0.0,7.6,1,2,6,,0.0,863468,1,1755357054.36,1,111.0,783.0,0,0.0,1.0,231.0,-2.0,16.17,-1.0,1.0,4.48,4356187209.0,6.0,17.0,1.0,49.66,3.0,1.0,48.82,0.0,1.0,78.05,1,3,6,,0.0,863468,1,1755357252.12,1,234.0,766.0,0,0.0,4.0,2314.0,0.0,13.99,0.0,1.0,29.79,4152063879.0,0.0,44.0,0.0,25.31,3.0,1.0,67.04,0.0,0.0,8.18,1,4,6,,0.0,Independent,,Democrat Party,1,1,6,,0.0,25-34,Female,,,1,1
7,stg930jw,296874.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-16 15:03:16.931215,1,,,0.0,ax2y5ynm,,,,,0,0.0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=CZT5FXFI,1,1755355978.6300125,7,,0.0,296874,1,1755356596.98,1,224.0,752.0,0,0.0,4.0,4.0,-2.0,22.81,-1.0,1.0,33.59,1230546789.0,4.0,45.0,0.0,24.71,3.0,0.0,69.8,0.0,1.0,31.94,1,1,7,,0.0,296874,1,1755356780.15,1,131.0,825.0,0,0.0,1.0,41.0,-2.0,14.86,-1.0,1.0,8.27,4153276089.0,0.0,14.0,0.0,4.05,3.0,0.0,49.63,0.0,1.0,22.92,1,2,7,,0.0,296874,1,1755356880.22,1,123.0,798.0,0,0.0,3.0,413.0,-1.0,13.96,-1.0,1.0,9.25,4035691278.0,5.0,39.0,2.0,22.28,3.0,1.0,58.85,1.0,1.0,19.5,1,3,7,,0.0,296874,1,1755357004.4,1,112.0,808.0,0,0.0,2.0,4132.0,-1.0,11.33,-1.0,1.0,12.06,4256378901.0,2.0,25.0,0.0,4.84,0.0,1.0,65.29,0.0,1.0,6.66,1,4,7,,0.0,Democrat,Moderate,,1,1,7,,0.0,45-54,Male,,Everything worked great and was clear. Thank you and good luck!,1,1
8,z9r3iw61,149233.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-16 15:03:31.021432,1,,,0.0,ax2y5ynm,,,,,0,0.0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=CZT5FXFI,1,1755355978.6300125,8,,0.0,149233,1,1755356611.08,1,113.0,768.0,0,0.0,3.0,3.0,-2.0,23.47,-1.0,1.0,13.79,2465078931.0,7.0,39.0,2.0,38.18,3.0,1.0,58.21,1.0,1.0,43.96,1,1,8,,0.0,149233,1,1755356789.07,1,211.0,816.0,0,0.0,1.0,31.0,-2.0,10.39,-1.0,1.0,10.85,6032145879.0,4.0,11.0,-2.0,27.65,3.0,1.0,37.78,-1.0,0.0,5.05,1,2,8,,0.0,149233,1,1755356881.17,1,124.0,735.0,0,0.0,4.0,314.0,-2.0,6.72,-1.0,1.0,2.14,2134685790.0,0.0,42.0,-1.0,39.35,3.0,1.0,118.19,-1.0,0.0,6.5,1,3,8,,0.0,149233,1,1755357054.47,1,222.0,790.0,0,0.0,2.0,3142.0,-2.0,6.24,-1.0,1.0,2.24,2134805679.0,5.0,20.0,-2.0,29.68,3.0,1.0,73.52,-1.0,0.0,3.03,1,4,8,,0.0,Democrat,Strong,,1,1,8,,0.0,35-44,Female,,,1,1
9,xupowese,743803.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-16 15:04:12.255405,1,,,0.0,ax2y5ynm,,,,,0,0.0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=CZT5FXFI,1,1755355978.6300125,9,,0.0,743803,1,1755356652.32,1,133.0,843.0,0,0.0,3.0,3.0,1.0,13.13,1.0,1.0,8.24,4035976281.0,0.0,34.0,0.0,9.93,3.0,0.0,27.06,0.0,1.0,98.87,1,1,9,,0.0,743803,1,1755356810.01,1,222.0,821.0,0,0.0,2.0,32.0,0.0,10.45,0.0,1.0,6.08,9174836250.0,3.0,24.0,0.0,10.32,3.0,1.0,53.14,0.0,0.0,4.24,1,2,9,,0.0,743803,1,1755356894.71,1,121.0,756.0,0,0.0,1.0,321.0,1.0,10.6,1.0,1.0,4.21,5437601298.0,0.0,15.0,0.0,13.43,3.0,1.0,117.32,-1.0,0.0,3.37,1,3,9,,0.0,743803,1,1755357044.12,1,214.0,746.0,0,0.0,4.0,3214.0,-2.0,4.65,-1.0,1.0,5.35,1502389476.0,0.0,41.0,-2.0,3.75,3.0,1.0,142.08,-1.0,0.0,4.03,1,4,9,,0.0,Republican,Moderate,,1,1,9,,0.0,18-24,Male,,,1,1
10,0o6ubcl5,691447.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-16 15:04:53.897119,1,,,0.0,ax2y5ynm,,,,,0,0.0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=CZT5FXFI,1,1755355978.6300125,10,,0.0,691447,1,1755356694.09,1,114.0,828.0,0,0.0,4.0,4.0,-2.0,15.88,-1.0,1.0,13.68,1527480369.0,2.0,42.0,-1.0,27.85,3.0,0.0,17.42,-1.0,0.0,16.5,1,1,10,,0.0,691447,1,1755356786.07,1,213.0,827.0,0,0.0,3.0,43.0,-2.0,10.96,-1.0,1.0,7.93,524316987.0,2.0,32.0,-1.0,24.99,3.0,0.0,32.14,-1.0,0.0,3.74,1,2,10,,0.0,691447,1,1755356866.53,1,131.0,844.0,0,0.0,1.0,431.0,-2.0,6.96,-1.0,1.0,4.16,4153276089.0,0.0,14.0,0.0,17.59,3.0,0.0,29.69,0.0,0.0,4.91,1,3,10,,0.0,691447,1,1755356930.5,1,212.0,844.0,0,0.0,2.0,4312.0,-2.0,5.27,-1.0,1.0,5.29,3250461987.0,2.0,25.0,0.0,25.16,3.0,0.0,21.36,0.0,0.0,3.24,1,4,10,,0.0,Democrat,Strong,,1,1,10,,0.0,25-34,Male,,,1,1
