participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.completionlink,session.config.name,session.config.real_world_currency_per_point,session._events_loaded,session.start_time,my_survey_static.1.player.id_in_group,my_survey_static.1.player.role,my_survey_static.1.player.payoff,my_survey_static.1.player.participant_label,my_survey_static.1.player.initialized_round,my_survey_static.1.player.time_start_round,my_survey_static.1.player.assigned_seed,my_survey_static.1.player.seed,my_survey_static.1.player.round_time_left,my_survey_static.1.player.round_timed_out,my_survey_static.1.player.waited_n_refresh,my_survey_static.1.player.topic_number,my_survey_static.1.player.interacted_topics,my_survey_static.1.player.positioning_user,my_survey_static.1.player.time_positioning,my_survey_static.1.player.partition_user,my_survey_static.1.player.I_understand,my_survey_static.1.player.time_taskexplaination,my_survey_static.1.player.tmp_ranking,my_survey_static.1.player.click_rank,my_survey_static.1.player.click_id,my_survey_static.1.player.positioning_true,my_survey_static.1.player.time_rankig,my_survey_static.1.player.highlight,my_survey_static.1.player.read_more_highlight,my_survey_static.1.player.time_highlight,my_survey_static.1.player.positioning_text,my_survey_static.1.player.read_more_positioning,my_survey_static.1.player.time_positioning_text,my_survey_static.1.group.id_in_subsession,my_survey_static.1.subsession.round_number,my_survey_static.2.player.id_in_group,my_survey_static.2.player.role,my_survey_static.2.player.payoff,my_survey_static.2.player.participant_label,my_survey_static.2.player.initialized_round,my_survey_static.2.player.time_start_round,my_survey_static.2.player.assigned_seed,my_survey_static.2.player.seed,my_survey_static.2.player.round_time_left,my_survey_static.2.player.round_timed_out,my_survey_static.2.player.waited_n_refresh,my_survey_static.2.player.topic_number,my_survey_static.2.player.interacted_topics,my_survey_static.2.player.positioning_user,my_survey_static.2.player.time_positioning,my_survey_static.2.player.partition_user,my_survey_static.2.player.I_understand,my_survey_static.2.player.time_taskexplaination,my_survey_static.2.player.tmp_ranking,my_survey_static.2.player.click_rank,my_survey_static.2.player.click_id,my_survey_static.2.player.positioning_true,my_survey_static.2.player.time_rankig,my_survey_static.2.player.highlight,my_survey_static.2.player.read_more_highlight,my_survey_static.2.player.time_highlight,my_survey_static.2.player.positioning_text,my_survey_static.2.player.read_more_positioning,my_survey_static.2.player.time_positioning_text,my_survey_static.2.group.id_in_subsession,my_survey_static.2.subsession.round_number,my_survey_static.3.player.id_in_group,my_survey_static.3.player.role,my_survey_static.3.player.payoff,my_survey_static.3.player.participant_label,my_survey_static.3.player.initialized_round,my_survey_static.3.player.time_start_round,my_survey_static.3.player.assigned_seed,my_survey_static.3.player.seed,my_survey_static.3.player.round_time_left,my_survey_static.3.player.round_timed_out,my_survey_static.3.player.waited_n_refresh,my_survey_static.3.player.topic_number,my_survey_static.3.player.interacted_topics,my_survey_static.3.player.positioning_user,my_survey_static.3.player.time_positioning,my_survey_static.3.player.partition_user,my_survey_static.3.player.I_understand,my_survey_static.3.player.time_taskexplaination,my_survey_static.3.player.tmp_ranking,my_survey_static.3.player.click_rank,my_survey_static.3.player.click_id,my_survey_static.3.player.positioning_true,my_survey_static.3.player.time_rankig,my_survey_static.3.player.highlight,my_survey_static.3.player.read_more_highlight,my_survey_static.3.player.time_highlight,my_survey_static.3.player.positioning_text,my_survey_static.3.player.read_more_positioning,my_survey_static.3.player.time_positioning_text,my_survey_static.3.group.id_in_subsession,my_survey_static.3.subsession.round_number,my_survey_static.4.player.id_in_group,my_survey_static.4.player.role,my_survey_static.4.player.payoff,my_survey_static.4.player.participant_label,my_survey_static.4.player.initialized_round,my_survey_static.4.player.time_start_round,my_survey_static.4.player.assigned_seed,my_survey_static.4.player.seed,my_survey_static.4.player.round_time_left,my_survey_static.4.player.round_timed_out,my_survey_static.4.player.waited_n_refresh,my_survey_static.4.player.topic_number,my_survey_static.4.player.interacted_topics,my_survey_static.4.player.positioning_user,my_survey_static.4.player.time_positioning,my_survey_static.4.player.partition_user,my_survey_static.4.player.I_understand,my_survey_static.4.player.time_taskexplaination,my_survey_static.4.player.tmp_ranking,my_survey_static.4.player.click_rank,my_survey_static.4.player.click_id,my_survey_static.4.player.positioning_true,my_survey_static.4.player.time_rankig,my_survey_static.4.player.highlight,my_survey_static.4.player.read_more_highlight,my_survey_static.4.player.time_highlight,my_survey_static.4.player.positioning_text,my_survey_static.4.player.read_more_positioning,my_survey_static.4.player.time_positioning_text,my_survey_static.4.group.id_in_subsession,my_survey_static.4.subsession.round_number,ideology.1.player.id_in_group,ideology.1.player.role,ideology.1.player.payoff,ideology.1.player.leaning,ideology.1.player.leaning_strength,ideology.1.player.center_strength,ideology.1.group.id_in_subsession,ideology.1.subsession.round_number,demographics_and_payment.1.player.id_in_group,demographics_and_payment.1.player.role,demographics_and_payment.1.player.payoff,demographics_and_payment.1.player.age,demographics_and_payment.1.player.gender,demographics_and_payment.1.player.gender_open,demographics_and_payment.1.player.comment,demographics_and_payment.1.group.id_in_subsession,demographics_and_payment.1.subsession.round_number
11,tddmll2n,748528.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-19 10:59:35.896436,1,,,0.0,ouhdin6p,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=CZT5FXFI,My_survey_static,1.0,1,1755600842.9071755,11,,0.0,748528,1,1755601176.0,1,123.0,771.0,0,0.0,3.0,3.0,1.0,15.01,1.0,1.0,31.02,435769218.0,8.0,31.0,-2.0,29.92,3.0,1.0,54.02,-2.0,0.0,7.34,1,1,11,,0.0,748528,1,1755601313.8,1,121.0,833.0,0,0.0,1.0,31.0,0.0,10.87,0.0,1.0,7.9,5436701298.0,0.0,15.0,0.0,7.25,3.0,1.0,43.38,0.0,0.0,13.61,1,2,11,,0.0,748528,1,1755601397.3,1,212.0,850.0,0,0.0,2.0,312.0,-1.0,5.42,-1.0,1.0,2.92,3250461798.0,0.0,23.0,-1.0,19.99,3.0,1.0,24.07,-1.0,0.0,8.49,1,3,11,,0.0,748528,1,1755601458.66,1,214.0,868.0,0,0.0,4.0,3124.0,-2.0,5.02,-1.0,1.0,2.8,1502348967.0,1.0,45.0,0.0,6.37,3.0,1.0,19.63,0.0,0.0,4.11,1,4,11,,0.0,Republican,Moderate,,1,1,11,,0.0,35-44,Male,,,1,1
12,artcqgjh,369919.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-19 11:00:01.637761,1,,,0.0,ouhdin6p,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=CZT5FXFI,My_survey_static,1.0,1,1755600842.9071755,12,,0.0,369919,1,1755601202.24,1,221.0,673.0,0,0.0,1.0,1.0,2.0,49.79,1.0,1.0,81.1,4619837052.0,4.0,18.0,2.0,74.05,3.0,1.0,23.82,-2.0,0.0,39.57,1,1,12,,0.0,369919,1,1755601472.85,1,234.0,768.0,0,0.0,4.0,14.0,0.0,25.03,0.0,1.0,74.35,4157238069.0,5.0,43.0,-1.0,9.52,2.0,1.0,24.48,-1.0,1.0,38.55,1,2,12,,0.0,369919,1,1755601646.21,1,122.0,538.0,0,0.0,2.0,142.0,0.0,15.89,0.0,1.0,11.59,5241089736.0,6.0,29.0,2.0,2.09,3.0,1.0,334.24,1.0,0.0,19.67,1,3,12,,0.0,369919,1,1755602031.32,1,223.0,862.0,0,0.0,3.0,1423.0,1.0,5.7,1.0,1.0,4.19,9386410752.0,5.0,31.0,-2.0,2.88,1.0,1.0,27.55,-1.0,0.0,21.99,1,4,12,,0.0,Republican,Moderate,,1,1,12,,0.0,25-34,Female,,No technical issues encountered.,1,1
13,xnvgsqba,749977.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-19 11:00:19.585486,1,,,0.0,ouhdin6p,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=CZT5FXFI,My_survey_static,1.0,1,1755600842.9071755,13,,0.0,749977,1,1755601220.0,1,233.0,570.0,0,0.0,3.0,3.0,-2.0,59.78,-1.0,1.0,25.72,5041283697.0,2.0,34.0,0.0,50.63,0.0,1.0,196.34,0.0,1.0,226.25,1,1,13,,0.0,749977,1,1755601780.99,1,231.0,774.0,0,0.0,1.0,31.0,2.0,25.91,1.0,1.0,17.41,8472953610.0,6.0,13.0,-1.0,49.85,0.0,1.0,35.73,-2.0,0.0,11.86,1,2,13,,0.0,749977,1,1755601924.14,1,114.0,848.0,0,0.0,4.0,314.0,-1.0,17.22,-1.0,1.0,4.59,1524783069.0,9.0,49.0,2.0,16.55,0.0,1.0,15.23,2.0,0.0,12.12,1,3,13,,0.0,749977,1,1755601992.46,1,222.0,831.0,0,0.0,2.0,3142.0,2.0,13.83,1.0,1.0,4.73,4785931062.0,1.0,27.0,1.0,27.28,0.0,1.0,25.23,1.0,0.0,7.29,1,4,13,,0.0,Republican,Strong,,1,1,13,,0.0,25-34,Female,,,1,1
14,lhrx47i9,326776.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-19 11:00:30.688652,1,,,0.0,ouhdin6p,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=CZT5FXFI,My_survey_static,1.0,1,1755600842.9071755,14,,0.0,326776,1,1755601230.9,1,134.0,810.0,0,0.0,4.0,4.0,-1.0,16.61,-1.0,1.0,11.37,1452087369.0,2.0,45.0,0.0,34.1,3.0,0.0,29.87,0.0,0.0,11.93,1,1,14,,0.0,326776,1,1755601336.13,1,232.0,832.0,0,0.0,2.0,42.0,-2.0,7.82,-1.0,1.0,6.85,2014539687.0,5.0,23.0,-1.0,35.27,3.0,0.0,20.17,0.0,0.0,4.2,1,2,14,,0.0,326776,1,1755601410.84,1,213.0,807.0,0,0.0,3.0,423.0,1.0,15.94,1.0,1.0,4.27,6948370251.0,7.0,32.0,-1.0,34.3,3.0,0.0,40.71,0.0,0.0,3.35,1,3,14,,0.0,326776,1,1755601509.82,1,211.0,817.0,0,0.0,1.0,4231.0,-2.0,24.2,-1.0,1.0,5.84,6302415789.0,4.0,14.0,0.0,23.02,3.0,0.0,31.79,1.0,0.0,12.25,1,4,14,,0.0,Democrat,Moderate,,1,1,14,,0.0,45-54,Female,,,1,1
15,pb3wn7n3,576022.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-19 11:01:51.725281,1,,,0.0,ouhdin6p,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=CZT5FXFI,My_survey_static,1.0,1,1755600842.9071755,15,,0.0,576022,1,1755601312.11,1,133.0,645.0,0,0.0,3.0,3.0,1.0,47.56,1.0,1.0,81.65,4035972681.0,4.0,39.0,2.0,63.99,3.0,1.0,64.72,1.0,1.0,46.93,1,1,15,,0.0,576022,1,1755601618.8,1,222.0,776.0,0,0.0,2.0,32.0,1.0,32.69,1.0,1.0,9.03,4785931062.0,2.0,28.0,2.0,4.15,3.0,1.0,79.25,1.0,1.0,41.5,1,2,15,,0.0,576022,1,1755601788.33,1,111.0,838.0,0,0.0,1.0,321.0,1.0,6.85,1.0,1.0,5.2,4365218709.0,2.0,16.0,1.0,8.59,3.0,1.0,43.28,1.0,1.0,12.54,1,3,15,,0.0,576022,1,1755601866.61,1,224.0,867.0,0,0.0,4.0,3214.0,1.0,6.41,1.0,1.0,6.41,8675149203.0,3.0,45.0,0.0,12.82,2.0,0.0,9.46,1.0,0.0,6.96,1,4,15,,0.0,Republican,Moderate,,1,1,15,,0.0,25-34,Male,,,1,1
16,eliql707,657759.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-19 11:01:57.877600,1,,,0.0,ouhdin6p,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=CZT5FXFI,My_survey_static,1.0,1,1755600842.9071755,16,,0.0,657759,1,1755601317.93,1,223.0,731.0,0,0.0,3.0,3.0,-2.0,35.27,-1.0,1.0,18.42,452396817.0,1.0,34.0,0.0,62.36,3.0,0.0,54.15,1.0,0.0,11.64,1,1,16,,0.0,657759,1,1755601500.15,1,232.0,783.0,0,0.0,2.0,32.0,-2.0,13.89,-1.0,1.0,17.24,2014539687.0,1.0,20.0,-2.0,54.1,3.0,0.0,33.08,0.0,0.0,4.76,1,2,16,,0.0,657759,1,1755601623.61,1,211.0,790.0,0,0.0,1.0,321.0,-2.0,23.59,-1.0,1.0,8.58,6302415789.0,4.0,14.0,0.0,41.53,3.0,0.0,38.61,0.0,0.0,3.15,1,3,16,,0.0,657759,1,1755601739.55,1,234.0,780.0,0,0.0,4.0,3214.0,-2.0,7.86,-1.0,1.0,12.83,1253470698.0,2.0,45.0,0.0,26.31,3.0,0.0,75.37,0.0,0.0,10.3,1,4,16,,0.0,Democrat,Strong,,1,1,16,,0.0,35-44,Other,agender,,1,1
17,tk6n1lk6,604335.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-19 11:02:14.136511,1,,,0.0,ouhdin6p,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=CZT5FXFI,My_survey_static,1.0,1,1755600842.9071755,17,,0.0,604335,1,1755601334.64,1,112.0,580.0,0,0.0,2.0,2.0,1.0,56.09,1.0,1.0,82.93,4256978301.0,0.0,24.0,0.0,92.33,2.0,1.0,90.89,1.0,1.0,18.53,1,1,17,,0.0,604335,1,1755601678.82,1,221.0,730.0,0,0.0,1.0,21.0,1.0,36.57,1.0,1.0,28.64,4619837052.0,6.0,17.0,1.0,24.56,2.0,1.0,82.66,-2.0,0.0,20.69,1,2,17,,0.0,604335,1,1755601874.61,1,233.0,788.0,0,0.0,3.0,213.0,-1.0,17.0,-1.0,1.0,8.21,5041283697.0,3.0,31.0,-2.0,22.47,3.0,1.0,65.48,1.0,0.0,8.66,1,3,17,,0.0,604335,1,1755601999.14,1,234.0,754.0,0,0.0,4.0,2134.0,-2.0,13.36,-1.0,1.0,50.82,1253470698.0,4.0,44.0,0.0,24.21,2.0,1.0,59.66,-1.0,1.0,69.36,1,4,17,,0.0,Republican,Strong,,1,1,17,,0.0,45-54,Female,,,1,1
18,7ghgeww8,725205.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-19 11:05:14.095335,1,,,0.0,ouhdin6p,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=CZT5FXFI,My_survey_static,1.0,1,1755600842.9071755,18,,0.0,725205,1,1755601514.39,1,131.0,464.0,0,0.0,1.0,1.0,1.0,62.64,1.0,1.0,74.37,4153270689.0,5.0,17.0,1.0,77.28,1.0,1.0,223.45,-2.0,1.0,33.61,1,1,18,,0.0,725205,1,1755601987.45,1,114.0,670.0,0,0.0,4.0,14.0,-2.0,77.51,-1.0,1.0,29.79,1524783096.0,2.0,42.0,-1.0,66.33,2.0,1.0,58.09,0.0,1.0,27.5,1,2,18,,0.0,725205,1,1755602248.27,1,122.0,740.0,0,0.0,2.0,142.0,1.0,26.23,1.0,1.0,21.59,5241908736.0,0.0,25.0,0.0,9.81,2.0,1.0,104.49,0.0,1.0,31.82,1,3,18,,0.0,725205,1,1755602444.17,1,133.0,707.0,0,0.0,3.0,1423.0,1.0,90.6,1.0,1.0,19.52,4053976281.0,8.0,38.0,2.0,38.56,0.0,1.0,46.43,2.0,1.0,19.28,1,4,18,,0.0,Republican,Moderate,,1,1,18,,0.0,18-24,Female,,the instructions were very clear,1,1
19,w9hlq90f,737974.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-19 11:05:39.550137,1,,,0.0,ouhdin6p,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=CZT5FXFI,My_survey_static,1.0,1,1755600842.9071755,19,,0.0,737974,1,1755601539.62,1,132.0,784.0,0,0.0,2.0,2.0,-2.0,26.91,-1.0,1.0,14.09,4527190863.0,8.0,26.0,1.0,25.46,3.0,1.0,51.43,-1.0,0.0,17.34,1,1,19,,0.0,737974,1,1755601675.34,1,233.0,777.0,0,0.0,3.0,23.0,0.0,39.8,0.0,1.0,10.72,4609852713.0,0.0,34.0,0.0,16.96,3.0,1.0,58.55,0.0,0.0,4.62,1,2,19,,0.0,737974,1,1755601806.61,1,214.0,815.0,0,0.0,4.0,234.0,-1.0,14.5,-1.0,1.0,2.37,1502348967.0,0.0,41.0,-2.0,14.95,3.0,1.0,55.9,-1.0,0.0,9.25,1,3,19,,0.0,737974,1,1755601904.12,1,221.0,827.0,0,0.0,1.0,2341.0,0.0,26.35,0.0,1.0,5.39,5472138069.0,0.0,15.0,0.0,4.03,3.0,1.0,38.07,-1.0,0.0,2.91,1,4,19,,0.0,Independent,,Center,1,1,19,,0.0,25-34,Female,,,1,1
20,w2lb6pla,855117.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-19 11:06:05.735585,1,,,0.0,ouhdin6p,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=CZT5FXFI,My_survey_static,1.0,1,1755600842.9071755,20,,0.0,855117,1,1755601566.0,1,123.0,426.0,0,0.0,3.0,3.0,-1.0,96.15,-1.0,1.0,157.89,435769128.0,0.0,30.0,-2.0,62.92,2.0,1.0,159.77,-2.0,0.0,12.92,1,1,20,,0.0,855117,1,1755602057.04,1,111.0,640.0,0,0.0,1.0,31.0,1.0,81.85,1.0,1.0,64.73,4365218709.0,2.0,16.0,1.0,67.5,2.0,1.0,48.94,-2.0,0.0,34.7,1,2,20,,0.0,855117,1,1755602356.13,1,224.0,628.0,0,0.0,4.0,314.0,-2.0,25.58,-1.0,1.0,25.48,1203546798.0,1.0,42.0,-1.0,60.2,2.0,1.0,162.83,1.0,0.0,47.97,1,3,20,,0.0,855117,1,1755602679.59,1,122.0,660.0,0,0.0,2.0,3142.0,-1.0,21.34,-1.0,1.0,5.05,5241908736.0,0.0,25.0,0.0,40.65,2.0,1.0,174.66,-2.0,0.0,11.53,1,4,20,,0.0,Republican,Strong,,1,1,20,,0.0,35-44,Male,,Thank you for the study.,1,1
21,72dee6j8,914266.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-19 11:06:11.342067,1,,,0.0,ouhdin6p,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=CZT5FXFI,My_survey_static,1.0,1,1755600842.9071755,21,,0.0,914266,1,1755601571.47,1,134.0,480.0,0,0.0,4.0,4.0,-2.0,33.54,-1.0,1.0,11.0,1452087369.0,0.0,41.0,-2.0,50.6,2.0,1.0,326.53,-1.0,0.0,7.82,1,1,21,,0.0,914266,1,1755602001.71,1,133.0,776.0,0,0.0,3.0,43.0,-1.0,19.19,-1.0,1.0,4.75,4039576281.0,4.0,35.0,0.0,34.3,2.0,1.0,67.3,0.0,0.0,6.94,1,2,21,,0.0,914266,1,1755602134.84,1,211.0,682.0,0,0.0,1.0,431.0,-1.0,8.9,-1.0,1.0,5.61,6302415789.0,6.0,15.0,0.0,39.78,2.0,1.0,166.78,-1.0,0.0,5.84,1,3,21,,0.0,914266,1,1755602362.81,1,232.0,776.0,0,0.0,2.0,4312.0,-2.0,12.16,-1.0,1.0,5.43,2014539687.0,9.0,27.0,1.0,26.14,3.0,1.0,81.99,2.0,0.0,5.01,1,4,21,,0.0,Independent,,Democrat Party,1,1,21,,0.0,25-34,Male,,,1,1
22,4spr9xja,516039.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-19 11:06:53.226808,1,,,0.0,ouhdin6p,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=CZT5FXFI,My_survey_static,1.0,1,1755600842.9071755,22,,0.0,516039,1,1755601613.33,1,124.0,616.0,0,0.0,4.0,4.0,-2.0,11.32,-1.0,1.0,11.98,2143685709.0,1.0,41.0,-2.0,52.48,0.0,1.0,210.3,0.0,1.0,32.58,1,1,22,,0.0,516039,1,1755601932.52,1,231.0,768.0,0,0.0,1.0,41.0,-1.0,10.8,-1.0,1.0,4.98,4325017689.0,4.0,10.0,-2.0,27.56,0.0,1.0,91.7,0.0,0.0,9.48,1,2,22,,0.0,516039,1,1755602077.57,1,113.0,788.0,0,0.0,3.0,413.0,-2.0,13.16,-1.0,1.0,2.78,2465083791.0,5.0,38.0,2.0,60.58,0.0,1.0,37.89,0.0,0.0,3.34,1,3,22,,0.0,516039,1,1755602195.95,1,132.0,716.0,0,0.0,2.0,4132.0,1.0,11.11,1.0,1.0,2.67,4527190863.0,0.0,24.0,0.0,124.38,0.0,1.0,47.47,0.0,0.0,3.06,1,4,22,,0.0,Independent,,Center,1,1,22,,0.0,35-44,Male,,,1,1
23,m722h47z,952461.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-19 11:07:52.318056,1,,,0.0,ouhdin6p,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=CZT5FXFI,My_survey_static,1.0,1,1755600842.9071755,23,,0.0,952461,1,1755601672.38,1,112.0,694.0,0,0.0,2.0,2.0,-2.0,15.97,-1.0,1.0,16.98,4256978301.0,7.0,23.0,-1.0,22.4,0.0,1.0,153.31,-2.0,0.0,5.82,1,1,23,,0.0,952461,1,1755601887.26,1,121.0,791.0,0,0.0,1.0,21.0,-2.0,10.53,-1.0,1.0,7.65,5436701298.0,7.0,12.0,-1.0,18.94,3.0,1.0,74.5,-1.0,0.0,3.14,1,2,23,,0.0,952461,1,1755602002.43,1,113.0,849.0,0,0.0,3.0,213.0,-2.0,10.43,-1.0,1.0,7.49,2465083791.0,0.0,32.0,-1.0,6.61,3.0,1.0,28.79,-1.0,0.0,2.64,1,3,23,,0.0,952461,1,1755602058.88,1,124.0,828.0,0,0.0,4.0,2134.0,-2.0,9.77,-1.0,1.0,3.66,2143685709.0,1.0,41.0,-2.0,19.24,3.0,1.0,41.45,-1.0,0.0,2.46,1,4,23,,0.0,,,Democrat Party,1,1,23,,0.0,25-34,Female,,,1,1
24,thqan6z4,533568.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-19 11:09:50.385819,1,,,0.0,ouhdin6p,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=CZT5FXFI,My_survey_static,1.0,1,1755600842.9071755,24,,0.0,533568,1,1755601790.76,1,132.0,744.0,0,0.0,2.0,2.0,-1.0,24.59,-1.0,1.0,19.58,4527190863.0,1.0,25.0,0.0,50.85,3.0,1.0,63.83,0.0,1.0,40.34,1,1,24,,0.0,533568,1,1755601990.51,1,131.0,826.0,0,0.0,1.0,21.0,1.0,16.63,1.0,1.0,3.26,4153270689.0,3.0,13.0,-1.0,4.47,3.0,1.0,51.86,-1.0,1.0,20.48,1,2,24,,0.0,533568,1,1755602087.72,1,213.0,855.0,0,0.0,3.0,213.0,2.0,6.73,1.0,1.0,1.95,6948370251.0,6.0,30.0,-2.0,4.36,3.0,1.0,34.34,-1.0,0.0,16.35,1,3,24,,0.0,533568,1,1755602151.97,1,134.0,812.0,0,0.0,4.0,2134.0,1.0,4.52,1.0,1.0,3.14,1452087369.0,0.0,41.0,-2.0,8.14,3.0,1.0,73.3,0.0,0.0,4.12,1,4,24,,0.0,Republican,Moderate,,1,1,24,,0.0,35-44,Male,,,1,1
25,c655f26f,311582.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-19 11:10:46.287062,1,,,0.0,ouhdin6p,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=CZT5FXFI,My_survey_static,1.0,1,1755600842.9071755,25,,0.0,311582,1,1755601846.35,1,223.0,753.0,0,0.0,3.0,3.0,-2.0,28.81,-1.0,1.0,26.65,452396817.0,0.0,30.0,-2.0,33.07,1.0,0.0,60.2,-1.0,0.0,26.41,1,1,25,,0.0,311582,1,1755602021.79,1,221.0,830.0,0,0.0,1.0,31.0,-2.0,10.29,-1.0,1.0,7.3,6543201789.0,3.0,13.0,-1.0,32.76,3.0,0.0,21.12,-1.0,0.0,18.0,1,2,25,,0.0,311582,1,1755602111.59,1,232.0,828.0,0,0.0,2.0,312.0,-2.0,10.88,-1.0,1.0,5.61,2014539687.0,2.0,21.0,-2.0,15.67,3.0,1.0,42.63,-2.0,0.0,3.92,1,3,25,,0.0,311582,1,1755602190.84,1,124.0,817.0,0,0.0,4.0,3124.0,-1.0,14.22,-1.0,1.0,3.36,2143685709.0,1.0,41.0,-2.0,44.82,3.0,1.0,22.11,-1.0,0.0,4.16,1,4,25,,0.0,Democrat,Strong,,1,1,25,,0.0,45-54,Female,,,1,1
26,wfc88sxf,398043.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-19 11:11:00.809173,1,,,0.0,ouhdin6p,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=CZT5FXFI,My_survey_static,1.0,1,1755600842.9071755,26,,0.0,398043,1,1755601861.25,1,211.0,833.0,0,0.0,1.0,1.0,1.0,35.56,1.0,1.0,4.02,3798164250.0,0.0,13.0,-1.0,17.35,0.0,1.0,11.79,-1.0,0.0,8.4,1,1,26,,0.0,398043,1,1755601939.94,1,224.0,865.0,0,0.0,4.0,14.0,-1.0,13.16,-1.0,1.0,7.86,1203546798.0,6.0,46.0,1.0,10.21,2.0,0.0,5.3,1.0,0.0,4.88,1,2,26,,0.0,398043,1,1755601983.04,1,232.0,873.0,0,0.0,2.0,142.0,2.0,9.64,1.0,1.0,7.2,7598064213.0,1.0,25.0,0.0,2.27,0.0,0.0,9.53,0.0,0.0,9.73,1,3,26,,0.0,398043,1,1755602022.75,1,233.0,874.0,0,0.0,3.0,1423.0,1.0,7.53,1.0,1.0,4.18,9678305421.0,8.0,32.0,-1.0,10.71,1.0,0.0,5.86,-1.0,0.0,5.2,1,4,26,,0.0,Republican,Moderate,,1,1,26,,0.0,18-24,Female,,,1,1
27,zht03lyg,179765.0,0,25,30,ideology,Leaning,2025-08-19 11:12:56.980047,1,,,0.0,ouhdin6p,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=CZT5FXFI,My_survey_static,1.0,1,1755600842.9071755,27,,0.0,179765,1,1755601977.27,1,212.0,,1,0.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,1,1,27,,0.0,179765,1,1755602885.29,1,213.0,,1,0.0,3.0,23.0,0.0,,,,,,,,,,,,,,,,1,2,27,,0.0,179765,1,1755603793.97,1,224.0,,1,0.0,4.0,234.0,0.0,,,,,,,,,,,,,,,,1,3,27,,0.0,179765,1,1755604700.21,1,121.0,,1,0.0,1.0,2341.0,0.0,,,,,,,,,,,,,,,,1,4,27,,0.0,,,,1,1,27,,0.0,,,,,1,1
28,wfqx1nux,701894.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-19 11:13:15.732468,1,,,0.0,ouhdin6p,,,,,0,0.0,https://app.prolific.com/submissions/complete?cc=CZT5FXFI,My_survey_static,1.0,1,1755600842.9071755,28,,0.0,701894,1,1755601995.8,1,134.0,771.0,0,0.0,4.0,4.0,1.0,20.89,1.0,1.0,34.11,1452087369.0,0.0,41.0,-2.0,40.75,3.0,0.0,35.23,2.0,0.0,6.88,1,1,28,,0.0,701894,1,1755602134.06,1,131.0,809.0,0,0.0,1.0,41.0,-2.0,12.17,-1.0,1.0,13.25,4153270689.0,5.0,17.0,1.0,26.9,3.0,0.0,40.35,-2.0,0.0,9.89,1,2,28,,0.0,701894,1,1755602237.03,1,223.0,819.0,0,0.0,3.0,413.0,-1.0,18.9,-1.0,1.0,8.41,452396817.0,4.0,33.0,-1.0,19.03,3.0,0.0,36.82,1.0,0.0,3.64,1,3,28,,0.0,701894,1,1755602324.22,1,222.0,838.0,0,0.0,2.0,4132.0,2.0,10.49,1.0,1.0,5.47,4785931062.0,9.0,22.0,-1.0,18.69,3.0,0.0,29.41,0.0,0.0,4.03,1,4,28,,0.0,Republican,Moderate,,1,1,28,,0.0,45-54,Female,,,1,1
