participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.name,session.config.participation_fee,session.config.completionlink,session.config.real_world_currency_per_point,session._events_loaded,session.start_time,my_survey_static.1.player.id_in_group,my_survey_static.1.player.role,my_survey_static.1.player.payoff,my_survey_static.1.player.participant_label,my_survey_static.1.player.initialized_round,my_survey_static.1.player.time_start_round,my_survey_static.1.player.assigned_seed,my_survey_static.1.player.seed,my_survey_static.1.player.round_time_left,my_survey_static.1.player.round_timed_out,my_survey_static.1.player.waited_n_refresh,my_survey_static.1.player.topic_number,my_survey_static.1.player.interacted_topics,my_survey_static.1.player.positioning_user,my_survey_static.1.player.time_positioning,my_survey_static.1.player.partition_user,my_survey_static.1.player.I_understand,my_survey_static.1.player.time_taskexplaination,my_survey_static.1.player.tmp_ranking,my_survey_static.1.player.click_rank,my_survey_static.1.player.click_id,my_survey_static.1.player.positioning_true,my_survey_static.1.player.time_rankig,my_survey_static.1.player.highlight,my_survey_static.1.player.read_more_highlight,my_survey_static.1.player.time_highlight,my_survey_static.1.player.positioning_text,my_survey_static.1.player.read_more_positioning,my_survey_static.1.player.time_positioning_text,my_survey_static.1.group.id_in_subsession,my_survey_static.1.subsession.round_number,my_survey_static.2.player.id_in_group,my_survey_static.2.player.role,my_survey_static.2.player.payoff,my_survey_static.2.player.participant_label,my_survey_static.2.player.initialized_round,my_survey_static.2.player.time_start_round,my_survey_static.2.player.assigned_seed,my_survey_static.2.player.seed,my_survey_static.2.player.round_time_left,my_survey_static.2.player.round_timed_out,my_survey_static.2.player.waited_n_refresh,my_survey_static.2.player.topic_number,my_survey_static.2.player.interacted_topics,my_survey_static.2.player.positioning_user,my_survey_static.2.player.time_positioning,my_survey_static.2.player.partition_user,my_survey_static.2.player.I_understand,my_survey_static.2.player.time_taskexplaination,my_survey_static.2.player.tmp_ranking,my_survey_static.2.player.click_rank,my_survey_static.2.player.click_id,my_survey_static.2.player.positioning_true,my_survey_static.2.player.time_rankig,my_survey_static.2.player.highlight,my_survey_static.2.player.read_more_highlight,my_survey_static.2.player.time_highlight,my_survey_static.2.player.positioning_text,my_survey_static.2.player.read_more_positioning,my_survey_static.2.player.time_positioning_text,my_survey_static.2.group.id_in_subsession,my_survey_static.2.subsession.round_number,my_survey_static.3.player.id_in_group,my_survey_static.3.player.role,my_survey_static.3.player.payoff,my_survey_static.3.player.participant_label,my_survey_static.3.player.initialized_round,my_survey_static.3.player.time_start_round,my_survey_static.3.player.assigned_seed,my_survey_static.3.player.seed,my_survey_static.3.player.round_time_left,my_survey_static.3.player.round_timed_out,my_survey_static.3.player.waited_n_refresh,my_survey_static.3.player.topic_number,my_survey_static.3.player.interacted_topics,my_survey_static.3.player.positioning_user,my_survey_static.3.player.time_positioning,my_survey_static.3.player.partition_user,my_survey_static.3.player.I_understand,my_survey_static.3.player.time_taskexplaination,my_survey_static.3.player.tmp_ranking,my_survey_static.3.player.click_rank,my_survey_static.3.player.click_id,my_survey_static.3.player.positioning_true,my_survey_static.3.player.time_rankig,my_survey_static.3.player.highlight,my_survey_static.3.player.read_more_highlight,my_survey_static.3.player.time_highlight,my_survey_static.3.player.positioning_text,my_survey_static.3.player.read_more_positioning,my_survey_static.3.player.time_positioning_text,my_survey_static.3.group.id_in_subsession,my_survey_static.3.subsession.round_number,my_survey_static.4.player.id_in_group,my_survey_static.4.player.role,my_survey_static.4.player.payoff,my_survey_static.4.player.participant_label,my_survey_static.4.player.initialized_round,my_survey_static.4.player.time_start_round,my_survey_static.4.player.assigned_seed,my_survey_static.4.player.seed,my_survey_static.4.player.round_time_left,my_survey_static.4.player.round_timed_out,my_survey_static.4.player.waited_n_refresh,my_survey_static.4.player.topic_number,my_survey_static.4.player.interacted_topics,my_survey_static.4.player.positioning_user,my_survey_static.4.player.time_positioning,my_survey_static.4.player.partition_user,my_survey_static.4.player.I_understand,my_survey_static.4.player.time_taskexplaination,my_survey_static.4.player.tmp_ranking,my_survey_static.4.player.click_rank,my_survey_static.4.player.click_id,my_survey_static.4.player.positioning_true,my_survey_static.4.player.time_rankig,my_survey_static.4.player.highlight,my_survey_static.4.player.read_more_highlight,my_survey_static.4.player.time_highlight,my_survey_static.4.player.positioning_text,my_survey_static.4.player.read_more_positioning,my_survey_static.4.player.time_positioning_text,my_survey_static.4.group.id_in_subsession,my_survey_static.4.subsession.round_number,ideology.1.player.id_in_group,ideology.1.player.role,ideology.1.player.payoff,ideology.1.player.leaning,ideology.1.player.leaning_strength,ideology.1.player.center_strength,ideology.1.group.id_in_subsession,ideology.1.subsession.round_number,demographics_and_payment.1.player.id_in_group,demographics_and_payment.1.player.role,demographics_and_payment.1.player.payoff,demographics_and_payment.1.player.age,demographics_and_payment.1.player.gender,demographics_and_payment.1.player.gender_open,demographics_and_payment.1.player.comment,demographics_and_payment.1.group.id_in_subsession,demographics_and_payment.1.subsession.round_number
1,updr3uxd,730138.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-13 14:17:28.999912,1,,,0.0,t06mv2td,,,,,0,My_survey_static,0.0,https://app.prolific.com/submissions/complete?cc=CNFR9KML,1.0,1,1755094380.2508907,1,,0.0,730138,1,1755094649.13,1,224.0,321.0,0,0.0,4.0,4.0,-1.0,18.45,-1.0,1.0,18.28,2610357498.0,4.0,43.0,-1.0,18.88,2.0,1.0,225.83,0.0,0.0,5.84,1,1,1,,0.0,730138,1,1755094937.38,1,122.0,442.0,0,0.0,2.0,42.0,-1.0,7.06,-1.0,1.0,12.66,5241098763.0,1.0,22.0,-1.0,17.55,2.0,1.0,122.75,-1.0,1.0,20.43,1,2,1,,0.0,730138,1,1755095118.62,1,111.0,500.0,0,0.0,1.0,421.0,-1.0,9.13,-1.0,1.0,8.41,4368015792.0,0.0,14.0,0.0,5.72,2.0,1.0,78.75,0.0,0.0,4.86,1,3,1,,0.0,730138,1,1755095226.56,1,133.0,383.0,0,0.0,3.0,4213.0,-1.0,4.47,-1.0,1.0,5.46,4359028617.0,0.0,34.0,0.0,5.86,2.0,1.0,203.9,0.0,0.0,3.28,1,4,1,,0.0,Democrat,Strong,,1,1,1,,0.0,45-54,Male,,,1,1
2,njoklb2q,751830.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-13 14:18:16.409190,1,,,0.0,t06mv2td,,,,,0,My_survey_static,0.0,https://app.prolific.com/submissions/complete?cc=CNFR9KML,1.0,1,1755094380.2508907,2,,0.0,751830,1,1755094696.46,1,131.0,504.0,0,0.0,1.0,1.0,-2.0,6.59,-1.0,1.0,10.69,1543802679.0,2.0,14.0,0.0,27.67,0.0,1.0,53.13,0.0,0.0,4.79,1,1,2,,0.0,751830,1,1755094799.58,1,214.0,530.0,0,0.0,4.0,14.0,-2.0,4.9,-1.0,1.0,2.04,5189043267.0,1.0,41.0,-2.0,18.72,0.0,0.0,46.19,-1.0,0.0,5.49,1,2,2,,0.0,751830,1,1755094877.2,1,222.0,550.0,0,0.0,2.0,142.0,-2.0,2.33,-1.0,1.0,2.57,3124650789.0,3.0,24.0,0.0,10.36,3.0,0.0,36.41,0.0,0.0,3.56,1,3,2,,0.0,751830,1,1755094932.74,1,133.0,551.0,0,0.0,3.0,1423.0,-1.0,3.63,-1.0,1.0,1.64,4359028671.0,9.0,31.0,-2.0,17.55,3.0,0.0,28.96,0.0,0.0,5.91,1,4,2,,0.0,Democrat,Strong,,1,1,2,,0.0,35-44,Male,,,1,1
3,oh8xru6h,952865.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-13 14:18:35.138201,1,,,0.0,t06mv2td,,,,,0,My_survey_static,0.0,https://app.prolific.com/submissions/complete?cc=CNFR9KML,1.0,1,1755094380.2508907,3,,0.0,952865,1,1755094715.2,1,232.0,427.0,0,0.0,2.0,2.0,-2.0,10.99,-1.0,1.0,11.01,2014367985.0,0.0,22.0,-1.0,33.07,3.0,1.0,119.18,-2.0,0.0,16.76,1,1,3,,0.0,952865,1,1755094906.57,1,214.0,483.0,0,0.0,4.0,24.0,-1.0,13.8,-1.0,1.0,9.83,5189043267.0,6.0,43.0,-1.0,20.18,3.0,1.0,75.57,-1.0,0.0,11.87,1,2,3,,0.0,952865,1,1755095038.21,1,233.0,390.0,0,0.0,3.0,243.0,-1.0,11.31,-1.0,1.0,3.76,8501346297.0,4.0,33.0,-1.0,176.36,3.0,1.0,20.1,-1.0,0.0,10.34,1,3,3,,0.0,952865,1,1755095260.44,1,231.0,457.0,0,0.0,1.0,2431.0,-1.0,8.72,-1.0,1.0,6.46,4537129860.0,1.0,15.0,0.0,6.77,3.0,1.0,123.69,0.0,0.0,6.88,1,4,3,,0.0,Democrat,Moderate,,1,1,3,,0.0,45-54,Female,,,1,1
4,j7g3hdcl,784487.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-13 14:18:49.785509,1,,,0.0,t06mv2td,,,,,0,My_survey_static,0.0,https://app.prolific.com/submissions/complete?cc=CNFR9KML,1.0,1,1755094380.2508907,4,,0.0,784487,1,1755094729.84,1,113.0,525.0,0,0.0,3.0,3.0,-2.0,9.89,-1.0,1.0,13.9,2657480931.0,4.0,34.0,0.0,31.52,3.0,0.0,22.78,0.0,1.0,34.68,1,1,4,,0.0,784487,1,1755094842.94,1,132.0,554.0,0,0.0,2.0,32.0,-2.0,5.11,-1.0,1.0,3.54,5471832906.0,5.0,23.0,-1.0,23.88,2.0,1.0,15.16,0.0,1.0,27.16,1,2,4,,0.0,784487,1,1755094918.48,1,131.0,535.0,0,0.0,1.0,321.0,-2.0,7.48,-1.0,1.0,3.96,1453802679.0,5.0,10.0,-2.0,22.53,0.0,1.0,33.13,-1.0,1.0,16.03,1,3,4,,0.0,784487,1,1755095001.95,1,234.0,551.0,0,0.0,4.0,3214.0,-2.0,7.2,-1.0,1.0,4.09,1430652978.0,0.0,41.0,-2.0,29.03,3.0,0.0,9.64,-2.0,0.0,5.93,1,4,4,,0.0,Democrat,Strong,,1,1,4,,0.0,35-44,Female,,,1,1
5,dw2xdds6,760725.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-13 14:19:00.243927,1,,,0.0,t06mv2td,,,,,0,My_survey_static,0.0,https://app.prolific.com/submissions/complete?cc=CNFR9KML,1.0,1,1755094380.2508907,5,,0.0,760725,1,1755094740.3,1,213.0,449.0,0,0.0,3.0,3.0,0.0,35.4,0.0,1.0,25.18,2783490165.0,4.0,34.0,0.0,20.84,3.0,1.0,71.13,0.0,0.0,9.06,1,1,5,,0.0,760725,1,1755094902.3,1,132.0,384.0,0,0.0,2.0,32.0,-1.0,18.57,-1.0,1.0,9.41,5471832906.0,0.0,25.0,0.0,4.82,0.0,1.0,185.47,0.0,0.0,7.1,1,2,5,,0.0,760725,1,1755095128.24,1,134.0,535.0,0,0.0,4.0,324.0,-1.0,6.23,-1.0,1.0,3.34,4518209736.0,1.0,45.0,0.0,8.22,3.0,0.0,48.62,0.0,0.0,7.38,1,3,5,,0.0,760725,1,1755095202.38,1,221.0,549.0,0,0.0,1.0,3241.0,0.0,8.02,0.0,1.0,4.42,7158402639.0,2.0,15.0,0.0,2.75,3.0,0.0,37.12,0.0,0.0,4.41,1,4,5,,0.0,Democrat,Moderate,,1,1,5,,0.0,35-44,Male,,none,1,1
6,c9bamzzb,691423.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-13 14:19:04.602402,1,,,0.0,t06mv2td,,,,,0,My_survey_static,0.0,https://app.prolific.com/submissions/complete?cc=CNFR9KML,1.0,1,1755094380.2508907,6,,0.0,691423,1,1755094744.69,1,221.0,507.0,0,0.0,1.0,1.0,1.0,8.85,1.0,1.0,13.88,1697432580.0,4.0,14.0,0.0,28.39,3.0,0.0,44.33,0.0,0.0,42.88,1,1,6,,0.0,691423,1,1755094883.52,1,234.0,555.0,0,0.0,4.0,14.0,0.0,3.87,0.0,1.0,2.32,5037182946.0,5.0,48.0,2.0,14.5,3.0,0.0,26.53,1.0,0.0,4.26,1,2,6,,0.0,691423,1,1755094935.68,1,232.0,556.0,0,0.0,2.0,142.0,1.0,4.73,1.0,1.0,2.09,7450981623.0,0.0,27.0,1.0,5.16,3.0,0.0,33.11,0.0,0.0,6.4,1,3,6,,0.0,691423,1,1755094987.6,1,123.0,513.0,0,0.0,3.0,1423.0,0.0,3.35,0.0,1.0,2.29,4301862795.0,1.0,33.0,-1.0,12.27,3.0,1.0,70.09,0.0,0.0,4.49,1,4,6,,0.0,Republican,Moderate,,1,1,6,,0.0,25-34,Male,,,1,1
7,7b6gdlwr,349134.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-13 14:19:12.808498,1,,,0.0,t06mv2td,,,,,0,My_survey_static,0.0,https://app.prolific.com/submissions/complete?cc=CNFR9KML,1.0,1,1755094380.2508907,7,,0.0,349134,1,1755094752.86,1,114.0,488.0,0,0.0,4.0,4.0,-2.0,21.74,-1.0,1.0,22.7,1527064839.0,0.0,41.0,-2.0,2.58,2.0,0.0,67.69,2.0,0.0,6.63,1,1,7,,0.0,349134,1,1755094874.54,1,231.0,506.0,0,0.0,1.0,41.0,0.0,14.4,0.0,1.0,11.29,8412957603.0,1.0,14.0,0.0,2.27,2.0,1.0,67.57,-1.0,0.0,6.6,1,2,7,,0.0,349134,1,1755094977.21,1,113.0,539.0,0,0.0,3.0,413.0,2.0,16.34,1.0,1.0,8.85,2645780931.0,0.0,32.0,-1.0,4.23,2.0,0.0,33.95,2.0,0.0,5.15,1,3,7,,0.0,349134,1,1755095046.11,1,222.0,484.0,0,0.0,2.0,4132.0,2.0,34.9,1.0,1.0,5.57,4579381620.0,0.0,24.0,0.0,1.89,2.0,0.0,76.54,2.0,0.0,6.07,1,4,7,,0.0,Republican,Strong,,1,1,7,,0.0,45-54,Male,,"Fun study, thanks.",1,1
8,5p2pfhws,204140.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-13 14:19:26.923821,1,,,0.0,t06mv2td,,,,,0,My_survey_static,0.0,https://app.prolific.com/submissions/complete?cc=CNFR9KML,1.0,1,1755094380.2508907,8,,0.0,204140,1,1755094766.98,1,122.0,446.0,0,0.0,2.0,2.0,-2.0,27.98,-1.0,1.0,22.18,5241098763.0,1.0,22.0,-1.0,52.29,0.0,0.0,53.57,-2.0,0.0,16.76,1,1,8,,0.0,204140,1,1755094940.13,1,111.0,530.0,0,0.0,1.0,21.0,-2.0,21.11,-1.0,1.0,6.48,4638015792.0,2.0,13.0,-1.0,15.25,0.0,0.0,28.66,-2.0,0.0,6.87,1,2,8,,0.0,204140,1,1755095018.97,1,124.0,501.0,0,0.0,4.0,214.0,-2.0,10.12,-1.0,1.0,6.15,2165387940.0,1.0,41.0,-2.0,41.25,3.0,0.0,42.6,-1.0,0.0,29.6,1,3,8,,0.0,204140,1,1755095149.07,1,223.0,510.0,0,0.0,3.0,2143.0,-2.0,15.13,-1.0,1.0,3.65,425368179.0,2.0,32.0,-1.0,38.48,1.0,0.0,34.79,-2.0,0.0,4.21,1,4,8,,0.0,Democrat,Strong,,1,1,8,,0.0,55-64,Male,,,1,1
9,5zbd30fk,916650.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-13 14:19:42.338415,1,,,0.0,t06mv2td,,,,,0,My_survey_static,0.0,https://app.prolific.com/submissions/complete?cc=CNFR9KML,1.0,1,1755094380.2508907,9,,0.0,916650,1,1755094782.39,1,212.0,407.0,0,0.0,2.0,2.0,1.0,16.76,1.0,1.0,13.46,8974516032.0,1.0,29.0,2.0,40.68,0.0,1.0,124.0,1.0,0.0,14.14,1,1,9,,0.0,916650,1,1755094991.81,1,231.0,458.0,0,0.0,1.0,21.0,1.0,14.25,1.0,1.0,5.07,7829610453.0,1.0,18.0,2.0,42.75,0.0,1.0,81.99,1.0,0.0,6.11,1,2,9,,0.0,916650,1,1755095142.32,1,114.0,530.0,0,0.0,4.0,214.0,1.0,17.06,1.0,1.0,2.28,1527064839.0,7.0,48.0,2.0,23.7,0.0,1.0,28.51,2.0,0.0,3.93,1,3,9,,0.0,916650,1,1755095218.13,1,113.0,575.0,0,0.0,3.0,2143.0,1.0,10.65,1.0,1.0,2.08,2645078931.0,1.0,36.0,1.0,7.73,0.0,1.0,6.68,2.0,0.0,3.7,1,4,9,,0.0,Republican,Moderate,,1,1,9,,0.0,25-34,Female,,,1,1
10,6awfmkd5,462699.0,0,30,30,demographics_and_payment,PaymentInfo,2025-08-13 14:19:56.054930,1,,,0.0,t06mv2td,,,,,0,My_survey_static,0.0,https://app.prolific.com/submissions/complete?cc=CNFR9KML,1.0,1,1755094380.2508907,10,,0.0,462699,1,1755094796.16,1,111.0,474.0,0,0.0,1.0,1.0,-2.0,30.6,-1.0,1.0,11.92,4638150792.0,6.0,10.0,-2.0,8.59,0.0,1.0,77.08,-2.0,0.0,7.12,1,1,10,,0.0,462699,1,1755094931.97,1,224.0,476.0,0,0.0,4.0,14.0,-2.0,7.29,-1.0,1.0,3.97,2361057498.0,1.0,43.0,-1.0,2.28,3.0,1.0,112.44,0.0,0.0,3.32,1,2,10,,0.0,462699,1,1755095061.76,1,113.0,529.0,0,0.0,3.0,143.0,-2.0,7.23,-1.0,1.0,5.54,2645780931.0,6.0,30.0,-2.0,8.65,1.0,1.0,51.33,-2.0,0.0,3.53,1,3,10,,0.0,462699,1,1755095138.54,1,112.0,507.0,0,0.0,2.0,1432.0,-2.0,7.89,-1.0,1.0,3.24,2437650981.0,6.0,20.0,-2.0,9.11,3.0,1.0,74.91,-1.0,0.0,2.78,1,4,10,,0.0,Democrat,Moderate,,1,1,10,,0.0,35-44,Male,,,1,1
