participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.real_world_currency_per_point,session.config.name,session.config.completionlink,session.config.participation_fee,my_survey_static.1.player.id_in_group,my_survey_static.1.player.role,my_survey_static.1.player.payoff,my_survey_static.1.player.participant_label,my_survey_static.1.player.topic_number,my_survey_static.1.player.tmp_topics,my_survey_static.1.player.positioning_user,my_survey_static.1.player.time_positioning,my_survey_static.1.player.I_understand,my_survey_static.1.player.time_taskexplaination,my_survey_static.1.player.tmp_ranking,my_survey_static.1.player.click_rank,my_survey_static.1.player.click_id,my_survey_static.1.player.positioning_true,my_survey_static.1.player.time_rankig,my_survey_static.1.player.highlight,my_survey_static.1.player.read_more_highlight,my_survey_static.1.player.time_highlight,my_survey_static.1.player.positioning_text,my_survey_static.1.player.read_more_positioning,my_survey_static.1.player.time_positioning_text,my_survey_static.1.group.id_in_subsession,my_survey_static.1.subsession.round_number,my_survey_static.2.player.id_in_group,my_survey_static.2.player.role,my_survey_static.2.player.payoff,my_survey_static.2.player.participant_label,my_survey_static.2.player.topic_number,my_survey_static.2.player.tmp_topics,my_survey_static.2.player.positioning_user,my_survey_static.2.player.time_positioning,my_survey_static.2.player.I_understand,my_survey_static.2.player.time_taskexplaination,my_survey_static.2.player.tmp_ranking,my_survey_static.2.player.click_rank,my_survey_static.2.player.click_id,my_survey_static.2.player.positioning_true,my_survey_static.2.player.time_rankig,my_survey_static.2.player.highlight,my_survey_static.2.player.read_more_highlight,my_survey_static.2.player.time_highlight,my_survey_static.2.player.positioning_text,my_survey_static.2.player.read_more_positioning,my_survey_static.2.player.time_positioning_text,my_survey_static.2.group.id_in_subsession,my_survey_static.2.subsession.round_number,my_survey_static.3.player.id_in_group,my_survey_static.3.player.role,my_survey_static.3.player.payoff,my_survey_static.3.player.participant_label,my_survey_static.3.player.topic_number,my_survey_static.3.player.tmp_topics,my_survey_static.3.player.positioning_user,my_survey_static.3.player.time_positioning,my_survey_static.3.player.I_understand,my_survey_static.3.player.time_taskexplaination,my_survey_static.3.player.tmp_ranking,my_survey_static.3.player.click_rank,my_survey_static.3.player.click_id,my_survey_static.3.player.positioning_true,my_survey_static.3.player.time_rankig,my_survey_static.3.player.highlight,my_survey_static.3.player.read_more_highlight,my_survey_static.3.player.time_highlight,my_survey_static.3.player.positioning_text,my_survey_static.3.player.read_more_positioning,my_survey_static.3.player.time_positioning_text,my_survey_static.3.group.id_in_subsession,my_survey_static.3.subsession.round_number,my_survey_static.4.player.id_in_group,my_survey_static.4.player.role,my_survey_static.4.player.payoff,my_survey_static.4.player.participant_label,my_survey_static.4.player.topic_number,my_survey_static.4.player.tmp_topics,my_survey_static.4.player.positioning_user,my_survey_static.4.player.time_positioning,my_survey_static.4.player.I_understand,my_survey_static.4.player.time_taskexplaination,my_survey_static.4.player.tmp_ranking,my_survey_static.4.player.click_rank,my_survey_static.4.player.click_id,my_survey_static.4.player.positioning_true,my_survey_static.4.player.time_rankig,my_survey_static.4.player.highlight,my_survey_static.4.player.read_more_highlight,my_survey_static.4.player.time_highlight,my_survey_static.4.player.positioning_text,my_survey_static.4.player.read_more_positioning,my_survey_static.4.player.time_positioning_text,my_survey_static.4.group.id_in_subsession,my_survey_static.4.subsession.round_number,ideology.1.player.id_in_group,ideology.1.player.role,ideology.1.player.payoff,ideology.1.player.leaning,ideology.1.player.leaning_strength,ideology.1.player.center_strength,ideology.1.group.id_in_subsession,ideology.1.subsession.round_number,demographics_and_payment.1.player.id_in_group,demographics_and_payment.1.player.role,demographics_and_payment.1.player.payoff,demographics_and_payment.1.player.age,demographics_and_payment.1.player.gender,demographics_and_payment.1.player.gender_open,demographics_and_payment.1.player.comment,demographics_and_payment.1.group.id_in_subsession,demographics_and_payment.1.subsession.round_number
179,zztingvf,692310,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:44:37.600085,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,19,,0.0,692310,1,1,1,58.16,1,47.67,2570436189,4,14,,51.85,3,0,86.78,1,0,59.47,9,1,19,,0.0,692310,3,13,1,15.84,1,15.21,4153069872,6,39,,45.96,3,1,188.82,2,0,8.17,9,2,19,,0.0,692310,4,134,-2,21.83,1,6.62,2850914637,9,47,,43.85,3,0,48.39,1,0,22.58,9,3,19,,0.0,692310,2,1342,2,11.33,1,6.76,5923174860,4,21,,27.13,3,1,123.39,-2,0,15.12,9,4,179,,0.0,Republican,Moderate,,1,1,179,,0.0,45-54,Female,,,1,1
180,cvgfettw,827689,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:44:53.755572,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,20,,0.0,827689,2,2,1,52.04,1,14.78,7681502943,4,25,,82.87,3,1,121.26,0,0,13.33,9,1,20,,0.0,827689,3,23,1,17.43,1,44.57,5418670293,1,34,,133.03,0,1,183.3,0,0,6.75,9,2,20,,0.0,827689,1,231,-1,19.64,1,15.19,9785460123,3,15,,172.88,2,1,212.97,0,0,4.44,9,3,20,,0.0,827689,4,2314,-1,15.92,1,12.96,6572043819,1,45,,39.15,3,1,352.41,0,0,4.7,9,4,180,,0.0,Republican,Moderate,,1,1,180,,0.0,18-24,Female,,,1,1
181,psv9tkly,948073,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:44:55.024609,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,1,,0.0,948073,3,3,0,86.64,1,27.27,0428973165,0,30,,78.26,3,1,158.69,-2,1,123.82,10,1,1,,0.0,948073,4,34,-2,25.01,1,48.41,6735840192,3,45,,98.39,3,1,55.79,-2,1,131.2,10,2,1,,0.0,948073,2,342,0,49.17,1,8.36,8057193462,8,26,,9.87,3,1,50.9,-1,1,35.56,10,3,1,,0.0,948073,1,3421,-2,23.84,1,5.97,0342516978,5,11,,13.11,3,1,38.52,-2,1,17.77,10,4,181,,0.0,Independent,,Center,1,1,181,,0.0,25-34,Female,,,1,1
182,z72dq2jl,350488,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:45:10.840839,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,2,,0.0,350488,3,3,1,222.29,1,18.21,2409571683,3,39,,27.46,1,1,32.19,2,1,36.88,10,1,2,,0.0,350488,1,31,-2,18.19,1,2.73,2519437086,6,17,,3.89,2,1,25.74,-2,1,35.54,10,2,2,,0.0,350488,2,312,0,71.67,1,2.88,7469201538,6,21,,2.9,2,1,40.87,1,1,37.35,10,3,2,,0.0,350488,4,3124,1,42.65,1,5.07,9106342857,5,44,,2.18,2,1,53.97,-2,1,109.64,10,4,182,,0.0,Democrat,Moderate,,1,1,182,,0.0,55-64,Male,,All good,1,1
183,nucfnv86,211649,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:45:14.098420,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,3,,0.0,211649,2,2,2,29.94,1,3.89,3967124508,3,27,,2.22,2,0,5.28,2,0,5.38,10,1,3,,0.0,211649,3,23,-2,6.07,1,2.96,7510329486,4,33,,5.37,2,1,4.92,-2,1,6.87,10,2,3,,0.0,211649,4,234,-2,8.71,1,3.59,7301548962,0,47,,3.0,2,1,4.95,-2,0,3.95,10,3,3,,0.0,211649,1,2341,2,7.98,1,3.56,5849361702,0,15,,2.55,2,1,5.75,2,0,5.98,10,4,183,,0.0,Republican,Strong,,1,1,183,,0.0,25-34,Male,,,1,1
184,p938fqqz,533002,0,21,26,ideology,Leaning,2025-06-26 15:45:16.376013,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,4,,0.0,533002,1,1,-2,22.51,1,52.35,9703185426,3,13,,28.16,0,1,61.67,-2,0,349.92,10,1,4,,0.0,533002,3,13,-2,14.03,1,19.95,5631740829,0,35,,29.68,0,1,12.29,-1,0,6.35,10,2,4,,0.0,533002,2,132,-2,18.51,1,6.21,8513092476,0,28,,29.34,0,0,6.79,-1,0,5.58,10,3,4,,0.0,533002,4,1324,-2,6.5,1,4.67,3592847601,9,41,,27.12,0,0,6.99,-1,0,5.76,10,4,184,,0.0,,,,1,1,184,,0.0,,,,,1,1
185,cbc49ves,282508,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:45:47.887749,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,5,,0.0,282508,4,4,-1,9.0,1,15.21,4361705982,3,41,,31.57,3,0,23.05,0,0,37.31,10,1,5,,0.0,282508,3,43,-2,30.68,1,9.91,4805693217,4,36,,68.1,1,0,8.57,1,0,2.45,10,2,5,,0.0,282508,2,432,-1,3.79,1,1.96,9475186203,3,25,,30.52,3,0,6.23,2,0,2.56,10,3,5,,0.0,282508,1,4321,0,3.53,1,2.71,4782601953,4,16,,20.7,2,0,5.99,-2,0,2.4,10,4,185,,0.0,Independent,,Democrat Party,1,1,185,,0.0,35-44,Male,,,1,1
186,6tbvf7st,506645,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:45:48.020077,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,6,,0.0,506645,3,3,-2,28.39,1,21.69,4952067138,7,31,,60.03,1,1,112.1,-1,0,36.21,10,1,6,,0.0,506645,4,34,-2,23.86,1,10.52,8329405761,5,40,,76.95,2,1,138.82,-2,0,5.5,10,2,6,,0.0,506645,2,342,0,39.13,1,14.64,8046791253,7,22,,75.17,3,1,136.67,-2,0,5.56,10,3,6,,0.0,506645,1,3421,-1,43.22,1,8.32,5612837094,5,13,,74.3,0,1,145.54,-2,0,5.76,10,4,186,,0.0,Democrat,Strong,,1,1,186,,0.0,55-64,Female,,,1,1
187,l8hwa5qo,264746,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:45:54.704562,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,7,,0.0,264746,4,4,-1,134.7,1,49.65,1937460852,0,41,,142.41,2,1,166.77,-1,0,45.47,10,1,7,,0.0,264746,3,43,2,35.4,1,17.76,3021859764,4,38,,10.56,2,1,55.01,2,0,63.17,10,2,7,,0.0,264746,2,432,2,17.55,1,18.21,8427031569,0,28,,12.49,2,0,12.14,1,0,10.43,10,3,7,,0.0,264746,1,4321,2,15.39,1,5.36,0467912385,1,14,,6.38,2,1,171.46,-1,0,10.9,10,4,187,,0.0,Independent,,Republican Party,1,1,187,,0.0,25-34,Male,,,1,1
188,jv9sqq5m,124501,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:46:05.910727,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,8,,0.0,124501,2,2,-2,47.9,1,92.59,5021798634,2,22,,42.17,0,0,19.68,-2,0,9.52,10,1,8,,0.0,124501,1,21,2,38.0,1,9.03,9617540832,0,19,,2.87,1,0,4.93,2,0,4.31,10,2,8,,0.0,124501,4,214,-2,25.4,1,3.36,1729480365,1,47,,4.84,1,0,4.8,2,0,11.52,10,3,8,,0.0,124501,3,2143,-2,26.23,1,3.49,2817946035,3,37,,4.88,0,0,5.45,2,0,7.46,10,4,188,,0.0,Democrat,Strong,,1,1,188,,0.0,25-34,Female,,,1,1
189,rltx6nks,944028,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:46:08.405303,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,9,,0.0,944028,3,3,-1,26.98,1,22.07,4560198237,9,37,,36.33,3,1,82.08,0,1,53.27,10,1,9,,0.0,944028,4,34,-1,15.31,1,9.98,4983052716,6,42,,16.77,3,1,41.04,-1,1,44.88,10,2,9,,0.0,944028,1,341,-1,16.32,1,6.17,1054378296,2,15,,3.88,3,0,11.82,-1,1,37.28,10,3,9,,0.0,944028,2,3412,-1,7.92,1,3.4,5479018362,8,26,,6.37,3,0,15.72,0,1,14.28,10,4,189,,0.0,Independent,,Republican Party,1,1,189,,0.0,18-24,Male,,,1,1
190,hizh9vmk,289670,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:46:29.837504,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,10,,0.0,289670,1,1,-2,7.14,1,3.5,8749351026,1,17,,18.51,3,1,100.95,0,1,16.34,10,1,10,,0.0,289670,4,14,-2,3.91,1,5.87,8670592341,4,45,,10.09,3,1,27.58,0,0,2.55,10,2,10,,0.0,289670,2,142,-2,3.83,1,2.3,6940851723,2,24,,149.6,3,1,68.3,0,0,4.07,10,3,10,,0.0,289670,3,1423,-1,4.8,1,1.95,2859674031,0,32,,7.32,3,1,14.7,0,0,3.1,10,4,190,,0.0,Democrat,Moderate,,1,1,190,,0.0,25-34,Male,,,1,1
191,bdnmwm9y,254473,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:46:40.708977,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,11,,0.0,254473,2,2,-2,21.9,1,3.43,4815906273,1,28,,2.87,2,0,12.63,-2,0,3.01,10,1,11,,0.0,254473,1,21,-2,3.25,1,18.44,5086139274,0,15,,12.93,3,0,3.12,-2,0,3.91,10,2,11,,0.0,254473,4,214,-2,11.42,1,5.94,5371826904,0,45,,10.88,3,0,6.88,-2,0,7.64,10,3,11,,0.0,254473,3,2143,-2,13.14,1,4.72,8694317052,2,39,,3.4,3,0,4.94,-2,0,11.37,10,4,191,,0.0,Republican,Strong,,1,1,191,,0.0,35-44,Male,,,1,1
192,ztzojamk,881156,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:46:41.576761,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,12,,0.0,881156,2,2,1,21.61,1,18.55,0675314289,1,26,,11.71,0,1,72.26,0,0,9.86,10,1,12,,0.0,881156,1,21,-1,13.3,1,15.68,1634287950,2,13,,14.66,3,0,39.28,-2,1,34.5,10,2,12,,0.0,881156,3,213,1,20.28,1,14.07,4019578623,0,34,,5.81,3,1,73.24,0,0,5.81,10,3,12,,0.0,881156,4,2134,-1,19.01,1,11.96,6387425109,3,47,,35.7,0,1,109.44,1,0,3.79,10,4,192,,0.0,Republican,Moderate,,1,1,192,,0.0,35-44,Male,,,1,1
193,poyfm7vy,839966,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:46:44.656555,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,13,,0.0,839966,3,3,1,46.55,1,25.11,3291805746,2,39,,21.42,0,0,85.2,1,0,14.45,10,1,13,,0.0,839966,2,32,0,26.12,1,22.15,1075283946,2,27,,6.45,3,0,42.93,2,0,5.23,10,2,13,,0.0,839966,4,324,0,17.83,1,7.61,3965107824,0,43,,3.08,3,0,40.95,-1,0,3.53,10,3,13,,0.0,839966,1,3241,1,50.48,1,4.78,5731689420,0,15,,3.01,3,0,26.44,1,0,5.32,10,4,193,,0.0,Independent,,Republican Party,1,1,193,,0.0,45-54,Male,,Thank you,1,1
194,tbk4zm5q,256525,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:46:53.272864,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,14,,0.0,256525,2,2,-2,26.69,1,14.83,1548623079,2,24,,24.45,3,1,80.7,0,0,10.12,10,1,14,,0.0,256525,4,24,-2,10.29,1,11.01,6819354027,6,44,,36.94,0,1,156.58,-2,0,4.81,10,2,14,,0.0,256525,1,241,-2,21.89,1,10.08,9521840736,1,15,,23.2,0,1,199.51,0,0,7.66,10,3,14,,0.0,256525,3,2413,-2,9.75,1,8.67,8064235791,7,37,,21.37,3,1,83.99,0,0,3.28,10,4,194,,0.0,Democrat,Strong,,1,1,194,,0.0,35-44,Male,,,1,1
195,os9dj289,215341,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:46:55.430469,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,15,,0.0,215341,2,2,-2,77.52,1,67.19,3206451798,8,29,,75.04,2,1,342.6,-2,0,36.97,10,1,15,,0.0,215341,4,24,2,24.43,1,9.67,8045136927,1,40,,12.02,2,1,43.49,2,0,8.65,10,2,15,,0.0,215341,3,243,-2,26.25,1,9.04,1497568302,1,34,,12.24,2,1,19.91,-2,0,8.95,10,3,15,,0.0,215341,1,2431,2,17.32,1,4.96,5194602837,3,14,,18.79,2,1,16.91,2,0,8.74,10,4,195,,0.0,Republican,Moderate,,1,1,195,,0.0,55-64,Male,,no comment,1,1
196,mgnm49me,452665,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:47:00.268458,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,16,,0.0,452665,4,4,-2,13.43,1,38.78,2790384165,0,42,,34.91,3,0,27.32,0,0,10.26,10,1,16,,0.0,452665,1,41,-2,12.25,1,3.47,8567140239,7,12,,37.35,3,0,30.09,0,0,2.96,10,2,16,,0.0,452665,2,412,-2,7.86,1,2.67,7384620591,9,21,,35.6,3,0,19.25,-2,0,4.36,10,3,16,,0.0,452665,3,4123,-2,13.65,1,4.5,0239867514,0,30,,31.07,3,0,14.47,0,0,2.64,10,4,196,,0.0,Democrat,Strong,,1,1,196,,0.0,25-34,Male,,,1,1
197,lmp4dim5,202592,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:47:09.722298,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,17,,0.0,202592,1,1,1,1225.16,1,138.69,8506217394,1,15,,32.12,3,1,64.0,0,0,17.85,10,1,17,,0.0,202592,3,13,2,93.25,1,2.71,7219084536,5,38,,30.12,0,1,51.34,2,0,7.68,10,2,17,,0.0,202592,4,134,0,57.76,1,10.96,3012549867,4,45,,6.48,3,1,71.98,1,0,14.34,10,3,17,,0.0,202592,2,1342,0,11.8,1,3.61,4072391658,0,24,,11.03,0,1,156.46,0,0,7.4,10,4,197,,0.0,Republican,Moderate,,1,1,197,,0.0,35-44,Female,,,1,1
198,n3xznfpo,341530,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:47:30.658167,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,18,,0.0,341530,1,1,0,132.93,1,66.73,8905214367,5,11,,25.33,2,0,25.02,0,0,15.92,10,1,18,,0.0,341530,2,12,0,18.31,1,6.44,1284953067,5,25,,98.23,0,0,7.19,-1,0,10.31,10,2,18,,0.0,341530,4,124,-1,12.0,1,4.68,5692084731,0,45,,15.05,2,0,5.29,1,0,9.31,10,3,18,,0.0,341530,3,1243,1,4.6,1,4.53,3291047568,2,39,,2.8,1,0,4.96,0,0,5.21,10,4,198,,0.0,Republican,Moderate,,1,1,198,,0.0,25-34,Male,,,1,1
199,vto7apey,504201,0,2,26,my_survey_static,Task_explaination,2025-06-26 15:47:37.744426,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,19,,0.0,504201,3,3,1,67.23,,,,,,,,,,,,,,10,1,19,,0.0, ,,,,,,,,,,,,,,,,,,10,2,19,,0.0, ,,,,,,,,,,,,,,,,,,10,3,19,,0.0, ,,,,,,,,,,,,,,,,,,10,4,199,,0.0,,,,1,1,199,,0.0,,,,,1,1
200,fcgcyvtq,304477,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:47:55.215068,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,20,,0.0,304477,2,2,2,21.3,1,47.17,9406328157,0,29,,49.52,3,1,172.94,2,0,19.39,10,1,20,,0.0,304477,1,21,2,32.9,1,14.35,5913628740,7,17,,31.95,3,1,297.55,0,0,11.38,10,2,20,,0.0,304477,4,214,2,30.62,1,3.46,3087614952,2,48,,9.52,3,1,207.02,2,0,4.75,10,3,20,,0.0,304477,3,2143,0,53.43,1,27.87,0925486137,1,39,,18.11,3,1,167.45,0,0,3.91,10,4,200,,0.0,Republican,Moderate,,1,1,200,,0.0,35-44,Male,,,1,1
201,ehwddmsz,461932,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:47:58.104897,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,1,,0.0,461932,3,3,-2,9.05,1,10.43,7516403892,1,35,,11.95,3,1,29.23,0,0,6.22,11,1,1,,0.0,461932,4,34,-2,6.01,1,6.97,6537428109,2,43,,3.76,0,1,40.91,-1,0,5.42,11,2,1,,0.0,461932,2,342,-2,4.21,1,4.88,2580763419,0,22,,1.49,1,1,24.58,-2,0,3.22,11,3,1,,0.0,461932,1,3421,-2,4.94,1,4.27,8029416375,1,10,,3.25,0,1,15.23,-2,0,3.08,11,4,201,,0.0,Independent,,Democrat Party,1,1,201,,0.0,18-24,Female,,,1,1
202,8rp3cga2,372833,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:48:00.304790,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,2,,0.0,372833,3,3,-1,12.62,1,12.39,4780965213,1,37,,8.32,3,1,54.06,2,0,4.83,11,1,2,,0.0,372833,4,34,-2,10.24,1,3.22,9283471560,1,42,,15.91,0,0,8.57,-1,0,8.79,11,2,2,,0.0,372833,1,341,-2,5.84,1,4.89,5986310247,0,15,,2.57,3,0,35.06,0,0,2.89,11,3,2,,0.0,372833,2,3412,-2,5.37,1,2.6,3784605192,1,27,,4.83,3,0,15.11,2,0,2.59,11,4,202,,0.0,Democrat,Moderate,,1,1,202,,0.0,25-34,Other,Agender,,1,1
203,fhk0lv2g,101438,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:48:30.174380,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,3,,0.0,101438,1,1,2,24.6,1,15.61,4731520986,8,18,,44.99,3,1,77.53,0,1,30.63,11,1,3,,0.0,101438,2,12,0,10.13,1,3.03,0536247189,1,25,,23.28,3,1,9.78,0,1,17.75,11,2,3,,0.0,101438,3,123,1,6.46,1,2.18,8671349025,0,38,,28.92,3,1,8.75,0,1,24.62,11,3,3,,0.0,101438,4,1234,2,5.11,1,2.17,6913258074,4,42,,27.96,3,1,33.25,0,1,4.63,11,4,203,,0.0,Independent,,Republican Party,1,1,203,,0.0,25-34,Male,,Longer than stated time,1,1
204,gcvbgsz7,235755,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:48:40.510418,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,4,,0.0,235755,1,1,-1,7.81,1,10.47,5897420136,5,12,,15.91,3,1,58.36,-1,1,30.61,11,1,4,,0.0,235755,4,14,-2,5.05,1,4.67,1583647029,2,48,,16.39,3,1,27.43,1,0,5.18,11,2,4,,0.0,235755,2,142,-2,10.88,1,1.87,2516438907,3,26,,8.21,0,1,55.77,0,0,3.57,11,3,4,,0.0,235755,3,1423,-2,2.97,1,1.45,1234806957,0,31,,11.27,3,1,39.43,-1,1,18.23,11,4,204,,0.0,Democrat,Moderate,,1,1,204,,0.0,35-44,Male,,None,1,1
205,fp043zn9,468297,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:48:41.525583,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,5,,0.0,468297,1,1,1,32.56,1,42.83,2790418365,6,18,,70.46,0,1,47.33,-2,1,16.08,11,1,5,,0.0,468297,3,13,-1,21.18,1,4.03,8145260973,6,30,,11.49,1,1,15.84,1,0,2.77,11,2,5,,0.0,468297,4,134,-1,47.65,1,2.97,1584062793,6,42,,15.33,0,1,9.27,-1,0,5.03,11,3,5,,0.0,468297,2,1342,1,11.05,1,2.36,8417256930,1,24,,3.71,0,0,10.13,1,0,8.81,11,4,205,,0.0,Republican,Moderate,,1,1,205,,0.0,35-44,Male,,Thank You!,1,1
206,p2k4j61a,136871,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:49:08.496577,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,6,,0.0,136871,1,1,2,60.84,1,2.32,0217368954,9,14,,20.79,3,1,10.47,-2,0,6.31,11,1,6,,0.0,136871,2,12,2,4.48,1,1.68,1235749860,0,21,,91.87,3,1,11.12,-2,0,7.46,11,2,6,,0.0,136871,4,124,2,4.37,1,3.31,4972016385,1,49,,48.78,3,1,20.35,-2,0,8.01,11,3,6,,0.0,136871,3,1243,2,5.33,1,2.19,6452708391,0,36,,2.18,3,0,6.81,-1,0,7.53,11,4,206,,0.0,Republican,Strong,,1,1,206,,0.0,18-24,Male,,,1,1
207,w9jpjmm6,291928,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:49:27.978149,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,7,,0.0,291928,4,4,-2,302.39,1,15.2,0923416785,9,45,,134.79,2,0,212.72,0,0,17.82,11,1,7,,0.0,291928,1,41,-1,52.75,1,8.58,6097842315,5,14,,26.43,3,0,91.68,0,0,8.12,11,2,7,,0.0,291928,3,413,-1,22.72,1,9.3,1908736245,8,34,,87.3,1,0,133.96,0,0,6.37,11,3,7,,0.0,291928,2,4132,-2,9.64,1,14.07,2564701938,3,24,,255.11,1,0,25.84,0,0,3.08,11,4,207,,0.0,Democrat,Strong,,1,1,207,,0.0,35-44,Male,,,1,1
208,b255u1jp,655727,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:49:33.351616,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,8,,0.0,655727,2,2,-1,8.15,1,5.31,9425138760,0,29,,46.35,3,0,16.03,2,0,6.76,11,1,8,,0.0,655727,3,23,-2,7.97,1,2.6,2749138605,4,31,,5.06,2,0,37.8,-2,1,18.3,11,2,8,,0.0,655727,4,234,-2,10.67,1,3.34,4895713062,5,41,,5.24,0,1,12.69,-1,0,4.56,11,3,8,,0.0,655727,1,2341,0,5.19,1,1.84,3987156204,2,18,,2.49,0,0,4.87,-1,0,4.91,11,4,208,,0.0,Democrat,Moderate,,1,1,208,,0.0,18-24,Female,,,1,1
