participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.real_world_currency_per_point,session.config.name,session.config.completionlink,session.config.participation_fee,my_survey_static.1.player.id_in_group,my_survey_static.1.player.role,my_survey_static.1.player.payoff,my_survey_static.1.player.participant_label,my_survey_static.1.player.topic_number,my_survey_static.1.player.tmp_topics,my_survey_static.1.player.positioning_user,my_survey_static.1.player.time_positioning,my_survey_static.1.player.I_understand,my_survey_static.1.player.time_taskexplaination,my_survey_static.1.player.tmp_ranking,my_survey_static.1.player.click_rank,my_survey_static.1.player.click_id,my_survey_static.1.player.positioning_true,my_survey_static.1.player.time_rankig,my_survey_static.1.player.highlight,my_survey_static.1.player.read_more_highlight,my_survey_static.1.player.time_highlight,my_survey_static.1.player.positioning_text,my_survey_static.1.player.read_more_positioning,my_survey_static.1.player.time_positioning_text,my_survey_static.1.group.id_in_subsession,my_survey_static.1.subsession.round_number,my_survey_static.2.player.id_in_group,my_survey_static.2.player.role,my_survey_static.2.player.payoff,my_survey_static.2.player.participant_label,my_survey_static.2.player.topic_number,my_survey_static.2.player.tmp_topics,my_survey_static.2.player.positioning_user,my_survey_static.2.player.time_positioning,my_survey_static.2.player.I_understand,my_survey_static.2.player.time_taskexplaination,my_survey_static.2.player.tmp_ranking,my_survey_static.2.player.click_rank,my_survey_static.2.player.click_id,my_survey_static.2.player.positioning_true,my_survey_static.2.player.time_rankig,my_survey_static.2.player.highlight,my_survey_static.2.player.read_more_highlight,my_survey_static.2.player.time_highlight,my_survey_static.2.player.positioning_text,my_survey_static.2.player.read_more_positioning,my_survey_static.2.player.time_positioning_text,my_survey_static.2.group.id_in_subsession,my_survey_static.2.subsession.round_number,my_survey_static.3.player.id_in_group,my_survey_static.3.player.role,my_survey_static.3.player.payoff,my_survey_static.3.player.participant_label,my_survey_static.3.player.topic_number,my_survey_static.3.player.tmp_topics,my_survey_static.3.player.positioning_user,my_survey_static.3.player.time_positioning,my_survey_static.3.player.I_understand,my_survey_static.3.player.time_taskexplaination,my_survey_static.3.player.tmp_ranking,my_survey_static.3.player.click_rank,my_survey_static.3.player.click_id,my_survey_static.3.player.positioning_true,my_survey_static.3.player.time_rankig,my_survey_static.3.player.highlight,my_survey_static.3.player.read_more_highlight,my_survey_static.3.player.time_highlight,my_survey_static.3.player.positioning_text,my_survey_static.3.player.read_more_positioning,my_survey_static.3.player.time_positioning_text,my_survey_static.3.group.id_in_subsession,my_survey_static.3.subsession.round_number,my_survey_static.4.player.id_in_group,my_survey_static.4.player.role,my_survey_static.4.player.payoff,my_survey_static.4.player.participant_label,my_survey_static.4.player.topic_number,my_survey_static.4.player.tmp_topics,my_survey_static.4.player.positioning_user,my_survey_static.4.player.time_positioning,my_survey_static.4.player.I_understand,my_survey_static.4.player.time_taskexplaination,my_survey_static.4.player.tmp_ranking,my_survey_static.4.player.click_rank,my_survey_static.4.player.click_id,my_survey_static.4.player.positioning_true,my_survey_static.4.player.time_rankig,my_survey_static.4.player.highlight,my_survey_static.4.player.read_more_highlight,my_survey_static.4.player.time_highlight,my_survey_static.4.player.positioning_text,my_survey_static.4.player.read_more_positioning,my_survey_static.4.player.time_positioning_text,my_survey_static.4.group.id_in_subsession,my_survey_static.4.subsession.round_number,ideology.1.player.id_in_group,ideology.1.player.role,ideology.1.player.payoff,ideology.1.player.leaning,ideology.1.player.leaning_strength,ideology.1.player.center_strength,ideology.1.group.id_in_subsession,ideology.1.subsession.round_number,demographics_and_payment.1.player.id_in_group,demographics_and_payment.1.player.role,demographics_and_payment.1.player.payoff,demographics_and_payment.1.player.age,demographics_and_payment.1.player.gender,demographics_and_payment.1.player.gender_open,demographics_and_payment.1.player.comment,demographics_and_payment.1.group.id_in_subsession,demographics_and_payment.1.subsession.round_number
73,pqq65he5,243284,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:36:38.789125,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,13,,0.0,243284,4,4,-2,107.2,1,48.07,0264587139,1,42,,31.12,2,1,27.12,-2,0,19.9,4,1,13,,0.0,243284,2,42,-1,24.96,1,8.68,6845791023,8,22,,33.77,2,1,25.24,-1,0,17.16,4,2,13,,0.0,243284,1,421,-2,43.03,1,14.26,1503924867,1,15,,17.51,2,1,14.92,-2,1,16.83,4,3,13,,0.0,243284,3,4213,-1,19.65,1,3.34,4275068913,2,37,,21.52,2,0,7.83,-1,1,16.44,4,4,73,,0.0,Democrat,Strong,,1,1,73,,0.0,25-34,Female,,,1,1
74,1hem0x0e,372549,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:36:41.409312,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,14,,0.0,372549,2,2,1,6.31,1,12.28,5831294067,1,28,,42.39,3,0,21.24,0,0,34.98,4,1,14,,0.0,372549,4,24,2,17.49,1,11.51,6017832495,0,46,,13.53,2,0,8.41,2,0,11.8,4,2,14,,0.0,372549,1,241,2,9.76,1,5.83,5091386247,2,19,,35.31,3,0,6.05,2,0,8.72,4,3,14,,0.0,372549,3,2413,1,17.31,1,5.14,9078245163,3,38,,11.39,2,0,4.96,2,0,4.88,4,4,74,,0.0,Independent,,Republican Party,1,1,74,,0.0,55-64,Male,,Some things to consider ,1,1
75,bdmzohcc,589007,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:36:42.656409,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,15,,0.0,589007,4,4,2,13.51,1,9.76,3965074281,8,48,,51.93,3,0,36.4,-1,1,33.47,4,1,15,,0.0,589007,1,41,2,5.59,1,5.89,0423976851,3,13,,32.7,3,1,64.54,0,1,13.89,4,2,15,,0.0,589007,2,412,2,5.44,1,5.88,0926178543,7,25,,13.85,3,1,8.07,0,1,32.7,4,3,15,,0.0,589007,3,4123,2,4.49,1,2.94,9708314265,7,32,,28.47,3,1,32.47,0,1,15.29,4,4,75,,0.0,Republican,Strong,,1,1,75,,0.0,45-54,Female,,,1,1
76,vqzsvhcv,717351,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:36:50.025550,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,16,,0.0,717351,2,2,2,22.58,1,27.38,3924576018,1,29,,6.06,0,0,41.28,2,0,9.91,4,1,16,,0.0,717351,3,23,2,10.36,1,5.55,3104586927,0,33,,3.94,1,0,23.0,2,0,5.44,4,2,16,,0.0,717351,4,234,2,17.41,1,5.6,0721386549,3,41,,15.91,0,0,23.73,2,0,8.34,4,3,16,,0.0,717351,1,2341,2,12.12,1,4.76,6208375914,3,18,,11.94,3,0,13.6,-2,0,11.0,4,4,76,,0.0,Republican,Strong,,1,1,76,,0.0,55-64,Male,,,1,1
77,njxs40d5,864658,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:36:52.613683,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,17,,0.0,864658,4,4,-2,32.09,1,10.09,3502941867,6,41,,139.91,2,1,55.66,1,1,11.96,4,1,17,,0.0,864658,1,41,-2,12.18,1,9.0,3514028697,9,17,,152.74,2,1,23.58,-1,1,19.73,4,2,17,,0.0,864658,3,413,-2,23.92,1,3.62,6514302987,0,36,,3.56,2,1,8.43,1,1,11.0,4,3,17,,0.0,864658,2,4132,-2,14.01,1,3.54,8731520964,3,21,,103.04,1,1,18.85,-2,0,5.77,4,4,77,,0.0,Democrat,Moderate,,1,1,77,,0.0,55-64,Male,,,1,1
78,cdaky4z8,124574,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:36:55.282887,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,18,,0.0,124574,4,4,-1,35.99,1,35.9,3490872165,9,45,,24.22,3,1,213.56,-1,0,15.63,4,1,18,,0.0,124574,1,41,2,26.26,1,8.6,7865243091,2,16,,15.91,2,1,78.22,2,0,9.11,4,2,18,,0.0,124574,2,412,1,53.43,1,3.72,8156732409,0,28,,8.97,2,1,86.45,1,0,6.47,4,3,18,,0.0,124574,3,4123,1,50.0,1,3.84,6214985370,0,36,,3.67,2,1,70.31,1,0,6.3,4,4,78,,0.0,Republican,Moderate,,1,1,78,,0.0,45-54,Male,N/A,Interesting study,1,1
79,e7jcl44h,506566,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:36:57.558630,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,19,,0.0,506566,1,1,1,32.73,1,31.69,1039278456,7,14,,36.48,3,0,62.6,0,0,11.05,4,1,19,,0.0,506566,2,12,1,53.4,1,24.55,3709486125,1,27,,13.19,3,0,44.14,1,0,16.36,4,2,19,,0.0,506566,3,123,0,14.51,1,22.83,8091354762,1,30,,4.3,3,0,24.15,-1,0,7.09,4,3,19,,0.0,506566,4,1234,-1,6.64,1,7.27,5780192634,4,41,,4.99,2,0,10.37,-2,0,6.73,4,4,79,,0.0,Republican,Moderate,,1,1,79,,0.0,25-34,Female,,,1,1
80,q9e8a5y0,705024,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:36:57.907668,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,20,,0.0,705024,2,2,-2,8.23,1,12.3,0723564189,8,28,,14.62,3,1,37.71,1,1,27.73,4,1,20,,0.0,705024,4,24,-2,5.4,1,2.61,9257304816,1,42,,8.44,2,1,45.43,-1,0,3.13,4,2,20,,0.0,705024,1,241,-2,4.17,1,2.52,1063528749,6,18,,12.92,3,1,13.42,-1,0,3.77,4,3,20,,0.0,705024,3,2413,-2,3.17,1,1.72,1847923506,7,35,,7.32,3,1,9.34,-1,0,3.1,4,4,80,,0.0,Democrat,Strong,,1,1,80,,0.0,35-44,Male,,,1,1
81,d1xn4960,271118,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:37:02.567747,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,1,,0.0,271118,2,2,-2,38.97,1,25.37,3981502476,5,20,,64.55,3,1,104.3,2,0,26.76,5,1,1,,0.0,271118,4,24,2,40.96,1,18.8,0361957248,7,42,,52.09,3,1,111.55,-2,0,14.08,5,2,1,,0.0,271118,1,241,2,52.67,1,10.98,0315284697,6,14,,29.87,3,1,70.46,-1,0,18.87,5,3,1,,0.0,271118,3,2413,1,27.1,1,9.29,1290784563,5,38,,37.77,3,1,52.26,0,0,13.37,5,4,81,,0.0,Independent,,Center,1,1,81,,0.0,65+,Male,,"Thank you for allowing me to participate in this survey. It is somewhat sad that the views someone has on controversial issues ties them to one of the major political parties. If there were no political parties at all, I would still have the same views on just about everything. Thank you for allowing me to participate in this survey.",1,1
82,mrnib7gt,786088,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:37:06.535229,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,2,,0.0,786088,3,3,-2,63.5,1,5.6,2039584617,4,35,,90.83,0,0,35.88,-1,1,18.53,5,1,2,,0.0,786088,1,31,-2,38.42,1,4.1,2796350814,5,15,,22.76,0,1,137.85,0,0,3.35,5,2,2,,0.0,786088,4,314,-2,2.96,1,2.2,3740821596,5,42,,13.77,0,1,149.69,-1,0,3.93,5,3,2,,0.0,786088,2,3142,-2,3.26,1,1.35,0189435276,1,21,,8.01,3,1,14.57,-2,0,2.81,5,4,82,,0.0,Democrat,Strong,,1,1,82,,0.0,25-34,Female,,,1,1
83,m2v4acg5,937994,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:37:10.075816,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,3,,0.0,937994,2,2,0,18.2,1,25.81,6803519427,7,24,,32.66,3,0,34.33,-1,0,13.62,5,1,3,,0.0,937994,4,24,0,10.38,1,9.31,2493108576,4,41,,39.06,3,0,48.21,0,0,10.77,5,2,3,,0.0,937994,3,243,1,18.33,1,8.64,1093258476,7,34,,52.39,3,0,41.42,0,0,7.13,5,3,3,,0.0,937994,1,2431,-1,19.37,1,7.41,7426985103,8,10,,45.8,0,0,28.28,0,0,9.13,5,4,83,,0.0,Independent,,Center,1,1,83,,0.0,65+,Male,,"I generally don't share news stories of any kind on social media whether I agree or disagree with them, because I am not attempting to persuade anyone to my views and because often it takes longer to get the full story.",1,1
84,btbif5ra,365836,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:37:14.187193,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,4,,0.0,365836,1,1,2,188.61,1,26.48,4360782159,4,17,,123.14,1,0,48.52,2,0,12.57,5,1,4,,0.0,365836,4,14,2,11.18,1,8.93,4036219587,4,42,,12.34,0,0,29.45,2,0,11.25,5,2,4,,0.0,365836,2,142,2,15.68,1,7.58,5782916043,8,24,,10.14,1,1,50.27,2,0,5.92,5,3,4,,0.0,365836,3,1423,2,22.15,1,6.15,1497302856,1,34,,3.92,2,0,11.58,2,0,5.31,5,4,84,,0.0,Republican,Moderate,,1,1,84,,0.0,35-44,Male,,,1,1
85,69h2p37x,914944,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:37:18.576912,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,5,,0.0,914944,2,2,1,64.34,1,31.69,7582496031,1,25,,34.28,2,1,167.38,-2,1,146.59,5,1,5,,0.0,914944,1,21,2,75.11,1,55.04,3862170549,0,13,,20.94,2,1,476.47,2,0,7.09,5,2,5,,0.0,914944,4,214,-2,20.77,1,14.24,4658231709,0,44,,36.66,2,1,149.46,-2,0,12.77,5,3,5,,0.0,914944,3,2143,-2,15.48,1,3.2,5976184032,0,35,,1.92,2,1,9.05,1,0,43.87,5,4,85,,0.0,Democrat,Moderate,,1,1,85,,0.0,65+,Male,,,1,1
86,2oipaw4t,452223,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:37:23.225366,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,6,,0.0,452223,3,3,0,33.49,1,30.11,9152364780,1,31,,53.18,3,0,52.63,1,0,28.86,5,1,6,,0.0,452223,2,32,-2,14.26,1,19.93,3581492067,7,20,,34.13,3,0,26.16,1,0,17.53,5,2,6,,0.0,452223,1,321,-1,15.1,1,10.34,7510942368,6,12,,16.12,3,0,38.91,-1,0,17.77,5,3,6,,0.0,452223,4,3214,-1,15.47,1,6.25,4760298315,3,40,,83.76,3,0,47.78,2,0,5.43,5,4,86,,0.0,Democrat,Strong,,1,1,86,,0.0,65+,Female,,,1,1
87,jipe3rq8,851156,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:37:25.473313,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,7,,0.0,851156,1,1,-2,50.5,1,39.71,6458271039,4,12,,51.57,0,1,211.8,-2,0,23.23,5,1,7,,0.0,851156,4,14,-2,22.59,1,15.44,8136074295,7,42,,62.64,0,1,161.25,-1,0,18.45,5,2,7,,0.0,851156,3,143,-2,17.4,1,7.87,7203649185,2,30,,21.04,2,1,95.24,-1,0,9.29,5,3,7,,0.0,851156,2,1432,-2,20.12,1,4.86,6395048172,7,21,,64.79,0,1,148.97,0,0,10.84,5,4,87,,0.0,Democrat,Strong,,1,1,87,,0.0,55-64,Female,,,1,1
88,ask8iq2r,523383,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:37:33.674661,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,8,,0.0,523383,2,2,-2,14.65,1,15.42,6487351902,6,21,,52.15,3,1,106.74,-2,0,12.13,5,1,8,,0.0,523383,3,23,-2,14.15,1,11.73,1762403985,9,35,,9.62,2,1,85.23,0,0,4.33,5,2,8,,0.0,523383,4,234,-2,13.25,1,7.78,7831596240,8,44,,8.67,2,0,65.29,0,0,2.96,5,3,8,,0.0,523383,1,2341,-2,9.61,1,3.95,6297138045,9,15,,9.76,2,1,312.71,0,0,4.39,5,4,88,,0.0,Democrat,Strong,,1,1,88,,0.0,45-54,Female,,,1,1
89,3q0td5h5,255235,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:37:35.405864,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,9,,0.0,255235,4,4,1,95.86,1,46.39,1374925608,2,47,,124.19,2,0,64.68,1,0,18.56,5,1,9,,0.0,255235,1,41,-1,62.4,1,42.51,0672438915,5,13,,29.16,1,0,39.61,2,0,8.92,5,2,9,,0.0,255235,3,413,-1,92.12,1,18.84,0347816925,1,33,,20.77,2,0,11.15,-2,0,13.45,5,3,9,,0.0,255235,2,4132,-1,17.32,1,4.2,5027184396,2,22,,32.5,0,0,23.07,0,0,9.63,5,4,89,,0.0,Republican,Moderate,,1,1,89,,0.0,35-44,Male,,n/a,1,1
90,tgojfmf5,734091,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:37:38.328604,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,10,,0.0,734091,3,3,-2,43.77,1,26.16,4612509837,5,30,,26.28,1,1,110.02,-1,1,28.17,5,1,10,,0.0,734091,1,31,-2,12.34,1,12.19,9158370264,9,14,,26.95,2,1,79.56,-2,0,5.96,5,2,10,,0.0,734091,4,314,-2,13.64,1,4.81,7836124059,0,47,,29.32,1,1,145.81,1,0,9.25,5,3,10,,0.0,734091,2,3142,-1,18.29,1,5.27,3609847521,8,22,,20.43,1,1,113.36,-1,0,5.58,5,4,90,,0.0,Democrat,Moderate,,1,1,90,,0.0,45-54,Female,,,1,1
91,jh1xi72t,743409,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:37:41.306782,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,11,,0.0,743409,2,2,2,25.8,1,20.38,4683091275,0,24,,40.27,3,1,75.64,0,0,20.77,5,1,11,,0.0,743409,3,23,-2,22.43,1,13.85,3249560187,2,34,,23.09,3,1,135.44,0,0,3.52,5,2,11,,0.0,743409,1,231,-2,137.97,1,6.24,6712945038,6,15,,23.77,3,1,91.14,-1,0,7.66,5,3,11,,0.0,743409,4,2314,-2,6.8,1,5.62,3419580726,1,44,,17.82,3,1,82.33,-1,0,7.51,5,4,91,,0.0,Independent,,Democrat Party,1,1,91,,0.0,45-54,Female,,I don't believe we have a true left. Democrats are centrists.,1,1
92,66h5cl7u,874611,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:37:42.223456,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,12,,0.0,874611,2,2,-1,5.65,1,7.47,9473621085,7,20,,26.24,3,0,8.95,1,0,17.59,5,1,12,,0.0,874611,4,24,-2,8.52,1,2.61,5319784062,0,45,,4.77,3,0,7.51,1,0,11.73,5,2,12,,0.0,874611,3,243,0,14.36,1,3.18,1679304528,0,31,,6.06,3,0,6.49,0,0,4.67,5,3,12,,0.0,874611,1,2431,0,2.59,1,2.87,6245019783,4,10,,3.62,3,0,5.48,-1,0,51.35,5,4,92,,0.0,Democrat,Moderate,,1,1,92,,0.0,55-64,Male,,,1,1
93,uqaipsp3,636225,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:37:47.630250,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,13,,0.0,636225,4,4,0,14.99,1,2.94,8975104263,7,42,,11.26,0,1,132.52,0,1,199.43,5,1,13,,0.0,636225,1,41,-2,6.82,1,2.49,4197802635,1,11,,9.62,0,1,39.01,0,1,58.39,5,2,13,,0.0,636225,3,413,0,13.58,1,3.8,4718960235,2,31,,53.82,3,1,62.57,1,1,104.55,5,3,13,,0.0,636225,2,4132,-1,15.63,1,106.26,8290637154,3,20,,10.54,0,1,107.42,1,1,58.46,5,4,93,,0.0,Independent,,Democrat Party,1,1,93,,0.0,25-34,Female,,,1,1
94,0vgq3zlr,249644,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:37:49.542997,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,14,,0.0,249644,2,2,-1,10.33,1,3.96,9802731546,1,28,,7.61,3,0,7.13,0,1,7.82,5,1,14,,0.0,249644,3,23,2,4.17,1,2.14,9274158360,6,38,,9.55,0,0,3.18,1,0,4.47,5,2,14,,0.0,249644,4,234,-1,3.0,1,1.38,3780954261,9,41,,8.34,0,0,2.59,1,0,2.76,5,3,14,,0.0,249644,1,2341,1,4.45,1,1.62,3258496170,7,11,,12.79,3,0,4.04,1,0,2.98,5,4,94,,0.0,Republican,Moderate,,1,1,94,,0.0,18-24,Female,,,1,1
95,cw4n4t2u,687018,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:37:56.558911,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,15,,0.0,687018,3,3,-1,9.49,1,9.7,6154809732,2,35,,20.25,1,0,31.63,0,0,10.68,5,1,15,,0.0,687018,2,32,-2,8.48,1,2.48,0817935462,9,22,,24.59,1,0,22.1,0,0,1.99,5,2,15,,0.0,687018,4,324,-2,3.97,1,1.57,6218409357,8,45,,12.35,3,0,18.55,0,0,2.75,5,3,15,,0.0,687018,1,3241,-1,11.38,1,1.73,0189723546,0,10,,10.82,1,0,5.15,-1,0,5.79,5,4,95,,0.0,Democrat,Strong,,1,1,95,,0.0,35-44,Male,,,1,1
96,djnqgnhn,573618,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:37:57.832787,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,16,,0.0,573618,2,2,-2,13.66,1,18.9,1647329085,4,23,,14.06,0,0,38.85,-1,0,15.6,5,1,16,,0.0,573618,4,24,-2,7.09,1,2.61,1978632504,0,41,,12.46,3,0,22.65,0,0,10.19,5,2,16,,0.0,573618,3,243,-2,14.99,1,3.0,6397541208,0,36,,7.56,3,1,41.37,1,0,29.28,5,3,16,,0.0,573618,1,2431,-1,7.01,1,3.73,6905134728,0,16,,8.93,3,1,37.13,0,1,21.73,5,4,96,,0.0,Democrat,Strong,,1,1,96,,0.0,35-44,Male,,,1,1
97,t34qnfpb,159695,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:38:04.377599,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,17,,0.0,159695,4,4,-1,32.25,1,8.63,9670182534,0,49,,8.39,3,0,36.23,2,1,8.6,5,1,17,,0.0,159695,3,43,-1,14.11,1,4.35,3271849056,5,34,,14.12,3,1,81.62,-1,0,3.51,5,2,17,,0.0,159695,2,432,-1,12.56,1,5.08,8796104352,1,27,,5.69,3,1,258.67,2,0,3.01,5,3,17,,0.0,159695,1,4321,0,34.75,1,3.14,4036719582,1,10,,2.09,3,1,31.96,-1,0,3.86,5,4,97,,0.0,Democrat,Moderate,,1,1,97,,0.0,18-24,Male,,,1,1
98,z3ux1574,300817,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:38:05.446887,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,18,,0.0,300817,4,4,0,60.57,1,14.69,8907164235,5,46,,89.7,0,1,99.83,1,1,25.82,5,1,18,,0.0,300817,2,42,2,17.11,1,8.21,6815793420,2,21,,38.19,3,1,15.31,-1,1,18.05,5,2,18,,0.0,300817,3,423,2,13.81,1,3.15,9376801542,3,36,,20.81,2,1,20.26,2,1,9.58,5,3,18,,0.0,300817,1,4231,2,9.67,1,7.65,1327968540,1,13,,5.88,3,1,56.72,-2,1,12.87,5,4,98,,0.0,Independent,,Republican Party,1,1,98,,0.0,25-34,Female,,Thank you. I found this to be enjoyable. I hope I was able to contribute to your research. Thanks again.,1,1
99,cgok5xiw,833003,0,14,26,my_survey_static,Highlight,2025-06-26 15:38:06.644766,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,19,,0.0,833003,4,4,-2,77.61,1,45.94,4196738205,0,44,,65.9,2,1,29.38,-1,0,30.69,5,1,19,,0.0,833003,3,43,-2,29.79,1,19.02,3410758962,1,34,,24.91,2,1,17.75,-2,0,11.6,5,2,19,,0.0,833003,1,431,-2,25.59,1,16.76,6495803721,0,16,,15.82,,,,,,,5,3,19,,0.0, ,,,,,,,,,,,,,,,,,,5,4,99,,0.0,,,,1,1,99,,0.0,,,,,1,1
100,n1ptinpi,689422,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:38:08.766862,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,20,,0.0,689422,1,1,2,19.64,1,12.17,2476539081,4,15,,41.08,3,0,44.07,-2,0,15.46,5,1,20,,0.0,689422,3,13,2,28.88,1,11.5,2458760193,6,30,,27.51,1,0,27.18,-2,0,7.25,5,2,20,,0.0,689422,4,134,1,19.24,1,9.21,0246358197,0,40,,52.59,3,0,25.42,-2,0,5.94,5,3,20,,0.0,689422,2,1342,2,11.0,1,4.92,8609251743,0,28,,2.62,2,1,33.24,2,0,4.44,5,4,100,,0.0,Independent,,Republican Party,1,1,100,,0.0,65+,Female,,Thank you for allowing me to participate! It gives me a chance to self-evaluate.,1,1
101,3fay7ek7,491973,0,26,26,demographics_and_payment,PaymentInfo,2025-06-26 15:38:09.824646,1,,,0.0,0dkk7379,,,,,0,1.0,My_survey_static,https://app.prolific.com/submissions/complete?cc=C1DULDOY,0.0,1,,0.0,491973,4,4,-2,28.4,1,9.15,9120754638,1,41,,17.71,2,1,34.42,2,1,15.1,6,1,1,,0.0,491973,2,42,-2,13.26,1,3.06,6479810325,3,29,,39.76,2,1,7.29,-2,0,7.58,6,2,1,,0.0,491973,3,423,0,14.44,1,4.16,2573601498,2,37,,55.51,2,0,8.34,0,0,3.94,6,3,1,,0.0,491973,1,4231,1,21.3,1,2.76,7508469312,0,17,,46.11,2,0,5.21,1,0,6.61,6,4,101,,0.0,Republican,Strong,,1,1,101,,0.0,35-44,Female,,,1,1
