time,seed,event,user_id,user_stance,user_partition,ranking,num_rank,num_news,news_stance,highlight,in_this_session
1755096797,213,Interaction,54,-2,-1,0523416897,0,0,-2,False,False
1755096811,232,Interaction,39,-2,-1,2014367985,3,4,0,True,False
1755096812,224,Interaction,47,-1,-1,2361057498,0,2,-1,True,False
1755096822,113,Interaction,52,-1,-1,2465078931,0,2,-1,False,False
1755096835,131,Interaction,49,-2,-1,4153082679,1,1,-2,True,False
1755096840,122,Interaction,55,2,1,5214908763,4,9,2,True,False
1755096846,121,Interaction,50,-1,-1,5406273891,3,6,1,False,False
1755096857,114,Interaction,53,-1,-1,1527406839,0,1,-2,False,False
1755096871,231,Interaction,48,-1,-1,4537102986,1,5,0,True,False
1755096906,222,Interaction,52,-1,-1,2314068579,2,1,-2,False,False
1755096933,233,Interaction,55,2,1,9380564127,9,7,1,True,False
1755096933,121,Interaction,53,-1,-1,5406273891,4,2,-1,True,False
1755096936,223,Interaction,50,-1,-1,0245316879,2,4,0,False,False
1755096952,124,Interaction,49,-2,-1,2169538740,0,2,-1,True,False
1755096959,111,Interaction,51,2,1,4136805792,4,8,2,True,False
1755096959,234,Interaction,29,-2,-1,1452306978,2,5,0,True,False
1755096974,231,Interaction,52,-1,-1,5437102986,2,3,-1,False,False
1755096988,133,Interaction,59,2,1,4035926817,2,3,-1,True,False
1755096991,224,Interaction,54,-2,-1,2361057498,0,2,-1,True,False
1755097016,131,Interaction,55,2,1,4153082679,9,9,2,False,False
1755097026,224,Interaction,59,2,1,8149527063,1,1,-2,True,False
1755097029,132,Interaction,47,-2,-1,5471832906,3,1,-2,True,False
1755097033,122,Interaction,53,-1,-1,5214908763,0,5,0,False,False
1755097033,134,Interaction,50,-1,-1,5412089736,3,2,-1,False,False
1755097033,211,Interaction,39,-2,-1,6315472089,0,6,1,True,False
1755097047,111,Interaction,59,2,1,4138605792,3,8,2,True,False
1755097060,212,Interaction,58,-1,-1,2356840197,6,0,-2,True,False
1755097079,222,Interaction,59,0,0,9738146250,0,9,2,True,False
1755097093,114,Interaction,55,2,1,1527406839,7,8,2,True,False
1755097108,224,Interaction,58,-2,-1,2361057498,4,0,-2,True,False
1755097118,221,Interaction,54,-2,-1,6514728039,8,3,-1,True,False
1755097124,112,Interaction,56,-1,-1,2436705981,1,4,0,True,False
1755097150,213,Interaction,47,0,0,2783406915,5,0,-2,True,False
1755097207,212,Interaction,62,-1,-1,2356084197,2,5,0,True,False
1755097214,232,Interaction,54,-1,-1,2401367985,1,4,0,False,False
1755097222,211,Interaction,58,-1,-1,6315472089,2,1,-2,True,False
1755097229,233,Interaction,62,0,0,6954182307,0,6,1,True,False
1755097257,234,Interaction,60,-1,-1,1542306978,2,4,0,False,False
1755097260,211,Interaction,62,0,0,2461085973,4,0,-2,False,False
1755097271,113,Interaction,58,1,1,2465078931,7,9,2,True,False
1755097279,214,Interaction,62,0,0,5746832190,1,7,1,True,False
1755097289,224,Interaction,56,-2,-1,2306157498,5,5,0,False,False
1755097298,223,Interaction,51,2,1,3194027865,3,4,0,True,False
1755097315,131,Interaction,47,-2,-1,4153082967,0,4,0,True,False
1755097322,132,Interaction,65,0,0,5471832906,0,5,0,False,False
1755097325,234,Interaction,66,-2,-1,1542306978,0,1,-2,False,False
1755097331,231,Interaction,67,1,1,7829610453,7,4,0,False,False
1755097357,213,Interaction,56,2,1,6947081253,8,5,0,True,False
1755097380,124,Interaction,64,-2,-1,2169538740,0,2,-1,False,False
1755097398,212,Interaction,66,-2,-1,2536084197,0,2,-1,False,False
1755097408,234,Interaction,67,-2,-1,1542306978,2,4,0,False,False
1755097442,122,Interaction,60,-1,-1,5214908763,1,2,-1,False,False
1755097452,223,Interaction,65,2,1,3194027865,9,5,0,False,False
1755097452,222,Interaction,67,-2,-1,2314068579,1,3,-1,False,False
1755097498,133,Interaction,66,-2,-1,4305926817,2,0,-2,False,False
1755097501,221,Interaction,56,0,0,7158402639,0,7,1,True,False
1755097508,123,Interaction,67,-1,-1,4306182795,0,4,0,False,False
1755097512,214,Interaction,65,2,1,3795426810,1,7,1,False,False
1755097532,233,Interaction,69,-1,-1,5803146297,3,3,-1,False,False
1755097584,221,Interaction,66,0,0,7158402639,4,4,0,False,False
1755097592,112,Interaction,63,1,1,2436705981,6,5,0,True,False
1755097593,211,Interaction,65,2,1,1937485620,4,4,0,False,False
1755097600,132,Interaction,64,-2,-1,5471832906,1,4,0,False,False
1755097608,113,Interaction,60,1,1,2465078931,3,5,0,False,False
1755097626,224,Interaction,51,1,1,1849527063,5,2,-1,False,False
1755097659,123,Interaction,70,-1,-1,4306182795,2,0,-2,False,False
1755097676,112,Interaction,72,2,1,2436570981,8,8,2,False,False
1755097676,231,Interaction,60,0,0,4810295763,0,4,0,False,False
1755097680,124,Interaction,69,-2,-1,2169538740,1,1,-2,False,False
1755097712,224,Interaction,73,-1,-1,2306157498,4,1,-2,False,False
1755097736,111,Interaction,68,0,0,4813605792,0,4,0,False,False
1755097745,114,Interaction,72,-1,-1,1527480639,2,2,-1,False,False
1755097757,232,Interaction,71,-2,-1,2401367985,0,2,-1,False,False
1755097761,121,Interaction,76,1,1,5406273891,8,9,2,False,False
1755097767,234,Interaction,70,-1,-1,1542306978,0,1,-2,False,False
1755097768,111,Interaction,73,-2,-1,4813605792,0,4,0,True,False
1755097779,233,Interaction,61,0,0,6954182307,3,4,0,False,False
1755097790,132,Interaction,74,1,1,5471832906,0,5,0,True,False
1755097792,122,Interaction,73,-2,-1,5214908763,0,5,0,False,False
1755097800,131,Interaction,64,-2,-1,4153082967,1,1,-2,True,False
1755097801,121,Interaction,72,2,1,5406279381,1,4,0,False,False
1755097820,113,Interaction,71,-2,-1,2465078931,1,4,0,False,False
1755097821,223,Interaction,73,-1,-1,0245316879,0,0,-2,False,False
1755097836,231,Interaction,69,-2,-1,5437102986,0,5,0,False,False
1755097846,221,Interaction,70,1,1,6194735280,0,6,1,True,False
1755097848,233,Interaction,72,1,1,9387056412,5,5,0,False,False
1755097851,234,Interaction,76,2,1,7814023596,1,8,2,True,False
1755097852,222,Interaction,51,2,1,4579381620,1,5,0,False,False
1755097875,111,Interaction,71,-2,-1,4813605792,3,3,-1,False,False
1755097884,133,Interaction,64,-2,-1,4035926817,2,3,-1,True,False
1755097894,122,Interaction,70,0,0,5214908763,0,5,0,True,False
1755097923,224,Interaction,71,-1,-1,2306157498,7,4,0,False,False
1755097931,213,Interaction,63,0,0,2078346915,0,2,-1,False,False
1755097934,222,Interaction,76,2,1,4579381620,5,8,2,False,False
1755097948,123,Interaction,75,1,1,4306182795,7,7,1,False,False
1755097950,112,Interaction,78,2,1,2436570981,8,8,2,True,False
1755097952,232,Interaction,69,-1,-1,2401367985,4,3,-1,False,False
1755097962,121,Interaction,74,-1,-1,5406279381,3,6,1,True,False
1755097973,214,Interaction,68,-1,-1,5189042367,1,1,-2,False,False
1755098013,213,Interaction,76,2,1,6945708123,6,8,2,True,False
1755098027,133,Interaction,74,-2,-1,4305926817,1,3,-1,True,False
1755098033,232,Interaction,68,-1,-1,2401367985,0,2,-1,True,False
1755098068,113,Interaction,68,-1,-1,2465078931,7,9,2,False,False
1755098085,212,Interaction,61,1,1,9827541603,1,8,2,True,False
1755098109,131,Interaction,79,1,1,4153082967,2,5,0,False,False
1755098112,124,Interaction,77,-2,-1,2169538740,0,2,-1,True,False
1755098129,112,Interaction,75,-2,-1,2436578091,1,4,0,False,False
1755098160,134,Interaction,74,-2,-1,5412089736,0,5,0,True,False
1755098181,213,Interaction,79,1,1,6948570123,3,8,2,False,False
1755098200,223,Interaction,82,2,1,3194025786,0,3,-1,True,False
1755098205,134,Interaction,87,-1,-1,5412089736,0,5,0,True,False
1755098218,234,Interaction,61,0,0,5803712946,8,4,0,True,False
1755098226,222,Interaction,77,-2,-1,2314068579,0,2,-1,False,False
1755098230,133,Interaction,87,-1,-1,3405926817,6,6,1,True,False
1755098236,123,Interaction,78,2,1,4306182795,0,4,0,True,False
1755098245,121,Interaction,81,-2,-1,5460279381,5,7,1,False,False
1755098245,232,Interaction,87,-1,-1,2401367985,1,4,0,False,False
1755098250,124,Interaction,79,0,0,2169538740,5,3,-1,False,False
1755098266,131,Interaction,87,-1,-1,4153082967,1,1,-2,True,False
1755098282,212,Interaction,83,-2,-1,2536084197,2,3,-1,True,False
1755098301,221,Interaction,85,2,1,6194735280,9,0,-2,False,False
1755098305,211,Interaction,80,1,1,1937485620,3,7,1,True,False
1755098314,122,Interaction,79,-1,-1,5214908763,3,4,0,False,False
1755098316,134,Interaction,82,2,1,5412089736,1,4,0,False,False
1755098317,114,Interaction,63,-2,-1,1527480639,0,1,-2,True,False
1755098317,123,Interaction,77,-2,-1,4306182795,0,4,0,False,False
1755098338,111,Interaction,84,-2,-1,4381605792,6,5,0,False,False
1755098344,112,Interaction,86,2,1,2436578091,7,0,-2,True,False
1755098352,233,Interaction,81,-1,-1,5830146297,8,9,2,False,False
1755098380,121,Interaction,82,2,1,5460279381,5,7,1,True,False
1755098413,111,Interaction,77,-2,-1,4381650792,0,4,0,True,False
1755098414,224,Interaction,75,-2,-1,2306154798,5,5,0,True,False
1755098422,222,Interaction,82,1,1,4578931620,0,4,0,True,False
1755098423,113,Interaction,84,-2,-1,2465907831,1,4,0,False,False
1755098423,223,Interaction,83,-1,-1,0245316879,4,3,-1,False,False
1755098445,232,Interaction,81,-1,-1,2401367985,5,6,1,False,False
1755098446,212,Interaction,85,1,1,9827541603,0,9,2,True,False
1755098464,214,Interaction,78,1,1,3795426810,4,4,0,True,False
1755098520,124,Interaction,84,-2,-1,2136958740,2,3,-1,False,False
1755098540,211,Interaction,63,-2,-1,6135472089,0,6,1,True,False
1755098545,121,Interaction,83,-2,-1,5467029381,4,0,-2,True,False
1755098546,234,Interaction,81,-2,-1,1542306978,0,1,-2,False,False
1755098548,114,Interaction,86,-2,-1,1527480639,0,1,-2,True,False
1755098591,233,Interaction,91,0,0,6945182307,1,9,2,False,False
1755098596,112,Interaction,84,-1,-1,2436057891,1,4,0,False,False
1755098627,114,Interaction,83,-2,-1,1527480639,8,3,-1,False,False
1755098642,133,Interaction,86,1,1,3405962817,4,9,2,True,False
1755098645,131,Interaction,78,2,1,1453082967,9,7,1,True,False
1755098647,224,Interaction,93,-1,-1,2306514798,0,2,-1,False,False
1755098650,211,Interaction,91,-1,-1,6135472089,4,4,0,False,False
1755098654,221,Interaction,75,-1,-1,6514732809,4,7,1,True,False
1755098676,111,Interaction,86,2,1,4381650792,1,3,-1,False,False
1755098676,231,Interaction,88,-2,-1,5437102986,9,6,1,True,False
1755098697,224,Interaction,91,0,0,0574962138,8,3,-1,False,False
1755098741,132,Interaction,91,1,1,5471832906,0,5,0,False,False
1755098753,113,Interaction,95,-1,-1,2465907831,7,8,2,True,False
1755098754,131,Interaction,93,-2,-1,1453082796,2,5,0,False,False
1755098784,213,Interaction,85,1,1,6984570123,4,5,0,False,False
1755098810,132,Interaction,93,-1,-1,5471832906,8,0,-2,False,False
1755098826,134,Interaction,80,-2,-1,5412089736,2,1,-2,True,False
1755098831,214,Interaction,94,-1,-1,1589042367,1,5,0,False,False
1755098846,231,Interaction,95,1,1,7829641053,2,2,-1,False,False
1755098880,113,Interaction,93,-1,-1,2465890731,7,7,1,False,False
1755098886,123,Interaction,89,1,1,4306182795,1,3,-1,True,False
1755098891,212,Interaction,92,1,1,9827541603,2,2,-1,False,False
1755098908,134,Interaction,95,-2,-1,5412089736,2,1,-2,True,False
1755098954,112,Interaction,95,-1,-1,4236057891,0,4,0,False,False
1755098959,221,Interaction,94,0,0,7154802639,8,3,-1,False,False
1755098964,234,Interaction,96,0,0,5480371296,7,2,-1,False,False
1755098977,124,Interaction,85,2,1,2136958740,3,6,1,True,False
1755098990,233,Interaction,98,1,1,9387506412,7,4,0,False,False
1755099024,123,Interaction,94,-1,-1,4306182795,2,0,-2,False,False
1755099029,114,Interaction,99,1,1,1527480639,1,5,0,True,False
1755099038,132,Interaction,80,-1,-1,5471830296,3,1,-2,True,False
1755099049,223,Interaction,88,-1,-1,0245316879,2,4,0,True,False
1755099059,122,Interaction,90,-1,-1,5241908763,3,1,-2,False,False
1755099067,231,Interaction,96,-1,-1,5437160298,1,4,0,False,False
1755099083,222,Interaction,89,1,1,4578931620,2,7,1,True,False
1755099094,213,Interaction,99,-1,-1,0523416897,2,2,-1,True,False
1755099104,134,Interaction,100,0,0,5412089736,3,2,-1,False,False
1755099126,214,Interaction,92,1,1,3749526810,1,7,1,False,False
1755099132,132,Interaction,94,-2,-1,5417830296,1,4,0,False,False
1755099142,122,Interaction,99,1,1,5214908763,1,2,-1,True,False
1755099162,131,Interaction,99,-1,-1,1453082796,0,1,-2,True,False
1755099168,133,Interaction,96,1,1,3409562817,1,4,0,False,False
1755099179,134,Interaction,101,-1,-1,5412089736,2,1,-2,False,False
1755099216,112,Interaction,96,-2,-1,4236057891,3,6,1,False,False
1755099219,114,Interaction,90,0,0,1527480639,0,1,-2,False,False
1755099237,212,Interaction,100,1,1,9827541603,0,9,2,True,False
1755099239,223,Interaction,80,-1,-1,4025316879,9,9,2,True,False
1755099250,133,Interaction,92,2,1,4309562817,9,7,1,False,False
1755099278,213,Interaction,100,0,0,2078346915,0,2,-1,False,False
1755099281,232,Interaction,88,-1,-1,2401367985,0,2,-1,True,False
1755099316,221,Interaction,89,2,1,6194735028,5,3,-1,False,False
1755099337,111,Interaction,100,2,1,4381650792,1,3,-1,False,False
1755099365,234,Interaction,88,0,0,5482037196,7,1,-2,True,False
1755099426,121,Interaction,92,2,1,5406729381,4,7,1,False,False
1755099459,231,Interaction,90,-1,-1,5437160298,8,9,2,False,False
1755099485,132,Interaction,104,-1,-1,5417830296,2,1,-2,True,False
1755099536,224,Interaction,98,1,1,1849527063,4,5,0,False,False
1755099566,124,Interaction,102,-2,-1,2136958740,0,2,-1,True,False
1755099570,121,Interaction,104,-2,-1,5470629381,7,3,-1,False,False
1755099578,233,Interaction,90,2,1,9387504612,3,7,1,False,False
1755099616,212,Interaction,98,1,1,9827541603,4,5,0,False,False
1755099681,124,Interaction,104,-1,-1,2136958740,1,1,-2,False,False
1755099703,214,Interaction,89,1,1,3749526810,0,3,-1,True,False
1755099713,121,Interaction,98,2,1,5470623981,0,5,0,False,False
1755099779,131,Interaction,111,-2,-1,1453082796,6,2,-1,False,False
1755099785,113,Interaction,104,-1,-1,2465789031,0,2,-1,False,False
1755099792,222,Interaction,105,-2,-1,2314068579,9,9,2,False,False
1755099817,223,Interaction,111,-1,-1,4025391687,7,6,1,False,False
1755099838,212,Interaction,116,-2,-1,2356084197,1,3,-1,True,False
1755099841,221,Interaction,108,-1,-1,6571432809,0,6,1,False,False
1755099860,121,Interaction,116,-2,-1,5470623981,0,5,0,True,False
1755099861,211,Interaction,106,-2,-1,6134572089,0,6,1,True,False
1755099888,224,Interaction,116,-2,-1,2306514798,5,1,-2,False,False
1755099888,233,Interaction,105,1,1,9378504612,7,6,1,False,False
1755099898,114,Interaction,107,0,0,1527480639,1,5,0,False,False
1755099902,232,Interaction,112,-2,-1,2401367985,9,5,0,True,False
1755099910,223,Interaction,116,-2,-1,4025396187,0,4,0,True,False
1755099951,222,Interaction,108,-2,-1,2314068957,2,1,-2,True,False
1755099957,113,Interaction,119,1,1,2465789031,1,4,0,True,False
1755099960,132,Interaction,111,-2,-1,5417830296,7,2,-1,False,False
1755099969,123,Interaction,114,1,1,4306182795,0,4,0,True,False
1755099984,131,Interaction,112,-2,-1,1453208796,1,4,0,True,False
1755099986,211,Interaction,120,2,1,1793485620,2,9,2,True,False
1755100003,222,Interaction,119,-1,-1,1234068957,1,2,-1,True,False
1755100006,221,Interaction,105,-1,-1,6571432809,9,9,2,False,False
1755100024,232,Interaction,107,-2,-1,2401356798,3,1,-2,False,False
1755100024,134,Interaction,109,-1,-1,5412089736,2,1,-2,False,False
1755100035,113,Interaction,108,-2,-1,2465789031,2,6,1,False,False
1755100056,223,Interaction,120,2,1,3194025786,9,6,1,True,False
1755100057,124,Interaction,111,-2,-1,2136958740,8,4,0,False,False
1755100064,211,Interaction,119,2,1,9173485620,0,9,2,True,False
1755100086,134,Interaction,105,-2,-1,5142089736,9,6,1,False,False
1755100094,221,Interaction,107,1,1,6194375028,3,4,0,False,False
1755100102,213,Interaction,118,1,1,6984570123,0,6,1,True,False
1755100102,232,Interaction,120,2,1,7450981623,5,8,2,True,False
1755100108,114,Interaction,121,-2,-1,1527480639,2,2,-1,True,False
1755100116,134,Interaction,119,0,0,5142089763,0,5,0,True,False
1755100126,122,Interaction,110,-2,-1,5214908763,9,3,-1,True,False
1755100140,212,Interaction,114,2,1,9827541603,3,7,1,True,False
1755100140,123,Interaction,112,-2,-1,4306182795,0,4,0,False,False
1755100157,124,Interaction,108,-2,-1,2136954870,0,2,-1,False,False
1755100158,114,Interaction,120,2,1,1527480639,5,8,2,True,False
1755100174,133,Interaction,106,-1,-1,4309562871,0,4,0,False,False
1755100174,233,Interaction,107,1,1,9378560412,4,5,0,False,False
1755100174,112,Interaction,123,1,1,4263057891,0,4,0,False,False
1755100189,213,Interaction,121,-2,-1,0523416897,1,5,0,True,False
1755100195,234,Interaction,103,-1,-1,1542306978,8,7,1,False,False
1755100240,134,Interaction,112,-2,-1,5142089763,2,4,0,False,False
1755100246,132,Interaction,109,-2,-1,5417832096,6,2,-1,True,False
1755100248,131,Interaction,102,2,1,1453208796,0,1,-2,True,False
1755100278,112,Interaction,121,-2,-1,4263057891,0,4,0,True,False
1755100289,111,Interaction,117,2,1,4381650792,0,4,0,False,False
1755100299,211,Interaction,118,1,1,9173485620,5,8,2,True,False
1755100306,121,Interaction,114,1,1,5470623981,0,5,0,True,False
1755100306,212,Interaction,126,-2,-1,3256084197,0,3,-1,False,False
1755100326,133,Interaction,123,1,1,4309562871,5,6,1,False,False
1755100328,233,Interaction,124,-1,-1,5830149627,0,5,0,True,False
1755100328,111,Interaction,121,-2,-1,4381650792,0,4,0,True,False
1755100345,234,Interaction,125,-2,-1,1542306798,7,7,1,True,False
1755100345,211,Interaction,126,-1,-1,6134572089,3,4,0,False,False
1755100360,224,Interaction,122,-2,-1,2306154798,4,1,-2,False,False
1755100372,133,Interaction,126,-2,-1,4309652871,6,2,-1,False,False
1755100379,213,Interaction,109,-2,-1,0523416897,9,7,1,False,False
1755100385,232,Interaction,124,-2,-1,2410356798,0,2,-1,True,False
1755100395,214,Interaction,126,-2,-1,5189042367,5,4,0,False,False
1755100395,113,Interaction,125,-2,-1,2465789031,0,2,-1,True,False
1755100403,122,Interaction,106,-1,-1,5214908736,0,5,0,False,False
1755100421,112,Interaction,125,-1,-1,4263057891,2,6,1,True,False
1755100431,111,Interaction,123,0,0,4381650792,0,4,0,False,False
1755100431,211,Interaction,128,-2,-1,6134572089,0,6,1,True,False
1755100439,124,Interaction,124,-2,-1,2136954870,1,1,-2,True,False
1755100448,131,Interaction,125,0,0,1453208796,1,4,0,True,False
1755100489,111,Interaction,124,-2,-1,4381650792,0,4,0,True,False
1755100502,114,Interaction,118,1,1,1528740639,1,5,0,False,False
1755100507,122,Interaction,128,-2,-1,5214908736,1,2,-1,False,False
1755100524,132,Interaction,117,2,1,5417283096,3,7,1,True,False
1755100532,134,Interaction,123,-2,-1,5412089763,4,0,-2,False,False
1755100548,234,Interaction,114,-1,-1,1547230698,0,1,-2,True,False
1755100553,121,Interaction,109,1,1,5470623981,6,3,-1,False,False
1755100564,214,Interaction,106,-1,-1,5189042367,0,5,0,False,False
1755100573,224,Interaction,127,-1,-1,2306154798,1,3,-1,True,False
1755100594,133,Interaction,128,-2,-1,4309652871,5,5,0,False,False
1755100611,123,Interaction,110,-2,-1,4306182795,3,6,1,False,False
1755100617,231,Interaction,130,2,1,7829641053,0,7,1,False,False
1755100640,233,Interaction,129,1,1,9378560412,0,9,2,False,False
1755100671,222,Interaction,102,-2,-1,2134068957,3,4,0,True,False
1755100692,221,Interaction,122,-2,-1,6571432980,1,5,0,False,False
1755100696,224,Interaction,128,-2,-1,2306154798,4,1,-2,True,False
1755100698,112,Interaction,130,2,1,4263057891,8,9,2,True,False
1755100720,114,Interaction,117,2,1,1528740639,0,1,-2,True,False
1755100721,122,Interaction,118,1,1,5214908736,0,5,0,False,False
1755100748,231,Interaction,127,-2,-1,5437160298,7,2,-1,True,False
1755100776,211,Interaction,110,0,0,2406185973,4,1,-2,True,False
1755100783,234,Interaction,129,0,0,5148203796,4,2,-1,False,False
1755100784,213,Interaction,130,2,1,6984570123,1,9,2,True,False
1755100788,123,Interaction,132,2,1,4306182795,8,9,2,True,False
1755100844,222,Interaction,122,-2,-1,2143068957,2,4,0,False,False
1755100845,234,Interaction,130,2,1,8714023596,0,8,2,True,False
1755100849,231,Interaction,135,2,1,7829641053,4,6,1,False,False
1755100851,212,Interaction,133,-1,-1,3256084197,6,4,0,True,False
1755100859,113,Interaction,102,-2,-1,2465789031,0,2,-1,True,False
1755100861,131,Interaction,134,-1,-1,1453208796,0,1,-2,False,False
1755100905,111,Interaction,129,2,1,4381650792,0,4,0,False,False
1755100936,233,Interaction,117,0,0,6945182307,1,9,2,False,False
1755100946,132,Interaction,135,-1,-1,5417283096,1,4,0,False,False
1755100963,232,Interaction,134,-1,-1,2410356798,0,2,-1,False,False
1755100967,124,Interaction,132,2,1,2136954870,8,7,1,True,False
1755100971,222,Interaction,129,1,1,4758931620,0,4,0,True,False
1755101007,122,Interaction,127,-2,-1,5214908736,0,5,0,True,False
1755101019,121,Interaction,132,1,1,5470623981,6,3,-1,True,False
1755101027,231,Interaction,133,1,1,7829641053,8,5,0,True,False
1755101028,124,Interaction,134,-1,-1,2136795480,0,2,-1,False,False
1755101030,114,Interaction,135,1,1,1528740639,5,4,0,False,False
1755101037,212,Interaction,138,-2,-1,3254608197,2,5,0,False,False
1755101048,211,Interaction,138,-1,-1,6134572089,2,3,-1,False,False
1755101060,221,Interaction,137,1,1,6194375028,5,7,1,True,False
1755101061,234,Interaction,138,-2,-1,1547230698,1,5,0,False,False
1755101091,133,Interaction,135,1,1,4305962871,4,9,2,False,False
1755101092,113,Interaction,134,-1,-1,2465789031,0,2,-1,False,False
1755101095,214,Interaction,131,1,1,3749526810,5,2,-1,True,False
1755101101,132,Interaction,132,2,1,5417283096,7,0,-2,True,False
1755101106,213,Interaction,122,-1,-1,0523471689,4,4,0,False,False
1755101119,224,Interaction,110,-2,-1,2310654798,3,0,-2,True,False
1755101122,113,Interaction,138,-2,-1,2465789031,0,2,-1,True,False
1755101131,123,Interaction,136,2,1,4306182795,2,0,-2,True,False
1755101132,112,Interaction,139,-2,-1,4263059781,1,2,-1,True,False
1755101134,134,Interaction,133,-2,-1,5412089763,3,2,-1,True,False
1755101155,232,Interaction,137,-2,-1,2410356798,5,5,0,True,False
1755101171,111,Interaction,141,2,1,4381650792,7,7,1,False,False
1755101185,122,Interaction,144,-2,-1,5214908736,2,1,-2,False,False
1755101189,233,Interaction,127,-2,-1,5830149627,1,8,2,False,False
1755101215,123,Interaction,137,0,0,4306182795,9,5,0,True,False
1755101224,121,Interaction,144,-2,-1,5470623981,1,4,0,False,False
1755101243,223,Interaction,133,0,0,4813602579,0,4,0,False,False
1755101251,232,Interaction,141,2,1,7485091623,0,7,1,False,False
1755101256,132,Interaction,103,-1,-1,5417283096,4,2,-1,False,False
1755101293,231,Interaction,140,2,1,7829564103,5,6,1,False,False
1755101305,221,Interaction,142,2,1,6179435028,4,4,0,True,False
1755101311,124,Interaction,137,-2,-1,2136795480,6,5,0,True,False
1755101328,213,Interaction,144,-1,-1,0523471689,9,9,2,False,False
1755101333,111,Interaction,139,-2,-1,4381657092,3,1,-2,True,False
1755101356,114,Interaction,141,2,1,1524870639,5,7,1,False,False
1755101374,122,Interaction,147,-2,-1,5214908736,1,2,-1,False,False
1755101377,133,Interaction,139,-2,-1,4309562871,7,8,2,True,False
1755101379,112,Interaction,140,2,1,4263059781,2,6,1,True,False
1755101389,134,Interaction,144,-2,-1,5412089763,7,7,1,False,False
1755101401,224,Interaction,136,-2,-1,2301654798,3,1,-2,True,False
1755101407,234,Interaction,139,-2,-1,1547230698,5,3,-1,True,False
1755101438,214,Interaction,143,-1,-1,5189042367,3,9,2,True,False
1755101441,211,Interaction,149,0,0,1240685973,6,5,0,False,False
1755101445,123,Interaction,145,-1,-1,4306182795,9,5,0,True,False
1755101456,131,Interaction,146,2,1,1453208796,9,6,1,False,False
1755101458,121,Interaction,147,-1,-1,5470623981,9,1,-2,True,False
1755101476,113,Interaction,140,0,0,2465789031,2,6,1,False,False
1755101488,233,Interaction,141,2,1,9378560412,0,9,2,False,False
1755101514,223,Interaction,131,1,1,3194602578,5,0,-2,True,False
1755101530,123,Interaction,147,0,0,4306185279,3,6,1,False,False
1755101537,214,Interaction,149,-1,-1,5198042367,0,5,0,False,False
1755101543,222,Interaction,136,-2,-1,2143068957,0,2,-1,True,False
1755101573,124,Interaction,140,2,1,2136579480,8,8,2,True,False
1755101576,122,Interaction,146,1,1,5214908736,0,5,0,True,False
1755101588,133,Interaction,149,1,1,4309562871,0,4,0,False,False
1755101593,231,Interaction,148,-2,-1,5432716098,7,0,-2,False,False
1755101600,211,Interaction,103,-1,-1,6134572089,2,3,-1,False,False
1755101609,212,Interaction,142,1,1,9872541603,6,1,-2,True,False
1755101633,224,Interaction,150,-2,-1,2130654798,4,6,1,False,False
1755101637,134,Interaction,147,-2,-1,5412078963,4,0,-2,True,False
1755101648,112,Interaction,149,1,1,4263059781,5,5,0,False,False
1755101681,223,Interaction,143,1,1,3194062578,5,6,1,True,False
1755101681,221,Interaction,136,0,0,7154380269,3,4,0,True,False
1755101714,214,Interaction,148,-2,-1,5198042367,6,2,-1,False,False
1755101746,133,Interaction,142,1,1,4309562871,8,7,1,True,False
1755101759,234,Interaction,145,-2,-1,1534720698,3,4,0,True,False
1755101782,223,Interaction,148,-2,-1,4025396187,1,0,-2,False,False
1755101788,121,Interaction,154,1,1,5470623981,4,6,1,True,False
1755101819,232,Interaction,148,-2,-1,2410536798,0,2,-1,True,False
1755101828,132,Interaction,131,1,1,5417283096,0,5,0,True,False
1755101838,224,Interaction,142,1,1,1854927063,6,7,1,True,False
1755101839,231,Interaction,150,0,0,4810295763,1,8,2,False,False
1755101852,123,Interaction,152,0,0,4306185279,0,4,0,True,False
1755101870,223,Interaction,154,2,1,3169402578,9,8,2,True,False
1755101895,131,Interaction,151,-2,-1,1453208679,1,4,0,True,False
1755101936,212,Interaction,153,-2,-1,3254608197,8,9,2,False,False
1755101939,114,Interaction,156,-1,-1,1527480639,1,5,0,True,False
1755101940,134,Interaction,154,0,0,5412078963,2,1,-2,True,False
1755101991,221,Interaction,145,-1,-1,6571432980,4,4,0,False,False
1755102005,222,Interaction,143,-1,-1,2143068957,0,2,-1,False,False
1755102019,111,Interaction,152,2,1,4318657092,0,4,0,True,False
1755102038,232,Interaction,154,-2,-1,2410536798,2,1,-2,True,False
1755102044,233,Interaction,157,1,1,9378560412,2,7,1,True,False
1755102049,132,Interaction,150,-2,-1,5417283096,0,5,0,False,False
1755102067,231,Interaction,156,1,1,7829564103,4,5,0,False,False
1755102115,222,Interaction,157,2,1,4758931620,3,8,2,True,False
1755102115,112,Interaction,145,-2,-1,4263509781,0,4,0,False,False
1755102116,131,Interaction,131,-2,-1,1453208679,0,1,-2,True,False
1755102129,223,Interaction,156,0,0,4813602579,7,5,0,True,False
1755102129,123,Interaction,150,1,1,4306185279,3,6,1,False,False
1755102140,124,Interaction,153,-2,-1,2136587940,7,9,2,False,False
1755102148,213,Interaction,146,0,0,2078346915,1,0,-2,True,False
1755102150,211,Interaction,159,-2,-1,6134572089,3,4,0,False,False
1755102170,221,Interaction,143,2,1,6147935028,5,3,-1,False,False
